Atleta,Código_Posição_Wyscout,Liga,Versão_Temporada,Posição
L. Moser,0,BEL1,2023,Goleiro
L. Mosevich,4,ARG1,2023,Zagueiro
L. Mosquera,8,COL,2023,Segundo Volante
L. Mothiba,12,FRA1,2023,Atacante
L. Mouton,8,FRA2,2023,Segundo Volante
L. Mpasi,0,FRA2,2023,Goleiro
L. Mühl,4,AUT,2023,Zagueiro
L. Munteanu,12,ROM,2023,Atacante
L. Muriel,12,ITA1,2023,Atacante
L. Musonda,1,DEN,2023,Lateral
L. Naji,7,MOR,2023,Primeiro Volante
L. Narsingh,10,POL,2023,Extremo
L. Ndenbe,1,USA,2023,Lateral
L. Necul,12,ARG2,2023,Atacante
L. Nestor,4,FRA2,2023,Zagueiro
L. Netz,1,GER1,2023,Lateral
L. Nicholls,0,ENG2,2023,Goleiro
L. Nielsen,4,SWE,2023,Zagueiro
L. Nieto,10,ARG2,2023,Extremo
L. Nonikashvili,9,GEO,2023,Meia
L. Nordås,12,NOR,2023,Atacante
L. Noubi,4,BEL2,2023,Zagueiro
L. Nozadze,4,GEO,2023,Zagueiro
L. Núñez,8,URU,2023,Segundo Volante
L. Nurmos,4,FIN,2023,Zagueiro
L. O'Brien,8,USA,2023,Segundo Volante
L. Ocampos,10,SPA1,2023,Extremo
L. Odisharia,10,GEO,2023,Extremo
L. Ofori,8,POR1,2023,Segundo Volante
L. Ofori,8,POR2,2023,Segundo Volante
L. Oktavianto,1,INDO,2023,Lateral
L. Olaza,1,RUS,2023,Lateral
L. Olaza,1,SPA1,2023,Lateral
L. Olden Larsen,11,SWE,2023,Extremo
L. Olivas,4,MEX,2023,Zagueiro
L. Olivera,1,ARG2,2023,Lateral
L. O'Nien,4,ENG2,2023,Zagueiro
L. Openda,12,FRA1,2023,Atacante
L. Openda,12,GER1,2023,Atacante
L. Orejuela,1,COL,2023,Lateral
L. Ortiz,10,PAR,2023,Extremo
L. Osaki,7,JAP,2023,Primeiro Volante
L. Osikmashvili,8,GEO,2023,Segundo Volante
L. Ospina,4,COL,2023,Zagueiro
L. Østigård,4,ITA1,2023,Zagueiro
L. Owusu,1,DEN,2023,Lateral
L. Owusu,8,NOR,2023,Segundo Volante
L. País,10,URU,2023,Extremo
L. Palma,10,GRE,2023,Extremo
L. Palun,4,FRA2,2023,Zagueiro
L. Paqarada,1,GER1,2023,Lateral
L. Paqarada,1,GER2,2023,Lateral
L. Paradela,10,CRC,2023,Extremo
L. Paramatti,4,ROM,2023,Zagueiro
L. Paredes,10,COL,2023,Extremo
L. Paredes,7,ITA1,2023,Primeiro Volante
L. Parisi,10,ARG2,2023,Extremo
L. Pasariček,8,CRO,2023,Segundo Volante
L. Passerini,12,ARG1,2023,Atacante
L. Patris,1,BEL1,2023,Lateral
L. Pavía,8,BOL,2023,Segundo Volante
L. Paz,7,COL,2023,Primeiro Volante
L. Pecelj,1,SER,2023,Lateral
L. Pellegrini,9,ITA1,2023,Meia
L. Peltier,1,ENG2,2023,Lateral
L. Perdomo,7,ARG2,2023,Primeiro Volante
L. Pereira,10,UAE,2023,Extremo
L. Pérez,7,COL,2023,Primeiro Volante
L. Perrin,4,FRA1,2023,Zagueiro
L. Petkov,12,GER2,2023,Atacante
L. Pétrot,4,FRA2,2023,Zagueiro
L. Pfeiffer,12,GER1,2023,Atacante
L. Picco,7,ARG1,2023,Primeiro Volante
L. Pirola,4,ITA1,2023,Zagueiro
L. Podolski,12,POL,2023,Atacante
L. Polworth,8,SCT,2023,Segundo Volante
L. Pons,12,COL,2023,Atacante
L. Popescu,0,ROM,2023,Goleiro
L. Pos,4,SWZ,2023,Zagueiro
L. Pratto,12,ARG1,2023,Atacante
L. Prip,11,DEN,2023,Extremo
L. Provod,1,CZH,2023,Lateral
L. Pruzzo,1,ARG2,2023,Lateral
L. Qamili,11,DEN,2023,Extremo
L. Querfeld,4,AUT,2023,Zagueiro
L. Quiñónes,10,MEX,2023,Extremo
L. Quintana,4,PAR,2023,Zagueiro
L. Quiros,0,CRC,2023,Goleiro
L. Rajot,8,FRA2,2023,Segundo Volante
L. Ralte,8,IND,2023,Segundo Volante
L. Ramazani,10,SPA1,2023,Extremo
L. Ramos,12,ARG2,2023,Atacante
L. Randelovic,8,RUS,2023,Segundo Volante
L. Ranger,1,NOR,2023,Lateral
L. Ranieri,4,ITA1,2023,Zagueiro
L. Ravanelli,4,ITA2,2023,Zagueiro
L. Realpe,4,BRA1,2023,Zagueiro
L. Refaelov,8,BEL1,2023,Segundo Volante
L. Reis,8,GER2,2023,Segundo Volante
L. Reyes,1,MEX,2023,Lateral
L. Riascos,1,COL,2023,Lateral
L. Ríos,12,ARG2,2023,Atacante
L. Ritzka,1,GER2,2023,Lateral
L. Rivas,1,PAR,2023,Lateral
L. Robertone,8,SPA1,2023,Segundo Volante
L. Robinson,1,SCT,2023,Lateral
L. Rocha,12,BEL2,2023,Atacante
L. Rodríguez,1,ARG1,2023,Lateral
L. Rodríguez,0,ARG2,2023,Goleiro
L. Rodríguez,1,BOL,2023,Lateral
L. Rodríguez,10,CRC,2023,Extremo
L. Rodríguez,9,MEX,2023,Meia
L. Rodríguez,1,MEX,2023,Lateral
L. Rodríguez,1,URU,2023,Lateral
Luciano Rodríguez,11,URU,2023,Extremo
L. Rodríguez,10,URU,2023,Extremo
L. Rodríguez,8,URU,2023,Segundo Volante
L. Rogerson,10,FIN,2023,Extremo
L. Rogić,0,CRO,2023,Goleiro
L. Romanić,10,SER,2023,Extremo
L. Romero,12,ARG2,2023,Atacante
L. Romero,8,MEX,2023,Segundo Volante
L. Romo,8,MEX,2023,Segundo Volante
L. Rosić,4,SER,2023,Zagueiro
L. Rosić,4,UAE,2023,Zagueiro
L. Rosier,7,HOL,2023,Primeiro Volante
L. Rota,1,GRE,2023,Lateral
L. Ruano,4,BOL,2023,Zagueiro
L. Ruiz,12,POR1,2023,Atacante
L. Sadiku,7,SWE,2023,Primeiro Volante
L. Sadílek,8,CZH,2023,Segundo Volante
L. Sætra,4,SWE,2023,Zagueiro
L. Salces,10,BOL,2023,Extremo
L. Saldaña,1,COL,2023,Lateral
L. Salvesen,12,NOR,2023,Atacante
L. Samardžić,8,ITA1,2023,Segundo Volante
L. Sanabria,8,PAR,2023,Segundo Volante
L. Sánchez,1,ARG1,2023,Lateral
L. Sandoval,12,COL,2023,Atacante
L. Sané,10,GER1,2023,Extremo
L. Šatka,4,TUR,2023,Zagueiro
L. Scales,4,SCT,2023,Zagueiro
L. Schaub,9,GER2,2023,Meia
L. Schleimer,10,GER2,2023,Extremo
L. Schöne,7,HOL,2023,Primeiro Volante
L. Schuler,12,GER2,2023,Atacante
L. Seimandi,10,ARG2,2023,Extremo
L. Selahi,7,CRO,2023,Primeiro Volante
L. Sernicola,1,ITA1,2023,Lateral
L. Sernicola,1,ITA2,2023,Lateral
L. Seydoux,1,BEL2,2023,Lateral
L. Shankland,12,SCT,2023,Atacante
L. Shaw,1,ENG1,2023,Lateral
L. Shengelia,10,GRE,2023,Extremo
L. Shergelashvili,1,GEO,2023,Lateral
L. Shovnadze,0,GEO,2023,Goleiro
L. Sigali,4,ARG1,2023,Zagueiro
L. Silagadze,10,GEO,2023,Extremo
L. Silba,12,ARG2,2023,Atacante
L. Šimić,4,ITA2,2023,Zagueiro
L. Šimunović,4,FIN,2023,Zagueiro
L. Sinayoko,10,FRA2,2023,Extremo
L. Singh,4,CAN,2023,Zagueiro
Ł. Skorupski,0,ITA1,2023,Goleiro
L. Smith,4,SCT,2023,Zagueiro
L. Soares,1,BUL,2023,Lateral
L. Sołowiej,4,POL,2023,Zagueiro
L. Sosa,1,URU,2023,Lateral
L. Souto,1,ARG1,2023,Lateral
L. Spinazzola,1,ITA1,2023,Lateral
L. Squadrone,4,BUL,2023,Zagueiro
L. Stassin,12,BEL2,2023,Atacante
L. Stergiou,4,SWZ,2023,Zagueiro
L. Stevenson,1,SCT,2023,Lateral
L. Stindl,9,GER1,2023,Meia
L. Stindl,9,GER2,2023,Meia
L. Stojković,9,CRO,2023,Meia
L. Strizzolo,12,ITA2,2023,Atacante
L. Štulac,7,ITA2,2023,Primeiro Volante
L. Suárez,4,ARG1,2023,Zagueiro
L. Suárez,12,BRA1,2023,Atacante
L. Suárez,10,MEX,2023,Extremo
L. Suárez,12,SPA1,2023,Atacante
L. Suárez Costa,1,ARG2,2023,Lateral
L. Sulzbacher,8,AUT,2023,Segundo Volante
L. Tandilashvili,0,GEO,2023,Goleiro
L. Tawamba,12,SAUD,2023,Atacante
L. Tchaouna,10,FRA2,2023,Extremo
L. Tello,8,ARG2,2023,Segundo Volante
L. Tempelmann,8,GER2,2023,Segundo Volante
L. Thomas,0,AUS,2023,Goleiro
L. Thomas,1,ENG1,2023,Lateral
L. Thy,9,HOL,2023,Meia
L. Torreira,7,TUR,2023,Primeiro Volante
L. Torres,0,CRC,2023,Goleiro
L. Torrico,4,BOL,2023,Zagueiro
L. Tousart,8,GER1,2023,Segundo Volante
L. Travis,7,ENG2,2023,Primeiro Volante
L. Tremolada,9,ITA2,2023,Meia
L. Trossard,12,ENG1,2023,Atacante
L. Tupta,9,CZH,2023,Meia
L. Ugochukwu,8,FRA1,2023,Segundo Volante
L. Unnerstall,0,HOL,2023,Goleiro
L. Ursino,7,BOL,2023,Primeiro Volante
L. Väisänen,4,USA,2023,Zagueiro
L. Valenti,4,ITA2,2023,Zagueiro
L. Vallier,1,FRA2,2023,Lateral
L. Van Eenoo,8,BEL1,2023,Segundo Volante
L. van Gelderen,1,HOL,2023,Lateral
L. Vargas,8,BOL,2023,Segundo Volante
L. Vásquez,0,COL,2023,Goleiro
L. Vásquez,7,COL,2023,Primeiro Volante
L. Vega,8,POR2,2023,Segundo Volante
L. Veldwijk,12,KOR,2023,Atacante
L. Vera,8,RUS,2023,Segundo Volante
L. Verstraete,8,BEL2,2023,Segundo Volante
L. Vesco,4,ARG2,2023,Zagueiro
L. Vietto,9,SAUD,2023,Meia
L. Vignali,1,ITA2,2023,Lateral
L. Villagra,12,BOL,2023,Atacante
L. Villalba,4,ARG1,2023,Zagueiro
L. Villarruel,7,ARG2,2023,Primeiro Volante
L. Villiger,12,SWZ,2023,Atacante
L. Vilsvik,1,NOR,2023,Lateral
L. Vraštil,4,CZH,2023,Zagueiro
L. Wahlqvist,1,POL,2023,Lateral
L. Wahlstedt,0,ENG2,2023,Goleiro
L. Wahlstedt,0,NOR,2023,Goleiro
L. Walbrecq,10,BEL2,2023,Extremo
L. Waldschmidt,9,GER1,2023,Meia
L. Wales,12,AUS,2023,Atacante
L. Walta,8,SWE,2023,Segundo Volante
L. Willen,4,BEL1,2023,Zagueiro
L. Woolfenden,4,ENG2,2023,Zagueiro
L. Woudenberg,1,FRA2,2023,Lateral
L. Yoro,4,FRA1,2023,Zagueiro
L. Zahovič,12,POL,2023,Atacante
L. Zanimacchia,1,ITA2,2023,Lateral
L. Zárate,4,PAR,2023,Zagueiro
L. Zazpe,4,BOL,2023,Zagueiro
L. Zelarayán,9,SAUD,2023,Meia
L. Zelarayán,9,USA,2023,Meia
L. Zidane,0,SPA2,2023,Goleiro
L. Zigi,0,SWZ,2023,Goleiro
L. Zima,0,ROM,2023,Goleiro
L. Zorić,8,SER,2023,Segundo Volante
L. Zuffi,8,SWZ,2023,Segundo Volante
L. Zwoliński,12,POL,2023,Atacante
Lalchungnunga,4,IND,2023,Zagueiro
Laldinliana Renthlei,1,IND,2023,Lateral
Lanchi,1,SPA2,2023,Lateral
Lander Olaetxea,7,SPA2,2023,Primeiro Volante
Leandrinho,8,POR2,2023,Segundo Volante
Leandro Ribeiro,12,KOR,2023,Atacante
Leandro Sanca,10,POR1,2023,Extremo
Leandro Silva,8,POR2,2023,Segundo Volante
Leandro Spadacio,10,UAE,2023,Extremo
Leandro Teixeira,4,POR2,2023,Zagueiro
Lee Chung-Yong,10,KOR,2023,Extremo
Lee Dong-Jun,10,KOR,2023,Extremo
Lee Gyu-Sung,7,KOR,2023,Primeiro Volante
Lee Han-Beom,4,KOR,2023,Zagueiro
Lee Ho-Jae,12,KOR,2023,Atacante
Lee Hyun-Ju,9,GER2,2023,Meia
Lee Jae-Sung,11,GER1,2023,Extremo
Lee Kang-In,10,SPA1,2023,Extremo
Lee Myung-Jae,1,KOR,2023,Lateral
Lee Myung-Joo,8,KOR,2023,Segundo Volante
Lee Soo-Bin,8,KOR,2023,Segundo Volante
Lee Young-Jae,8,KOR,2023,Segundo Volante
Lekue,1,SPA1,2023,Lateral
Lelê,12,BRA1,2023,Atacante
Lenon,1,BRA3,2023,Lateral
Léo,4,BRA1,2023,Zagueiro
Léo Alaba,1,POR2,2023,Lateral
Léo Andrade,4,RUS,2023,Zagueiro
Léo Artur,9,BRA3,2023,Meia
Léo Baptistão,10,SPA1,2023,Extremo
Léo Bolgado,4,POR2,2023,Zagueiro
Léo Bonatini,12,MEX,2023,Atacante
Léo Ceará,12,JAP,2023,Atacante
Léo Chú,10,USA,2023,Extremo
Léo Coelho,4,URU,2023,Zagueiro
Léo Cordeiro,8,POR1,2023,Segundo Volante
Léo Cordeiro,8,POR2,2023,Segundo Volante
Léo Duarte,1,BRA2,2023,Lateral
Léo Duarte,4,TUR,2023,Zagueiro
Léo Gamalho,12,BRA2,2023,Atacante
Léo Jardim,0,BRA1,2023,Goleiro
Léo Kokubo,0,POR2,2023,Goleiro
Léo Lelis,4,INDO,2023,Zagueiro
Léo Naldi,10,BRA2,2023,Extremo
Léo Ortiz,4,BRA1,2023,Zagueiro
Léo Pereira,4,BRA1,2023,Zagueiro
Léo Pereira,10,BRA2,2023,Extremo
Léo Rigo,4,BRA3,2023,Zagueiro
Leo Román,0,SPA2,2023,Goleiro
Léo Santos,7,BRA2,2023,Primeiro Volante
Léo Tocantins,1,BRA2,2023,Lateral
Leonardo,12,CHN,2023,Atacante
Leonardo Buta,1,POR1,2023,Lateral
Leonardo Lelo,1,POR1,2023,Lateral
Leonardo Lopes,8,BEL1,2023,Segundo Volante
Leonardo Rocha,12,POL,2023,Atacante
Leung Nok Hang,4,CHN,2023,Zagueiro
Li Ang,4,CHN,2023,Zagueiro
Li Hong,1,CHN,2023,Lateral
Li Ke,8,CHN,2023,Segundo Volante
Li Lei,1,CHN,2023,Lateral
Li Ning,8,CHN,2023,Segundo Volante
Li Shuai,1,CHN,2023,Lateral
Li Songyi,8,CHN,2023,Segundo Volante
Li Tixiang,7,CHN,2023,Primeiro Volante
Li Yang,4,CHN,2023,Zagueiro
Li Yongjia,8,CHN,2023,Segundo Volante
Li Yuanyi,8,CHN,2023,Segundo Volante
Liam De Smet,7,BEL2,2023,Primeiro Volante
Liao Chengjian,1,CHN,2023,Lateral
Liao Junjian,4,CHN,2023,Zagueiro
Liao Lisheng,7,CHN,2023,Primeiro Volante
Ligger,4,BRA2,2023,Zagueiro
Lima,7,BRA1,2023,Primeiro Volante
Lin Chuangyi,8,CHN,2023,Segundo Volante
Lin Liangming,10,CHN,2023,Extremo
Lin Longchang,4,CHN,2023,Zagueiro
Lisandro Semedo,10,POL,2023,Extremo
Liu Binbin,10,CHN,2023,Extremo
Liu Dianzuo,0,CHN,2023,Goleiro
Liu Huan,1,CHN,2023,Lateral
Liu Jiashen,4,CHN,2023,Zagueiro
Liu Junshuai,4,CHN,2023,Zagueiro
Liu Tao,4,CHN,2023,Zagueiro
Liu Wei,4,CHN,2023,Zagueiro
Liu Yang,1,CHN,2023,Lateral
Liu Yiming,4,CHN,2023,Zagueiro
Liu Yixin,1,CHN,2023,Lateral
Liu Yue,10,CHN,2023,Extremo
Lluis López,4,SPA2,2023,Zagueiro
Logan Costa,4,FRA1,2023,Zagueiro
Loide Augusto,10,POR2,2023,Extremo
Loide Augusto,1,TUR,2023,Lateral
Long Wei,8,CHN,2023,Segundo Volante
Loren Morón,12,GRE,2023,Atacante
Lorran,8,BRA3,2023,Segundo Volante
Louay Ashour,0,QAT,2023,Goleiro
Lourenço,8,BRA2,2023,Segundo Volante
Lourency,10,UAE,2023,Extremo
Lu Peng,8,CHN,2023,Segundo Volante
Lü Wenjun,1,CHN,2023,Lateral
Luan,4,BRA1,2023,Zagueiro
Luan Cândido,1,BRA1,2023,Lateral
Luan Patrick,4,BRA1,2023,Zagueiro
Luan Sales,1,BRA3,2023,Lateral
Lucão,4,BRA2,2023,Zagueiro
Lucão,4,INDO,2023,Zagueiro
Lucão,4,POR2,2023,Zagueiro
Lucas Acosta,0,ARG1,2023,Goleiro
Lucas Ahijado,1,SPA2,2023,Lateral
Lucas Alisson,8,BRA3,2023,Segundo Volante
Lucas Alves,4,ROM,2023,Zagueiro
Lucas Araújo,7,BRA2,2023,Primeiro Volante
Lucas Arcanjo,0,BRA2,2023,Goleiro
Lucas Barcelos,10,KOR,2023,Extremo
Lucas Braga,1,BRA1,2023,Lateral
Lucas Cardoso,10,BRA2,2023,Extremo
Lucas Castilho,4,BRA3,2023,Zagueiro
Lucas Dias,4,BRA2,2023,Zagueiro
Lucas Esteves,1,BRA2,2023,Lateral
Lucas Evangelista,8,BRA1,2023,Segundo Volante
Lucas Fasson,4,RUS,2023,Zagueiro
Lucas Fernandes,1,JAP,2023,Lateral
Lucas França,0,POR2,2023,Goleiro
Lucas Freitas,4,BRA2,2023,Zagueiro
Lucas Frigeri,0,BRA2,2023,Goleiro
Lucas Galvão,4,AUT,2023,Zagueiro
Lucas Gazal,4,BRA2,2023,Zagueiro
Lucas Halter,4,BRA1,2023,Zagueiro
Lucas João,12,ENG2,2023,Atacante
Lucas Kal,7,BRA1,2023,Primeiro Volante
Lucas Lima,9,BRA1,2023,Meia
Lucas Lima,8,BRA2,2023,Segundo Volante
Lucas Lima,1,TUR,2023,Lateral
Lucas Marques,1,BRA3,2023,Lateral
Lucas Mendes,4,QAT,2023,Zagueiro
Lucas Morelatto,8,CHN,2023,Segundo Volante
Lucas Mota,1,BRA3,2023,Lateral
Lucas Moura,10,BRA1,2023,Extremo
Lucas Oliveira,4,BRA1,2023,Zagueiro
Lucas Oliveira,1,BRA3,2023,Lateral
Lucas Paquetà,9,ENG1,2023,Meia
Lucas Perri,0,BRA1,2023,Goleiro
Lucas Pimenta,4,UAE,2023,Zagueiro
Lucas Piton,1,BRA1,2023,Lateral
Lucas Possignolo,4,CHN,2023,Zagueiro
Lucas Ramon,1,BRA2,2023,Lateral
Lucas Ramos,7,INDO,2023,Primeiro Volante
Lucas Ribeiro,12,BEL2,2023,Atacante
Lucas Sampaio,1,BRA3,2023,Lateral
Lucas Santos,4,BRA3,2023,Zagueiro
Lucas Sasha,7,BRA1,2023,Primeiro Volante
Lucas Silva,8,BRA1,2023,Segundo Volante
Lucas Silva,1,POR2,2023,Lateral
Lucas Silva,10,POR2,2023,Extremo
Lucas Soares,1,POR1,2023,Lateral
Lucas Souza,7,SAUD,2023,Primeiro Volante
Lucas Torró,7,SPA1,2023,Primeiro Volante
Lucas Vázquez,1,SPA1,2023,Lateral
Lucas Verissimo,4,BRA1,2023,Zagueiro
Luciano,9,BRA1,2023,Meia
Luciano Castán,4,BRA1,2023,Zagueiro
Luciano Juba,10,BRA2,2023,Extremo
Luis Alberto,8,ITA1,2023,Segundo Volante
Luís Esteves,8,POR2,2023,Segundo Volante
Luis Fernando,4,BRA3,2023,Zagueiro
Luis Henrique,10,BRA1,2023,Extremo
Luis Hernández,4,SPA1,2023,Zagueiro
Luís Machado,10,POL,2023,Extremo
Luís Martins,1,USA,2023,Lateral
Luís Maximiano,0,SPA1,2023,Goleiro
Luis Milla,8,SPA1,2023,Segundo Volante
Luis Muñoz,8,SPA2,2023,Segundo Volante
Luís Oyama,8,BEL2,2023,Segundo Volante
Luis Pérez,1,SPA1,2023,Lateral
Luis Pérez,1,SPA2,2023,Lateral
Luis Phelipe,10,ROM,2023,Extremo
Luis Rioja,10,SPA1,2023,Extremo
Luis Rioja,10,SPA2,2023,Extremo
Luís Rocha,4,POR2,2023,Zagueiro
Luís Silva,4,POL,2023,Zagueiro
Luís Silva,8,POR2,2023,Segundo Volante
Luismi,8,SPA2,2023,Segundo Volante
Luiz Adriano,12,BRA1,2023,Atacante
Luiz Araújo,10,BRA1,2023,Extremo
Luiz Araújo,10,USA,2023,Extremo
Luiz Carlos,8,POR1,2023,Segundo Volante
Luiz Ceará,7,QAT,2023,Primeiro Volante
Luiz Daniel,0,BRA2,2023,Goleiro
Luiz Felipe,4,BRA2,2023,Zagueiro
Luiz Felipe,1,BRA2,2023,Lateral
Luiz Felipe,4,BUL,2023,Zagueiro
Luiz Felipe,4,SAUD,2023,Zagueiro
Luiz Felipe,4,SPA1,2023,Zagueiro
Luiz Fernando,10,BRA2,2023,Extremo
Luiz Gustavo,4,BRA2,2023,Zagueiro
Luiz Gustavo,7,SAUD,2023,Primeiro Volante
Luiz Henrique,10,BRA2,2023,Extremo
Luiz Henrique,10,SPA1,2023,Extremo
Luiz Júnior,0,POR1,2023,Goleiro
Luiz Otávio,4,BRA2,2023,Zagueiro
Luiz Otávio,4,BRA2,2023,Zagueiro
Luiz Phellype,12,GRE,2023,Atacante
Luizão,7,POL,2023,Primeiro Volante
Lukian,12,JAP,2023,Atacante
Lulinha,11,INDO,2023,Extremo
Luo Xin,1,CHN,2023,Lateral
Luquinhas,9,FIN,2023,Meia
Luquinhas,10,USA,2023,Extremo
Lyanco,4,ENG1,2023,Zagueiro
M.  Moufid,1,MOR,2023,Lateral
M. Aarons,1,ENG1,2023,Lateral
M. Aarons,1,ENG2,2023,Lateral
M. Abaldo,11,URU,2023,Extremo
M. Abeid,8,UAE,2023,Segundo Volante
M. Abero,1,URU,2023,Lateral
M. Abline,12,FRA1,2023,Atacante
M. Abramowicz,0,POL,2023,Goleiro
M. Abuladze,4,GEO,2023,Zagueiro
M. Abuzraa,4,MOR,2023,Zagueiro
M. Acosta,10,PAR,2023,Extremo
M. Acosty,10,KOR,2023,Extremo
M. Acuña,1,SPA1,2023,Lateral
M. Acuña,12,URU,2023,Atacante
M. Ádám,12,KOR,2023,Atacante
M. Adamović,7,SER,2023,Primeiro Volante
M. Adeline,7,FRA2,2023,Primeiro Volante
M. Aebischer,7,ITA1,2023,Primeiro Volante
M. Afallah,7,MOR,2023,Primeiro Volante
M. Agbekpornu,7,CRO,2023,Primeiro Volante
M. Aguirregaray,1,URU,2023,Lateral
M. Ahlinvi,7,FRA2,2023,Primeiro Volante
M. Aioani,0,ROM,2023,Goleiro
M. Ajú,0,CRC,2023,Goleiro
M. Akanji,4,ENG1,2023,Zagueiro
M. Al Hurayji,1,SAUD,2023,Lateral
M. Al Makahasi,7,MOR,2023,Primeiro Volante
M. Al Olayan,1,SAUD,2023,Lateral
M. Al Rashidi,4,SAUD,2023,Zagueiro
M. Alaníz,8,BOL,2023,Segundo Volante
M. Alaouchiche,0,ALG,2023,Goleiro
M. Alarcon,1,ARG2,2023,Lateral
M. Albertengo,12,ARG2,2023,Atacante
M. Al-Bishi,8,SAUD,2023,Segundo Volante
M. Albornoz,1,DEN,2023,Lateral
M. Alfarela,12,FRA2,2023,Atacante
M. Alfonso,8,URU,2023,Segundo Volante
M. Alikulov,4,UZB,2023,Zagueiro
M. Almeida,12,PAR,2023,Atacante
M. Almén,4,FIN,2023,Zagueiro
M. Almirón,4,ARG2,2023,Zagueiro
M. Almirón,11,ENG1,2023,Extremo
M. Al-Taay,8,AUS,2023,Segundo Volante
M. Álvarez,0,ARG2,2023,Goleiro
M. Ameyaw,10,POL,2023,Extremo
M. Amini,8,AUS,2023,Segundo Volante
M. Amoura,10,SWZ,2023,Extremo
M. Amrane,4,ALG,2023,Zagueiro
M. Amri,1,MOR,2023,Lateral
M. Amundsen,4,USA,2023,Zagueiro
M. Anderson,11,DEN,2023,Extremo
M. Ándia,4,BOL,2023,Zagueiro
M. Angha,4,GER2,2023,Zagueiro
M. Angulo,9,CRC,2023,Meia
M. Angulo,8,USA,2023,Segundo Volante
M. Antenucci,12,ITA2,2023,Atacante
M. Antoni,4,URU,2023,Zagueiro
M. Antonio,12,ENG1,2023,Atacante
M. Antonsson,12,SAUD,2023,Atacante
M. Antonucci,9,ITA2,2023,Meia
M. Anwar,1,INDO,2023,Lateral
M. Aparicio,8,CAN,2023,Segundo Volante
M. Arambarri,8,SPA1,2023,Segundo Volante
M. Aramu,11,ITA2,2023,Extremo
M. Araujo,4,HOL,2023,Zagueiro
M. Araújo,10,BRA1,2023,Extremo
M. Araújo,1,MEX,2023,Lateral
M. Araz,8,SWZ,2023,Segundo Volante
M. Arena,4,ITA2,2023,Zagueiro
M. Arezo,12,URU,2023,Atacante
M. Arfan,7,INDO,2023,Primeiro Volante
M. Armellino,8,ITA2,2023,Segundo Volante
M. Arnold,7,GER1,2023,Primeiro Volante
M. Arturia,12,ARG2,2023,Atacante
M. Arzamendia,0,PAR,2023,Goleiro
M. Asenjo,12,ARG2,2023,Atacante
M. Ashimeru,8,BEL1,2023,Segundo Volante
M. Autret,10,FRA2,2023,Extremo
M. Avilés,7,BOL,2023,Primeiro Volante
M. Aydin,1,TUR,2023,Lateral
M. Ayomide,10,POR2,2023,Extremo
M. Azarkan,10,HOL,2023,Extremo
M. Ba,7,TUR,2023,Primeiro Volante
M. Bachev,4,BUL,2023,Zagueiro
M. Backhaus,0,HOL,2023,Goleiro
M. Badamosi,12,SAUD,2023,Atacante
M. Badamosi,12,SER,2023,Atacante
M. Badelj,7,ITA2,2023,Primeiro Volante
M. Bader,1,GER2,2023,Lateral
M. Baggesen,1,SWE,2023,Lateral
M. Bähre,8,AUT,2023,Segundo Volante
M. Bahsain,1,MOR,2023,Lateral
M. Baidoo,9,SWE,2023,Meia
M. Bajamich,12,ARG2,2023,Atacante
M. Bakenga,12,NOR,2023,Atacante
M. Bakić,9,GRE,2023,Meia
M. Bakker,1,GER1,2023,Lateral
M. Bakrar,12,CRO,2023,Atacante
M. Baku,1,POL,2023,Lateral
M. Balard,8,AUS,2023,Segundo Volante
M. Bălașa,4,ROM,2023,Zagueiro
M. Baldisimo,7,CAN,2023,Primeiro Volante
M. Balikwisha,10,BEL1,2023,Extremo
M. Bamba,12,AUT,2023,Atacante
M. Bangré,10,FRA2,2023,Extremo
M. Bani,4,ITA1,2023,Zagueiro
M. Bani,4,ITA2,2023,Zagueiro
M. Banjac,7,RUS,2023,Primeiro Volante
M. Barbery,10,BOL,2023,Extremo
M. Barbieri,4,MEX,2023,Zagueiro
M. Barcia,1,ARG1,2023,Lateral
M. Bard,1,FRA1,2023,Lateral
M. Barka,4,ALG,2023,Zagueiro
M. Barovero,0,MEX,2023,Goleiro
M. Barragán,12,MEX,2023,Atacante
M. Barrantes,8,CRC,2023,Segundo Volante
M. Barreto,8,FRA1,2023,Segundo Volante
M. Barrios,7,URU,2023,Primeiro Volante
M. Barrios,12,USA,2023,Atacante
M. Barrow,12,ITA1,2023,Atacante
M. Bartolewski,1,POL,2023,Lateral
M. Basheleishvili,8,GEO,2023,Segundo Volante
M. Bastian,1,FRA2,2023,Lateral
M. Basulto,4,CRC,2023,Zagueiro
M. Batallini,12,ARG2,2023,Atacante
M. Batna,10,SAUD,2023,Extremo
M. Batshuayi,12,TUR,2023,Atacante
M. Baturina,9,CRO,2023,Meia
M. Baudry,4,FRA2,2023,Zagueiro
M. Bauer,4,GER1,2023,Zagueiro
M. Bayo,12,FRA1,2023,Atacante
M. Becerra,1,BOL,2023,Lateral
M. Bech,4,DEN,2023,Zagueiro
M. Bech Sørensen,4,HOL,2023,Zagueiro
M. Beevers,4,AUS,2023,Zagueiro
M. Beier,12,GER1,2023,Atacante
M. Beier,12,GER2,2023,Atacante
M. Bejarano,1,BOL,2023,Lateral
M. Belkheir,10,POR2,2023,Extremo
M. Bellone,8,ARG2,2023,Segundo Volante
M. Belloumi,10,POR1,2023,Extremo
