Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
99,Tadeu,Goiás,Goiás,GK,GK,0,31,2000000,2026-12-31,35,3584,Brazil,Brazil,right,184,80,no,0.6,74.14,0.031,2.34,1.58,0.02586206896551724,3.867256637168142,BRA1,Testing,2023,0.6942077923325207,0.6583607026052046,0.676
100,A. Batalla,San Lorenzo,San Lorenzo,GK,GK,0,27,2000000,2024-12-31,36,3600,Argentina,Argentina,right,185,87,yes,0.4042079999999999,84.0,0.335,1.65,1.53,0.3975903614457831,6.26,ARG1,Testing,2023,0.6629905169225161,0.6848561402898535,0.674
101,Dalberson Ferreira,CSA,CSA,GK,GK,0,26,200000,2024-06-30,19,1943,Brazil,Brazil,left,191,85,no,0.463641,83.95,0.116,1.95,1.44,0.1666666666666666,6.25,BRA3,Testing,2023,0.6581873006949678,0.6904045228898403,0.674
102,R. Formento,River Plate,River Plate,GK,GK,0,24,450000,2024-12-31,24,2315,Uruguay,"Uruguay, Italy",right,181,76,yes,0.390913,78.43,0.252,1.59,2.33,0.2252252252252253,4.616279069767442,URU,Testing,2023,0.6678526486342795,0.671649740695535,0.67
103,I. Banić,Gorica,Gorica,GK,GK,0,29,400000,2025-05-30,26,2526,Croatia,Croatia,right,187,82,no,0.4643,81.31,0.319,1.6,1.78,0.3106796116504855,5.366197183098592,CRO,Testing,2023,0.672859070495738,0.666008037510123,0.669
104,E. Caprile,Empoli,Empoli,GK,GK,0,22,3000000,2025-06-30,25,2474,Italy,Italy,right,191,74,yes,0.5075,78.26,0.215,1.75,1.27,0.2234042553191489,4.589041095890411,ITA2,Testing,2023,0.673193711374491,0.6653660940109787,0.669
105,M. Reichl,Bohemians 1905,Bohemians 1905,GK,GK,0,31,250000,2023-12-31,14,1289,Czech Republic,Czech Republic,right,189,83,no,0.63,72.84,0.384,1.47,2.44,0.1979166666666666,3.675324675324676,CZH,Testing,2023,0.6813771920086248,0.6509702069979152,0.666
106,M. Šarkić,Millwall,Millwall,GK,GK,0,26,2000000,2025-06-30,13,1236,England,"England, Montenegro",right,194,76,no,0.66,71.79,0.197,1.67,2.11,0.2,3.55,ENG2,Testing,2023,0.6780771165514023,0.6518946019626536,0.665
107,G. Arévalos,General Caballero JLM,General Caballero JLM,GK,GK,0,39,25000,2023-12-31,34,3425,Paraguay,Paraguay,right,183,79,no,0.39375,77.65,0.437,1.63,2.5,0.2953020134228188,4.476190476190476,PAR,Testing,2023,0.6587055859327305,0.6712556329028371,0.665
108,K. Fesyun,Kolos Kovalivka,Kolos Kovalivka,GK,GK,0,21,200000,2024-06-30,16,1565,Ukraine,Ukraine,right,191,80,no,0.462228,81.36,0.229,1.38,1.67,0.2674418604651163,5.380952380952381,UKR,Testing,2023,0.6677035488961351,0.6614996278668995,0.665
109,M. Peano,Atlético Rafaela,Atlético Rafaela,GK,GK,0,25,225000,2023-12-31,37,3585,Argentina,Argentina,right,188,78,no,0.425,78.91,0.153,1.91,2.23,0.1612903225806451,4.730769230769231,ARG2,Testing,2023,0.6612032000079473,0.6663551129034329,0.664
110,Kwang-Yeon Lee,Gangwon,Gangwon,GK,GK,0,24,200000,2023-12-31,18,1803,Korea Republic,Korea Republic,right,184,85,no,0.7,76.06,0.013,1.9,1.3,0.01162790697674421,4.164705882352941,KOR,Testing,2023,0.6729063135282575,0.6559752309300216,0.664
111,Raúl Fernández,Granada,Granada,GK,GK,0,35,300000,2024-06-30,19,1852,Spain,Spain,right,195,92,no,0.53,79.1,0.127,1.36,1.6,0.1604938271604939,4.794117647058822,SPA2,Testing,2023,0.6586783162480117,0.669760155313034,0.664
112,M. Benabid,FAR Rabat,FAR Rabat,GK,GK,0,25,900000,,31,3142,Morocco,Morocco,,188,0,no,0.6013350000000001,75.61,0.101,1.52,1.58,0.1492537313432837,4.12280701754386,MOR,Testing,2023,0.6725345346701278,0.6510578769568143,0.662
113,M. Gagliardo,Independiente Rivadavia,Independiente Rivadavia,GK,GK,0,40,50000,2023-12-31,32,3147,Argentina,Argentina,right,179,75,no,0.54,76.32,0.076,1.63,2.12,0.09411764705882353,4.233766233766233,ARG2,Testing,2023,0.6699831197699235,0.6514413882021413,0.661
114,W. Pabón,Mushuc Runa,Mushuc Runa,GK,GK,0,28,400000,,10,902,Ecuador,Ecuador,right,185,75,no,0.9,69.05,0.048,1.9,1.7,0.02985074626865669,3.223076923076923,ECU,Testing,2023,0.6592802244661249,0.6622797593746388,0.661
115,I. Čović,Slaven Belupo,Slaven Belupo,GK,GK,0,33,50000,,15,1464,Croatia,Croatia,right,195,85,no,0.49,80.0,0.336,1.54,1.35,0.3084112149532711,4.986486486486487,CRO,Testing,2023,0.6586362563592447,0.6585033610188474,0.659
116,M. Schuhen,Darmstadt 98,Darmstadt 98,GK,GK,0,30,700000,2025-06-30,16,1553,Germany,Germany,both,188,85,no,0.523648,77.05,0.335,1.27,1.97,0.2956521739130433,4.37037037037037,GER2,Testing,2023,0.660820154007649,0.658175914277325,0.659
117,Bruno Brígido,Estrela Amadora,Estrela Amadora,GK,GK,0,32,175000,,20,1980,Brazil,Brazil,right,187,76,no,0.59,74.67,0.182,1.5,1.45,0.180952380952381,3.965116279069768,POR2,Testing,2023,0.6690413900964195,0.6381150886580457,0.654
118,Pedro Trigueira,AVS ,AVS ,GK,GK,0,35,200000,2024-06-30,33,3244,Portugal,Portugal,right,192,86,no,0.47,78.03,0.173,1.61,1.41,0.1836734693877551,4.575,POR2,Testing,2023,0.6543838642200759,0.6487857251897093,0.652
119,J. Kreidl,KuPS,KuPS,GK,GK,0,27,500000,2028-12-31,27,2586,Austria,Austria,right,193,83,no,0.4550000000000001,76.74,0.205,1.67,1.88,0.2222222222222223,4.271428571428572,FIN,Testing,2023,0.6511940977172211,0.6482252639175123,0.65
120,A. Monreal,Guanacasteca,Guanacasteca,GK,GK,0,29,200000,,20,1908,Mexico,Mexico,right,187,84,no,0.66,74.16,0.034,1.75,1.75,0.0357142857142857,3.888888888888889,CRC,Testing,2023,0.6582309918990255,0.6402801319282724,0.649
121,L. Torres,Puntarenas,Puntarenas,GK,GK,0,38,50000,,26,2397,Costa Rica,Costa Rica,right,177,82,no,0.6133409999999999,74.4,0.019,1.94,1.87,0.0161290322580645,3.901639344262295,CRC,Testing,2023,0.6561359240726429,0.637882048409151,0.647
122,G. Marinelli,Tigre,Tigre,GK,GK,0,34,325000,2023-12-31,27,2674,Argentina,"Argentina, Italy",right,180,78,no,0.606336,73.5,0.15,1.62,1.82,0.1260504201680671,3.788461538461538,ARG1,Testing,2023,0.6481096187888744,0.6428834874353401,0.645
123,F. De Paul,Colo Colo,Colo Colo,GK,GK,0,32,1000000,2024-12-31,10,996,Argentina,"Argentina, Chile",right,183,83,no,0.5399729999999999,76.92,-0.01,2.08,1.72,-0.01249999999999996,4.345679012345679,CHI,Testing,2023,0.6410426318588623,0.649054661871679,0.645
124,P. Lachenpa,Mumbai City,Mumbai City,GK,GK,0,25,250000,2024-05-31,17,1628,India,India,,0,0,no,0.46669,78.79,0.142,1.76,1.46,0.1458333333333334,4.707317073170731,IND,Testing,2023,0.6455968041420526,0.6448094340795383,0.645
125,O. Özdemir,Gençlerbirliği,Gençlerbirliği,GK,GK,0,28,300000,,12,1183,Turkey,Turkey,right,197,90,no,0.68,73.53,0.247,1.22,1.52,0.154320987654321,3.773722627737226,TUR,Testing,2023,0.6582437793821476,0.6324210640463025,0.645
126,D. Boyko,Polissya,Polissya,GK,GK,0,35,1000000,,17,1584,Ukraine,Ukraine,right,194,85,no,0.39375,84.13,0.227,1.31,1.31,0.2875000000000001,6.280701754385966,UKR,Testing,2023,0.6411728850647626,0.6468547484693736,0.644
127,J. Vega,San Carlos,San Carlos,GK,GK,0,28,200000,2024-06-30,33,3127,Costa Rica,Costa Rica,right,0,0,no,0.7475,67.13,0.17,1.96,2.27,0.1118421052631579,3.051851851851852,CRC,Testing,2023,0.6450388925209604,0.6414191131802935,0.643
128,L. Moreira,Alajuelense,Alajuelense,GK,GK,0,33,225000,2024-06-30,34,3294,Costa Rica,Costa Rica,right,179,74,no,0.742511,74.59,0.002,1.78,0.82,0.0,3.91764705882353,CRC,Testing,2023,0.6401437786347385,0.6454362079663126,0.643
129,B. Radunović,Cagliari,Cagliari,GK,GK,0,27,600000,2025-06-30,27,2668,Serbia,Serbia,right,194,84,no,0.436442,81.19,0.273,1.48,1.25,0.2967032967032968,5.328125,ITA2,Testing,2023,0.6468610489488056,0.6389165454236829,0.643
130,T. Haran,Cerro Largo,Cerro Largo,GK,GK,0,25,25000,,12,1199,Israel,Israel,right,197,0,no,0.7545529999999999,72.92,0.064,1.65,1.35,0.05769230769230771,3.673469387755102,URU,Testing,2023,0.6478155999096135,0.6360091492592409,0.642
131,M. Ilić,Colorado Rapids,Kortrijk,GK,GK,0,25,1500000,2024-06-30,17,1655,Serbia,Serbia,right,191,81,yes,0.815625,70.0,0.09,1.74,1.47,0.04787234042553179,3.340782122905028,BEL1,Testing,2023,0.6489167199532937,0.634057425161836,0.641
132,Lucas Arcanjo,Vitória,Vitória,GK,GK,0,25,550000,2024-12-31,36,3619,Brazil,Brazil,right,189,88,no,0.4452779999999999,81.16,0.272,1.29,0.92,0.2934782608695652,5.276923076923077,BRA2,Testing,2023,0.6410287817124906,0.6392125974996603,0.64
133,Ricardo Velho,Farense,Farense,GK,GK,0,25,425000,2025-06-30,13,1320,Portugal,Portugal,right,188,82,no,0.48,77.78,0.258,1.64,1.43,0.174496644295302,4.48780487804878,POR1,Testing,2023,0.6400310366050923,0.63950925685563,0.64
134,K. Letica,Lausanne Sport,Lausanne Sport,GK,GK,0,26,650000,2024-06-30,24,2377,Croatia,Croatia,right,201,90,no,0.42,79.79,0.213,1.36,1.48,0.2258064516129032,4.944444444444445,ROM,Testing,2023,0.6479950227488729,0.631394780500642,0.64
135,Josep Martínez,Genoa,Genoa,GK,GK,0,25,1900000,2024-06-30,20,1962,Spain,Spain,right,191,78,no,0.64,70.0,0.05,2.29,2.02,0.06756756756756765,3.318840579710145,ITA2,Testing,2023,0.6550370459152147,0.622969178858622,0.639
136,O. Mozil,Metalist 1925 Kharkiv,Metalist 1925 Kharkiv,GK,GK,0,27,400000,,23,2168,Ukraine,Ukraine,left,185,78,no,0.4971179999999999,77.42,0.198,1.83,1.58,0.1470588235294119,4.439655172413794,UKR,Testing,2023,0.6317683852720207,0.6456391148536558,0.639
137,J. Cuéllar,Guabirá,Guabirá,GK,GK,0,24,450000,,12,1137,Bolivia,Bolivia,left,184,72,no,0.552238,75.0,0.058,1.58,1.74,0.0512820512820511,3.99099099099099,BOL,Testing,2023,0.659514096485328,0.6149512976221232,0.637
138,Alisson Becker,Liverpool,Liverpool,GK,GK,0,31,45000000,2027-06-30,36,3577,Brazil,Brazil,right,191,91,no,0.55477,74.13,0.094,1.33,2.19,0.09708737864077666,3.870967741935484,ENG1,Testing,2023,0.6520112495593923,0.6214921952021842,0.637
139,C. Kletnicki,Villa Dálmine,Villa Dálmine,GK,GK,0,40,10000,2023-12-31,13,1210,Argentina,"Argentina, Poland",left,185,79,no,0.74,70.67,-0.009,1.86,2.38,-0.006134969325153339,3.402439024390244,ARG2,Testing,2023,0.6279058692092877,0.6441335003077918,0.636
140,M. Samassa,Laval,Laval,GK,GK,0,33,250000,,15,1473,France,"France, Mali",right,198,85,no,0.43,77.36,0.177,1.71,1.41,0.1978021978021979,4.438356164383562,FRA2,Testing,2023,0.6282839695387431,0.640754289494525,0.635
141,N. Trott,Vejle,Vejle,GK,GK,0,25,400000,2024-06-30,17,1703,England,"England, Bermuda",left,188,75,yes,0.424,75.0,0.388,2.01,1.9,0.2599999999999999,4.0,DEN,Testing,2023,0.6233669813350959,0.6440318238859132,0.634
142,M. Álvarez,Quilmes,Quilmes,GK,GK,0,34,450000,2023-12-31,36,3508,Argentina,Argentina,right,185,86,no,0.436069,78.0,0.109,2.05,1.33,0.1145833333333334,4.529411764705882,ARG2,Testing,2023,0.6320165623377253,0.6348740692551541,0.633
143,J. Lössl,Midtjylland,Midtjylland,GK,GK,0,34,600000,2026-06-30,28,2735,Denmark,Denmark,right,195,89,no,0.7872,67.37,0.264,1.51,1.68,0.203125,3.068627450980392,DEN,Testing,2023,0.6512313295455244,0.615204871259387,0.633
144,D. Cabezas,El Nacional,El Nacional,GK,GK,0,28,250000,2023-12-31,18,1828,Ecuador,Ecuador,right,186,81,no,0.833785,65.79,-0.08,2.22,2.12,-0.06666666666666665,2.921875,ECU,Testing,2023,0.6524787414708065,0.6135836002761712,0.633
145,Álvaro Vallés,Las Palmas,Las Palmas,GK,GK,0,26,800000,2024-06-30,15,1511,Spain,Spain,right,192,80,no,0.36,81.16,0.276,1.61,1.91,0.2666666666666667,5.337662337662338,SPA1,Testing,2023,0.6337777807417502,0.6326969573461246,0.633
146,K. Scherpen,Sturm Graz,Sturm Graz,GK,GK,0,23,2000000,2024-06-30,19,1832,Netherlands,Netherlands,right,206,85,yes,0.54,74.65,-0.072,2.65,1.72,-0.08641975308641969,3.965909090909091,HOL,Testing,2023,0.6381549064747136,0.6260466568862061,0.632
147,Jeong-Hoon Kim,Jeonbuk Motors,Jeonbuk Motors,GK,GK,0,22,200000,2024-12-31,29,2915,Korea Republic,Korea Republic,right,188,80,no,0.429318,80.31,0.154,1.33,1.7,0.1720430107526882,5.090909090909091,KOR,Testing,2023,0.6367819424023895,0.6274671376633376,0.632
148,Á. Villete,Sport Boys,Sport Boys,GK,GK,0,32,250000,,32,3046,Uruguay,Uruguay,right,188,79,no,0.61,72.37,0.027,1.83,2.62,0.02290076335877866,3.6171875,PER,Testing,2023,0.6381097238645577,0.6251827277343082,0.632
149,Hou Sen,Beijing Guoan,Beijing Guoan,GK,GK,0,34,125000,2023-12-31,13,1261,China PR,China PR,right,188,81,no,0.42855,80.49,0.198,1.14,1.07,0.2597402597402598,5.140350877192983,CHN,Testing,2023,0.6327505640384118,0.6283744000253062,0.631
150,A. Murić,Burnley,Burnley,GK,GK,0,25,12000000,2026-06-30,21,1999,Switzerland,"Switzerland, Kosovo",right,197,81,no,0.364449,82.0,0.224,1.67,1.22,0.3492063492063493,5.487804878048781,ENG2,Testing,2023,0.6212572851917433,0.640817198935114,0.631
151,E. Chaux,Once Caldas,Once Caldas,GK,GK,0,31,350000,2023-12-31,36,3578,Colombia,Colombia,right,189,79,no,0.554064,74.67,-0.014,2.01,1.94,-0.02127659574468077,3.927083333333333,COL,Testing,2023,0.6415318545772615,0.6178084580109918,0.63
152,R. Fährmann,Schalke 04,Schalke 04,GK,GK,0,35,400000,2025-06-30,12,1110,Germany,Germany,right,197,98,no,0.65,76.79,-0.083,1.95,0.97,-0.08247422680412386,4.323809523809524,GER1,Testing,2023,0.6490835379322829,0.610745002995422,0.63
153,C. Stanković,AEK Athens,AEK Athens,GK,GK,0,31,1500000,2025-06-30,10,989,Bosnia and Herzegovina,"Bosnia and Herzegovina, Austria",right,187,86,no,0.46,77.42,0.181,1.09,2.37,0.2195121951219512,4.40625,GRE,Testing,2023,0.6319184715541926,0.6275508796997117,0.63
154,Y. El Filali,Moghreb Tétouan,Moghreb Tétouan,GK,GK,0,34,375000,2025-06-30,24,2410,Morocco,Morocco,left,189,80,no,0.5955630000000001,72.73,0.087,1.64,1.98,0.0818181818181819,3.663366336633664,MOR,Testing,2023,0.6376525452200987,0.6211725003658306,0.629
155,M. Gersbeck,Hertha BSC,Hertha BSC,GK,GK,0,28,800000,2025-06-30,16,1557,Germany,Germany,left,187,83,no,0.692325,72.6,-0.105,2.02,2.37,-0.1047619047619046,3.637931034482758,GER2,Testing,2023,0.6353203897811535,0.6197783726097217,0.628
156,A. Pinthus,PSS Sleman,PSS Sleman,GK,GK,0,25,150000,,18,1780,Switzerland,"Switzerland, Republic of Ireland",right,0,0,no,0.8079999999999999,68.49,-0.159,2.38,1.62,-0.1599999999999999,3.181034482758621,INDO,Testing,2023,0.661585114684994,0.5945949707205462,0.628
157,Ali Mhamdi,Al Batin,Al Batin,GK,GK,0,31,900000,2024-06-30,13,1323,Morocco,Morocco,,192,0,no,0.6136499999999999,71.74,0.05,2.11,1.84,0.05376344086021512,3.556818181818182,MOR,Testing,2023,0.6340252602679314,0.6227177947764487,0.628
158,Mateus Pasinato,América Mineiro,América Mineiro,GK,GK,0,31,250000,2024-12-31,10,1032,Brazil,"Brazil, Italy",right,192,86,no,0.6933420000000001,67.74,-0.119,2.62,2.35,-0.06748466257668717,3.109195402298851,BRA1,Testing,2023,0.6578090746387949,0.5952585957972825,0.627
159,N. Kalichava,Samgurali,Samgurali,GK,GK,0,22,175000,,13,1285,Russia,"Russia, Georgia",right,198,91,no,0.7000069999999999,70.59,0.009,2.17,1.82,0.009433962264150941,3.4,GEO,Testing,2023,0.6288301960103225,0.6261305295053299,0.627
160,T. Marttinen,VPS,VPS,GK,GK,0,26,150000,2024-12-31,27,2586,Finland,Finland,right,187,79,no,0.485316,78.1,0.106,1.57,1.39,0.1208791208791209,4.5625,FIN,Testing,2023,0.6292844130549249,0.6198475103335732,0.625
161,Park Il-Gyu,Sagan Tosu,Sagan Tosu,GK,GK,0,33,650000,2024-01-31,34,3381,Japan,"Japan, Korea Republic",right,180,76,no,0.506688,74.73,0.283,1.46,3.17,0.1830065359477124,3.96,JAP,Testing,2023,0.6206479014790504,0.63001368017521,0.625
162,Éverson,Atlético Mineiro,Atlético Mineiro,GK,GK,0,33,2500000,2025-12-31,36,3709,Brazil,Brazil,right,192,86,no,0.4655,77.54,0.218,1.41,1.12,0.2268041237113402,4.466666666666667,BRA1,Testing,2023,0.6249875418490797,0.6237062726140286,0.624
163,A. Ramadhani,Persebaya Surabaya,Persebaya Surabaya,GK,GK,0,24,0,,11,914,Indonesia,Indonesia,right,184,0,no,0.5913989999999999,70.73,-0.073,2.46,2.76,-0.06306306306306286,3.423728813559322,INDO,Testing,2023,0.6317389566392182,0.6146852939626917,0.623
164,U. Yusupov,Navbahor,Navbahor,GK,GK,0,32,550000,,26,2426,Uzbekistan,Uzbekistan,right,185,0,no,0.41665,80.0,0.049,1.84,1.42,0.09090909090909094,5.02,UZB,Testing,2023,0.6226068772355344,0.6237452430130713,0.623
165,N. Pérez,Ñublense,Ñublense,GK,GK,0,33,500000,,27,2791,Uruguay,Uruguay,right,184,84,no,0.447984,75.22,0.248,2.03,1.23,0.2173913043478261,4.044444444444444,CHI,Testing,2023,0.6062281916972715,0.6382895031335785,0.622
166,Neto Volpi,Tolima,Tolima,GK,GK,0,31,200000,,25,2428,Brazil,Brazil,right,189,93,no,0.403348,82.3,0.315,1.19,1.07,0.3018867924528302,5.662162162162163,COL,Testing,2023,0.6306474672314937,0.6126049473604135,0.622
167,A. Schlager,Salzburg,Salzburg,GK,GK,0,27,1000000,,24,2386,Austria,Austria,right,184,77,no,0.412515,81.52,0.118,1.28,1.36,0.1578947368421053,5.421875,AUT,Testing,2023,0.616504104138833,0.6188068086744525,0.618
168,R. Bentancur,Cerro Largo,Cerro Largo,GK,GK,0,34,75000,,12,972,Uruguay,Uruguay,right,184,78,no,0.46,74.42,0.204,1.67,2.31,0.1639344262295082,3.901960784313725,URU,Testing,2023,0.6126619289757593,0.6226419952011972,0.618
169,Jori,América Mineiro,América Mineiro,GK,GK,0,27,300000,2025-12-31,11,1111,Brazil,Brazil,right,190,88,no,1.13,64.29,-0.469,3.08,1.7,-0.3012820512820511,2.793103448275862,BRA1,Testing,2023,0.5635196493088758,0.6711164599329091,0.617
170,Kim Jin-Hyeon,Cerezo Osaka,Cerezo Osaka,GK,GK,0,36,300000,2024-01-31,20,1900,Korea Republic,Korea Republic,right,192,82,no,0.4714380000000001,74.68,0.221,1.71,1.75,0.188034188034188,3.936842105263158,JAP,Testing,2023,0.6131068676394444,0.6192801650661593,0.616
171,Á. Campos,Alianza Lima,Alianza Lima,GK,GK,0,30,750000,,24,2403,Peru,Peru,right,181,81,no,0.372731,82.61,0.104,1.31,1.57,0.1818181818181819,5.733333333333333,PER,Testing,2023,0.6160697694528611,0.6163641859935758,0.616
172,D. Schmidt,Sint-Truiden,Sint-Truiden,GK,GK,0,31,1500000,,31,2991,United States,"United States, Japan",right,197,88,no,0.72,70.73,-0.049,2.11,1.87,-0.04854368932038833,3.425925925925926,BEL1,Testing,2023,0.6193664260988051,0.611589003451576,0.615
173,K. Briceño,Cartaginés,Cartaginés,GK,GK,0,32,250000,2026-06-30,32,2946,Costa Rica,Costa Rica,right,185,81,no,0.675154,71.53,-0.015,2.14,1.68,-0.008474576271186418,3.521008403361345,CRC,Testing,2023,0.614998992953593,0.6142534867123876,0.615
174,N. Losada,Belgrano,Belgrano,GK,GK,0,30,750000,2025-12-31,41,3973,Argentina,Argentina,right,188,79,no,0.5244,73.65,0.186,1.81,1.68,0.1525423728813559,3.78,ARG1,Testing,2023,0.6105317016815147,0.6176967517559273,0.614
175,H. Ramírez,Brown de Adrogué,Brown de Adrogué,GK,GK,0,39,25000,2023-12-31,31,3013,Argentina,Argentina,right,190,80,no,0.419985,77.88,0.104,1.61,1.76,0.1176470588235294,4.506666666666667,ARG2,Testing,2023,0.6237450967598149,0.6052051070709983,0.614
176,J. Haugaard,Tromsø,Tromsø,GK,GK,0,31,300000,2024-12-31,28,2636,Denmark,Denmark,left,199,87,no,0.684588,68.82,0.043,2.19,1.71,0.03883495145631066,3.212121212121212,NOR,Testing,2023,0.6239934758386823,0.6012538386239898,0.613
177,G. Canuto,Chaco For Ever,Chaco For Ever,GK,GK,0,35,0,,28,2764,Argentina,Argentina,right,179,78,no,0.357513,77.04,0.158,2.15,2.51,0.1367521367521367,4.356435643564357,ARG2,Testing,2023,0.5836572356449095,0.6409621201195388,0.612
178,Caíque França,Ponte Preta,Ponte Preta,GK,GK,0,28,500000,2024-11-30,36,3690,Brazil,Brazil,left,186,80,no,0.4636,76.67,0.088,1.88,1.68,0.0957446808510638,4.305882352941177,BRA2,Testing,2023,0.6109416720796412,0.6125183433088082,0.612
179,K. Scherpen,Sturm Graz,Sturm Graz,GK,GK,0,23,2000000,2024-06-30,15,1507,Netherlands,Netherlands,right,206,85,yes,0.480006,77.36,0.096,1.67,1.43,0.1111111111111112,4.402777777777778,AUT,Testing,2023,0.6138563172857636,0.6085737454307608,0.611
180,Rafael Santos,Operário PR,Operário PR,GK,GK,0,34,150000,,22,2259,Brazil,Brazil,right,191,82,no,0.5,76.92,0.078,1.62,1.62,0.09638554216867468,4.32,BRA3,Testing,2023,0.6084702369139732,0.6135696166509369,0.611
181,A. Ne'matov,Nasaf,Nasaf,GK,GK,0,22,700000,2024-06-30,18,1713,Uzbekistan,Uzbekistan,right,182,79,no,0.9,68.42,0.033,1.12,1.57,0.05633802816901401,3.17910447761194,UZB,Testing,2023,0.6231123944354567,0.5980381426457637,0.611
182,D. Petrović,Chelsea,Chelsea,GK,GK,0,24,3500000,2025-12-31,22,2164,Serbia,Serbia,right,194,89,no,0.37,77.87,0.247,1.54,1.58,0.1824817518248175,4.526785714285714,USA,Testing,2023,0.6084149246205809,0.6117675264477169,0.61
183,Q. Beunardeau,Red Star,Red Star,GK,GK,0,29,375000,,17,1667,France,France,right,184,78,no,0.65,70.21,0.144,1.89,1.35,0.09036144578313243,3.357615894039735,POR2,Testing,2023,0.6136767368292428,0.604478581712806,0.609
184,M. Abramowicz,Miedź Legnica,Miedź Legnica,GK,GK,0,31,200000,2024-06-30,14,1375,Poland,Poland,right,185,80,no,0.46,76.19,0.35,1.57,1.18,0.2108433734939759,4.198473282442748,POL,Testing,2023,0.6059440838964353,0.6104750750320871,0.608
185,J. Young,Melbourne City,Melbourne City,GK,GK,0,38,300000,,27,2610,Australia,"Australia, England",left,180,83,no,0.7567999999999999,67.65,-0.02,1.83,2.1,-0.01333333333333342,3.085526315789474,AUS,Testing,2023,0.6047902153377777,0.6100941138047287,0.607
186,J. Aguirre,Atlético Bucaramanga,Atlético Bucaramanga,GK,GK,0,31,150000,,27,2563,Colombia,Colombia,right,180,70,no,0.389252,75.7,0.326,1.62,1.72,0.2661290322580645,4.131868131868131,COL,Testing,2023,0.6140679543995738,0.5981832019873451,0.606
187,J. Delgado,Pérez Zeledón,Pérez Zeledón,GK,GK,0,29,200000,2023-12-31,32,3019,Costa Rica,Costa Rica,right,186,82,no,0.8315299999999999,65.63,-0.239,2.59,2.59,-0.1714285714285715,2.908536585365853,CRC,Testing,2023,0.5963360479608943,0.6158580248634079,0.606
188,A. Hansen,Nordsjælland,Nordsjælland,GK,GK,0,28,500000,2026-06-30,29,2882,Denmark,Denmark,right,186,74,no,0.595884,72.03,0.158,1.72,1.5,0.134453781512605,3.572815533980583,DEN,Testing,2023,0.6146342762163801,0.597245870454438,0.606
189,A. Desmas,Le Havre,Le Havre,GK,GK,0,29,1500000,2025-06-30,14,1392,France,France,right,196,87,no,0.45,79.73,0.155,0.97,1.23,0.1339285714285715,4.927835051546392,FRA1,Testing,2023,0.6114361447833091,0.6003589702864662,0.606
