Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,xG,xA,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
1021,K. Hansen,Almere City,Almere City,"RW, RAMF, CF",RW,10,24.0,600000,2025-06-30,33,2036,Norway,Norway,right,175,70,no,3.89,2.4301,2.65113,1.370365,2.388564,0.25,0.1,HOL,Testing,2025,0.1487199087846837,0.1474402572225726,0.1455571890590363
1022,D. Rots,Twente,Twente,RAMF,RAMF,10,23.0,7000000,2027-06-30,34,2417,Netherlands,Netherlands,left,179,67,no,7.19,4.020492000000001,5.141164,5.252701999999999,3.349305,0.21,0.14,HOL,Testing,2025,0.6301876520164552,0.6028689035002492,0.6153926563617114
1023,M. Suray,Go Ahead Eagles,Go Ahead Eagles,"LAMF, LW",LAMF,10,23.0,800000,2027-06-30,30,1580,Belgium,Belgium,right,173,66,no,6.15,3.018876,6.8922,3.528494000000001,2.05125,0.15,0.15,HOL,Testing,2025,0.4189696091500807,0.4454751192143994,0.4305409352935604
1024,O. Antman,Go Ahead Eagles,Go Ahead Eagles,"RAMF, RW, LAMF",RAMF,10,23.0,1000000,2027-06-30,32,2567,Finland,Finland,right,185,75,no,5.64,2.978641,4.525477,2.663819,3.226785,0.27,0.29,HOL,Testing,2025,0.3867725424063047,0.3807785265082685,0.3819506340862419
1025,I. Sebaoui,Heerenveen,Heerenveen,"LAMF, LW",LAMF,10,23.0,0,2026-06-30,30,2061,Belgium,"Belgium, Morocco",right,180,70,yes,5.33,2.88392,3.01308,2.489175,4.059594,0.2,0.1,HOL,Testing,2025,0.3021431607123016,0.288155375730334,0.2930619081214211
1026,D. Mbayo,PEC Zwolle,PEC Zwolle,"RAMF, LAMF, RW",RAMF,10,23.0,500000,2026-06-30,34,2231,Belgium,"Belgium, Congo DR",left,175,65,yes,4.11,2.744092,3.062675,2.09438,5.00094,0.15,0.12,HOL,Testing,2025,0.2807503881464974,0.2741274939832297,0.2752991332216422
1027,F. Krastev,PEC Zwolle,PEC Zwolle,"LAMF, LW, LWF",LAMF,10,23.0,3000000,2027-06-30,31,2339,Bulgaria,Bulgaria,right,178,68,yes,9.62,4.58068,4.96443,2.657824,4.616395,0.17,0.14,HOL,Testing,2025,0.5477572793583595,0.5335673586976935,0.5393020265513194
1028,C. Neghli,Millwall,Sparta Rotterdam,RAMF,RAMF,10,23.0,800000,2026-06-30,20,1543,Netherlands,"Netherlands, Algeria",left,179,70,no,5.66,2.159604,5.421576,4.318014000000001,3.440238,0.18,0.18,HOL,Testing,2025,0.4060504111906215,0.4018478418927408,0.4021839686796388
1029,D. Cleonise,RKC Waalwijk,RKC Waalwijk,"RAMF, RW",RAMF,10,23.0,550000,2025-06-30,25,1218,Netherlands,"Netherlands, Suriname",left,179,69,no,3.62,1.77134,2.5092,1.998,4.949693999999999,0.04,0.22,HOL,Testing,2025,0.196104227676792,0.2079995867862348,0.199688846606705
1030,S. Podgoreanu,Heracles,Heracles,"RAMF, LAMF, RW",RAMF,10,23.0,300000,2026-06-30,32,2494,Israel,"Israel, Romania",right,193,80,yes,5.88,2.995995,3.575224,2.490409,3.174284,0.11,0.12,HOL,Testing,2025,0.307652748537759,0.3064902254223486,0.3050194335949227
1031,A. Hadj-Moussa,Feyenoord,Feyenoord,"RAMF, RW, RWF",RAMF,10,23.0,2000000,2029-06-30,30,2146,France,"France, Algeria",left,176,68,no,4.19,2.14064,5.202872999999999,4.064544000000001,5.368704,0.18,0.22,HOL,Testing,2025,0.4603690879630683,0.4346556426016437,0.4458762165314202
1032,E. Kehrer,Willem II,Willem II,"RAMF, RW",RAMF,10,23.0,400000,2027-06-30,23,1105,Germany,Germany,right,177,70,no,6.19,3.667580000000001,2.038125,1.54814,3.093102,0.15,0.19,HOL,Testing,2025,0.263660120340428,0.2626347495135345,0.2609653039104486
1033,S. Hansen,NEC,NEC,"RAMF, LAMF",RAMF,10,23.0,3000000,2027-06-30,32,2124,Netherlands,"Netherlands, Curaçao",right,173,65,no,4.19,2.12107,3.81285,2.16276,4.74744,0.23,0.14,HOL,Testing,2025,0.2640306594414975,0.2597977684163127,0.2597284308252147
1034,Y. Cathline,Utrecht,Utrecht,"LAMF, LW",LAMF,10,22.0,2000000,2027-06-30,25,2052,France,France,right,176,70,yes,3.33,2.05971,4.034593999999999,3.64167,7.894665000000001,0.2,0.15,HOL,Testing,2025,0.3990820877815753,0.3979232883837707,0.3967214010207684
1035,S. Mito,Sparta Rotterdam,Sparta Rotterdam,"LAMF, RAMF, LWF",LAMF,10,22.0,800000,2028-06-30,30,1700,Japan,Japan,right,164,60,no,6.41,3.38766,2.909688,2.013894,3.707418,0.29,0.09,HOL,Testing,2025,0.291207485160878,0.3009340780502045,0.2939861504951781
1036,J. Kadile,Almere City,Almere City,"LW, LAMF, RAMF",LW,10,22.0,0,,30,2324,France,France,right,180,75,no,6.12,3.83441,2.82576,1.780252,5.075282000000001,0.29,0.06,HOL,Testing,2025,0.3450798762018545,0.332912372269627,0.3370386131572383
1037,R. Meerveld,Willem II,Willem II,"LAMF, LCMF, AMF",LAMF,10,22.0,1300000,2026-06-30,33,3143,Netherlands,Netherlands,right,177,68,no,3.52,1.602165,6.559575000000001,3.494724,5.009069999999999,0.09,0.06,HOL,Testing,2025,0.3429035053184367,0.3610598681265791,0.3500626313677317
1038,M. Lahdo,AZ,AZ,"LAMF, RAMF, RW",LAMF,10,22.0,3000000,2027-06-30,21,974,Sweden,"Sweden, Syria",right,180,76,no,4.16,2.2152,2.400659,2.403095,5.172555999999999,0.15,0.18,HOL,Testing,2025,0.2751042539446854,0.2683879690355782,0.2695894447791047
1039,M. Nassoh,Sparta Rotterdam,Sparta Rotterdam,LAMF,LAMF,10,22.0,700000,2028-06-30,30,1798,Netherlands,"Netherlands, Morocco",right,188,76,no,6.46,3.906782,6.707140000000002,5.058130999999999,4.654762000000001,0.16,0.11,HOL,Testing,2025,0.6279232082619154,0.627500227874583,0.6266092155520039
1040,J. Bakayoko,PSV,PSV,"RAMF, RWF",RAMF,10,22.0,45000000,2026-06-30,30,1709,Belgium,"Belgium, Côte d'Ivoire",left,179,70,no,4.42,2.526,4.0002,3.946149,7.163336,0.33,0.2,HOL,Testing,2025,0.4704490460109614,0.4710522781917116,0.4691833317418452
1041,Miguel Rodríguez,Utrecht,Utrecht,RAMF,RAMF,10,22.0,800000,2028-06-30,22,1318,Spain,Spain,left,179,70,yes,7.92,4.850358,3.894,3.070134,6.009424,0.3,0.22,HOL,Testing,2025,0.5485436555494803,0.5371543291440167,0.5414951755313855
1042,L. Valente,Groningen,Groningen,"LW, AMF, CF",LW,10,21.0,0,2028-06-30,32,2721,Netherlands,"Netherlands, Italy",right,189,77,no,3.84,1.92125,7.342048000000001,4.89177,3.802750000000001,0.12,0.11,HOL,Testing,2025,0.5577953990203683,0.4464640520852945,0.500655321825984
1043,E. Poku,AZ,AZ,"RAMF, RW, LW",RAMF,10,21.0,1300000,2026-06-30,25,1795,Netherlands,"Netherlands, Ghana",right,172,69,no,4.56,2.706496,2.457388,1.656875,4.062878,0.23,0.18,HOL,Testing,2025,0.2487414950823372,0.2497338875174812,0.2470143676697665
1044,B. Önal,NEC,NEC,"LAMF, RAMF, LW",LAMF,10,20.0,0,2028-06-30,34,1627,Netherlands,"Netherlands, Türkiye",right,178,74,no,4.98,3.097322999999999,3.541195,3.430722,5.197998,0.14,0.13,HOL,Testing,2025,0.4391445477656445,0.4057808437328055,0.420752364368774
1045,R. van Bommel,AZ,AZ,"LAMF, LW",LAMF,10,20.0,8000000,2027-06-30,26,1786,Netherlands,Netherlands,right,186,83,no,7.26,3.42927,6.348096000000001,4.48813,3.274778,0.31,0.13,HOL,Testing,2025,0.5420037108212187,0.5457119607782365,0.5425070065950399
1046,D. Kwakman,Groningen,Groningen,"LAMF, LW, LDMF",LAMF,10,20.0,0,2028-06-30,20,1276,Netherlands,Netherlands,right,184,79,yes,6.63,3.241266,5.574974999999999,2.043432,3.525179,0.18,0.02,HOL,Testing,2025,0.3169560843164973,0.3427400461301691,0.3278634628863371
1047,J. Schreuders,Groningen,Groningen,"RW, LW, RAMF",RW,10,20.0,0,2027-06-30,32,2086,Netherlands,Netherlands,right,188,76,no,5.82,3.536128,3.279015,2.198548,2.330796,0.09,0.09,HOL,Testing,2025,0.2995763642094991,0.2840904806481393,0.289736242711956
1048,C. Lokesa,RKC Waalwijk,RKC Waalwijk,"LAMF, RCMF, AMF",LAMF,10,20.0,0,2026-06-30,19,1102,Belgium,"Belgium, Congo DR",right,179,72,no,4.98,2.611298000000001,4.655196,2.858219,4.492222,0.25,0.06,HOL,Testing,2025,0.3085679467273608,0.3166258023448378,0.3105611841523825
1049,I. Osman,Feyenoord,Feyenoord,"RW, RAMF, RWF",RW,10,20.0,0,,22,907,Ghana,Ghana,right,177,68,yes,4.17,2.580787,1.687738,2.484534,4.9626,0.25,0.14,HOL,Testing,2025,0.2606327017378718,0.249790516582589,0.2530059768187812
1050,J. Talvitie,Heracles,Heracles,"RAMF, RW",RAMF,10,20.0,700000,2028-06-30,31,1681,Finland,Finland,left,177,67,yes,6.42,3.372096,3.642975,2.033693,4.8165,0.19,0.06,HOL,Testing,2025,0.3283338263727945,0.3328509461573433,0.3286099881763966
1051,M. Godts,Ajax,Ajax,LWF,LWF,11,19.0,0,2029-06-30,29,1735,Belgium,Belgium,right,176,72,no,4.36,2.335104,5.186874,3.374865,6.069063,0.3,0.1,HOL,Testing,2025,0.4177922830315993,0.3931475381738932,0.4037092564232945
1052,L. Sauer,NAC Breda,NAC Breda,"LW, LAMF, RAMF",LW,10,19.0,0,2028-06-30,31,2651,Slovakia,Slovakia,right,184,71,yes,5.16,3.52814,3.835319,1.76673,5.464414999999999,0.23,0.11,HOL,Testing,2025,0.3379031445596993,0.3426772494761987,0.3383365182343853
1053,K. Thingujam,Kerala Blasters,Kerala Blasters,"RAMF, RW",RAMF,10,18.0,0,2029-05-31,17,1368,India,India,unknown,0,0,no,6.32,3.355305,7.1025,4.673398,3.489013,0.09,0.13,IND,Testing,2025,0.5727767145855628,0.5581743712526811,0.5641887328567261
1054,M. Sanan,Jamshedpur,Jamshedpur,"LAMF, LW",LAMF,10,21.0,0,2028-05-31,27,1911,India,India,right,0,0,no,5.93,3.908105,3.531788,2.402538,3.62637,0.18,0.11,IND,Testing,2025,0.385236629911979,0.3780382060232356,0.3798061857324554
1055,V. Partap Singh,Mumbai City,Mumbai City,"LWF, RWF, LW",LWF,11,23.0,0,2026-05-31,21,1606,India,India,right,169,62,no,10.03,4.8204,2.747494000000001,2.070465,3.531818,0.17,0.1,IND,Testing,2025,0.4219610521794017,0.4332836376166039,0.4259272934133893
1056,V. Puthiya,East Bengal,East Bengal,"LW, RW",LW,10,23.0,0,,22,1609,India,India,unknown,0,0,no,6.99,4.309740000000001,5.424700000000001,3.91386,5.648816,0.23,0.06,IND,Testing,2025,0.5646266749397314,0.5559404936843884,0.5589813986719027
1057,Lalremsanga Fanai,Mohammedan,Mohammedan,"RWF, RW, RAMF",RWF,11,23.0,0,,23,1952,India,India,,0,0,no,5.39,2.534672,3.0,1.89357,3.090584000000001,0.19,0.05,IND,Testing,2025,0.1956348332271301,0.1903008916186069,0.1905779001126048
1058,I. Yadwad,Chennaiyin FC,Chennaiyin FC,"LW, RW, CF",LW,10,23.0,0,2026-05-31,24,2115,India,India,unknown,0,0,no,8.04,4.039485,2.2152,1.912483,4.339962,0.22,0.08,IND,Testing,2025,0.4144970473152272,0.3743618047763974,0.3926360763382029
1059,N. Sudheesh,Punjab,Punjab,"LAMF, LW, RAMF",LAMF,10,23.0,0,,20,1187,India,India,right,172,0,no,5.38,3.110964,2.654015,1.594956,3.713472,0.15,0.14,IND,Testing,2025,0.2488014824749869,0.244695566136141,0.2445178292028077
1060,I. Vanlalruatfela,Odisha,Odisha,"LAMF, LW, LWF",LAMF,10,23.0,225000,2026-05-31,20,1781,India,India,right,172,0,no,4.04,2.47659,5.106078,3.483975,2.98288,0.16,0.05,IND,Testing,2025,0.3294517054951686,0.3106408827916808,0.3180326646309741
1061,Ramhlunchhunga,Hyderabad FC,Hyderabad FC,"LAMF, RAMF",LAMF,10,23.0,75000,2025-05-31,23,1837,India,India,,0,0,no,6.96,3.82432,4.162281999999999,2.740389,4.115004,0.1,0.08,IND,Testing,2025,0.4449761133205935,0.4164878034251168,0.4290461157643922
1062,Brison Fernandes,Goa,Goa,"LAMF, LW, RAMF",LAMF,10,23.0,0,2026-05-31,24,1472,India,India,unknown,0,0,no,5.81,3.302124,3.91482,2.3855,4.464404,0.23,0.12,IND,Testing,2025,0.3614876581994885,0.3560270059422912,0.3568583422578144
1063,Sagolsem Singh,Mohammedan,Mohammedan,"LWF, RW, LAMF",LWF,11,24.0,0,2025-05-31,21,1160,India,India,left,177,0,yes,4.66,2.9484,4.813574,3.10524,2.870008,0.06,0.08,IND,Testing,2025,0.3450481549009656,0.3153031531913446,0.3281920218377368
1064,A. Rabeeh,Hyderabad FC,Hyderabad FC,"RAMF, RB",RAMF,10,24.0,0,2026-05-31,24,2262,India,India,right,169,0,no,7.76,4.100574,4.973996000000001,2.861838,3.857659,0.06,0.06,IND,Testing,2025,0.4805042670765636,0.4431761432914067,0.4602464872059492
1065,Edmilson Correia,Hyderabad FC,Hyderabad FC,"LAMF, CF",LAMF,10,24.0,0,2026-06-30,16,994,Guinea-Bissau,Guinea-Bissau,right,176,82,no,4.8,2.444495,1.44619,1.088,5.34333,0.18,0.08,IND,Testing,2025,0.1669316237846052,0.1687535915346042,0.1653782388801014
1066,R. Kannoly Praveen,Odisha,Odisha,"RAMF, RWF, RW",RAMF,10,25.0,200000,2025-05-31,19,1277,India,India,right,166,63,no,7.47,3.173656,3.17295,1.902984,2.39793,0.23,0.05,IND,Testing,2025,0.2928033220422796,0.2781768262124203,0.2833741090825481
1067,N. Singh,East Bengal,East Bengal,"RW, LCMF, LW",RW,10,26.0,300000,2027-05-31,20,1410,India,India,right,175,59,no,7.6,4.723922,7.78556,5.170879999999999,4.5936,0.08,0.19,IND,Testing,2025,0.7774823784270368,0.7306287046419732,0.7533271963314063
1068,L. Colaco,Mohun Bagan,Mohun Bagan,"LW, LAMF",LW,10,26.0,300000,2027-05-31,27,2287,India,India,right,178,75,no,5.94,3.38428,3.7772,3.816747,6.17841,0.23,0.08,IND,Testing,2025,0.4890921195720886,0.4592444002775289,0.4726110505129346
1069,M. Yasir,Goa,Goa,RAMF,RAMF,10,26.0,275000,2028-05-31,19,1036,India,India,left,169,0,no,5.21,3.128970000000001,3.473686,3.2116,3.126694,0.09,0.13,IND,Testing,2025,0.383589283104971,0.3536601035357153,0.3667549249228592
1070,J. Madathil Subran,NorthEast United,NorthEast United,"RAMF, LAMF",RAMF,10,27.0,0,,23,1770,India,India,,0,0,no,4.93,2.898592,3.6102,2.797820999999999,3.40781,0.13,0.23,IND,Testing,2025,0.3502707929809781,0.3317914800578627,0.3390796519700144
1071,L. Chhangte,Mumbai City,Mumbai City,"RWF, CF, RAMF",RWF,11,27.0,375000,2027-05-31,24,2315,India,India,left,167,61,no,3.73,1.8688,3.535,1.942896,3.847017000000001,0.28,0.07,IND,Testing,2025,0.1872416751114681,0.1845383116409815,0.1834790705125075
1072,J. Mawihmingthanga,Odisha,Odisha,"RAMF, LW, LAMF",RAMF,10,28.0,200000,2025-05-31,22,1218,India,India,right,168,0,no,3.47,1.69983,2.95608,1.626709,2.144592,0.22,0.04,IND,Testing,2025,0.1129074095666387,0.1004882129667381,0.1040523669735302
1073,F. Choudhary,Chennaiyin FC,Chennaiyin FC,"RW, LW, LCMF",RW,10,28.0,150000,2025-05-31,21,1292,India,India,right,179,0,no,4.95,1.81077,3.760645,2.297204999999999,4.598208,0.17,0.05,IND,Testing,2025,0.2374810243814797,0.2307127602789784,0.2318287304127371
1074,N. Sekar,East Bengal,East Bengal,"RW, LW, RB",RW,10,29.0,275000,2026-05-31,18,1283,India,India,right,173,0,no,5.19,3.086663999999999,3.856040999999999,3.71712,2.877546,0.09,0.08,IND,Testing,2025,0.3810443695421483,0.3511186570991594,0.3642042134952819
1075,Manvir Singh,Mohun Bagan,Mohun Bagan,"RW, RAMF",RW,10,29.0,300000,2027-05-31,25,2129,India,India,right,187,83,no,5.12,2.241312,2.83437,2.96164,3.084788,0.19,0.08,IND,Testing,2025,0.2407480044775537,0.2329650795187628,0.2345965525664804
1076,D. Dražić,Goa,Goa,"LAMF, AMF, LW",LAMF,10,29.0,500000,2026-05-31,23,1433,Serbia,Serbia,right,178,65,no,4.52,2.321956,6.907281,4.395056,6.089878000000001,0.18,0.14,IND,Testing,2025,0.5252820225510874,0.4876132254379392,0.5049860073848755
1077,E. Vidal,Punjab,Punjab,"RAMF, AMF, RW",RAMF,10,29.0,250000,,22,1734,Argentina,Argentina,left,168,68,no,7.06,3.531696000000001,6.853882,5.453800000000001,3.270649,0.24,0.23,IND,Testing,2025,0.6593093704248968,0.6286407986746574,0.6429207447164276
1078,B. Singh,Mumbai City,Mumbai City,"LWF, LAMF, RWF",LWF,11,30.0,250000,2025-05-31,21,1262,India,India,right,172,69,no,5.92,3.991107,2.71,3.707711999999999,4.708107000000001,0.19,0.08,IND,Testing,2025,0.454010843299683,0.4409715738682059,0.4458549971791074
1079,I. Khan,Jamshedpur,Jamshedpur,"RAMF, RW",RAMF,10,30.0,125000,2025-05-31,24,1685,India,India,,0,0,no,4.54,2.775573,5.232403000000001,5.872628000000001,3.098964,0.09,0.19,IND,Testing,2025,0.5420028869838042,0.5033123971419651,0.5212440301490058
1080,Lukas Brambilla,Chennaiyin FC,Chennaiyin FC,"LW, LCMF, RW",LW,10,30.0,300000,2025-05-31,22,1467,Brazil,"Brazil, Italy",right,180,71,no,6.5,3.495312,4.846710000000001,3.253446,6.561967999999999,0.27,0.28,IND,Testing,2025,0.5295487062160955,0.5132114340344042,0.5199626747823879
1081,R. Williams,Bengaluru,Bengaluru,"RWF, RW",RWF,11,31.0,325000,,22,1857,Australia,"Australia, England",right,173,76,no,4.85,1.98777,3.440556,3.248223,7.656264,0.26,0.17,IND,Testing,2025,0.3920594771677441,0.3868125447794069,0.3876278736592942
1082,N. Sadaoui,Kerala Blasters,Kerala Blasters,"LAMF, LWF, LW",LAMF,10,31.0,650000,2026-05-31,19,1614,Morocco,"Morocco, United States",right,180,72,no,4.96,2.951760999999999,3.123193,4.067154,8.92044,0.31,0.32,IND,Testing,2025,0.5474750665071177,0.5220583545137242,0.5333889586519904
1083,A. Ajaraie,NorthEast United,NorthEast United,"LAMF, CF",LAMF,10,32.0,325000,2025-05-31,25,2370,Morocco,Morocco,right,177,73,no,3.42,1.291136,2.921592,2.696564,5.620608,0.68,0.2,IND,Testing,2025,0.2660969170590174,0.2568918619449915,0.2593073631212368
1084,A. Suljić,Punjab,Punjab,"LAMF, AMF, CF",LAMF,10,33.0,100000,2025-06-30,23,1380,Bosnia and Herzegovina,"Bosnia and Herzegovina, Hungary",right,173,70,no,6.46,3.585786,7.500968,4.301261999999999,3.71755,0.22,0.12,IND,Testing,2025,0.6218787574532736,0.5746468148807328,0.5970730729511532
1085,S. Chhetri,Bengaluru,Bengaluru,"LWF, CF",LWF,11,40.0,50000,,28,2193,India,"India, Nepal",right,170,70,no,3.65,1.476468,2.336472,1.233432,1.764396,0.47,0.05,IND,Testing,2025,0.06682903427941551,0.07173140931540636,0.06652396825092982
1086,Ciro,Persib,Persib,"LWF, LW, RWF",LWF,11,36.0,275000,,30,2793,Brazil,Brazil,right,175,72,no,2.74,1.58025,3.285008,3.21948,4.28571,0.24,0.2,INDO,Testing,2025,0.2912377800544415,0.2664999177986493,0.2767332756431854
1087,S. Nordé,Malut United FC,Malut United FC,"LAMF, LW",LAMF,10,35.0,150000,2025-05-31,14,1058,Haiti,Haiti,right,169,75,no,4.0,2.382492,3.655204,2.72406,4.337432,0.15,0.11,INDO,Testing,2025,0.2634869252649165,0.261975138837446,0.2605476678902264
1088,R. Pora,Barito Putera,Barito Putera,"LW, LAMF, RW",LW,10,35.0,0,,30,1506,Indonesia,Indonesia,left,171,61,no,2.69,1.554282,5.85488,5.796279000000001,2.570588,0.04,0.29,INDO,Testing,2025,0.4536843323088749,0.4310267544003494,0.4407041230804318
1089,S. Lilipaly,Borneo FC,Borneo FC,"LW, AMF, LWF",LW,10,35.0,275000,2026-01-20,24,1743,Netherlands,"Netherlands, Indonesia",right,175,62,no,2.17,1.395,3.40765,2.79,1.0836,0.31,0.22,INDO,Testing,2025,0.1978207546798266,0.2171782579520676,0.2051525783281019
1090,Lulinha,Madura United,Madura United,"LW, LAMF, LWF",LW,10,35.0,200000,,28,2570,Brazil,Brazil,right,170,70,no,4.83,2.382492,4.973586,4.19979,6.128981,0.35,0.23,INDO,Testing,2025,0.4961915000632874,0.4826192674056624,0.4878932978684005
1091,N. Cardoso,PSS Sleman,PSS Sleman,"LWF, LAMF, CF",LWF,11,33.0,200000,,28,1834,Romania,"Romania, Italy",right,184,75,yes,3.53,1.666098,3.532725000000001,2.207734,3.729736,0.3,0.06,INDO,Testing,2025,0.1926763516679667,0.1738357373317029,0.1808373214033279
1092,P. Mbarga,Bali United,Bali United,"RWF, RAMF, LAMF",RWF,11,33.0,300000,,31,2917,Cameroon,Cameroon,right,168,72,no,3.73,1.544276,3.08535,2.594466000000001,3.980196,0.27,0.19,INDO,Testing,2025,0.2167875976062395,0.215815946567076,0.2139809113177713
1093,R. Simanjuntak,PSS Sleman,PSS Sleman,"RAMF, RWF, RWB",RAMF,10,33.0,200000,2026-06-30,29,1951,Indonesia,Indonesia,,160,50,yes,5.3,2.76774,6.87456,5.628036,2.5818,0.08,0.24,INDO,Testing,2025,0.5697259594866567,0.5563614660000438,0.5617497010068272
1094,Chang-Jin Moon,,PSS Sleman,"RW, AMF, CF",RW,10,31.0,150000,,15,905,Korea Republic,Korea Republic,right,170,63,no,4.48,2.388668,5.569048,2.485314,3.581802,0.09,0.13,INDO,Testing,2025,0.2771630348820226,0.280175953736426,0.2765333306528177
1095, . Balinsa,Arema,Arema,"LW, LCMF, RCMF",LW,10,31.0,0,,24,1057,Indonesia,Indonesia,left,179,0,no,7.58,5.109643999999999,7.835828000000001,3.747163,2.29957,0.04,0.02,INDO,Testing,2025,0.5790832074801606,0.6067479709522859,0.5917100406964456
1096,Lucas Morelatto,Barito Putera,Barito Putera,"RW, RAMF, RCMF",RW,10,31.0,300000,,31,2659,Brazil,"Brazil, Italy",left,180,78,no,5.04,2.980757,4.87152,3.6582,4.703716000000001,0.18,0.14,INDO,Testing,2025,0.4491020514877084,0.4401133373739892,0.4429629437252502
1097,Dedik Setiawan,Arema,Arema,"LW, LAMF, RW",LW,10,30.0,175000,,28,1524,Indonesia,Indonesia,right,177,65,no,4.78,2.891,3.421764,2.65902,1.83024,0.32,0.1,INDO,Testing,2025,0.2763580925664641,0.2493581822932496,0.2606751496815011
1098,A. Nufiandani,Dewa United,Dewa United,"LAMF, RAMF",LAMF,10,30.0,125000,,23,1273,Indonesia,Indonesia,right,178,0,no,4.03,2.119658,4.03158,2.619054999999999,2.190423,0.16,0.19,INDO,Testing,2025,0.2398378319639489,0.2393358177996597,0.2373349209685147
1099,M. Sidibé,Persis Solo,Persis Solo,"RW, CF, RAMF",RW,10,30.0,300000,2025-05-31,28,2477,Mali,"Mali, Spain",left,170,76,no,3.38,2.031657,4.756532,4.071162,4.722925,0.32,0.26,INDO,Testing,2025,0.4036048129792874,0.411784719837649,0.4059407009647976
1100,Murilo,Barito Putera,Barito Putera,"LW, LWF, CF",LW,10,30.0,300000,2027-01-20,24,1756,Brazil,"Brazil, Portugal",right,180,73,no,4.92,2.61468,3.636528,2.358546,4.973332,0.23,0.07,INDO,Testing,2025,0.2959823070407885,0.2877700714795998,0.2897791361939441
1101,W. Lugo,PSBS Biak Numfor,PSBS Biak Numfor,"RW, AMF, LCMF",RW,10,28.0,250000,,30,2161,Venezuela,Venezuela,right,176,75,yes,4.66,2.954347,6.953796,5.454218,5.206492000000001,0.18,0.15,INDO,Testing,2025,0.652922307739834,0.5882254550090394,0.6194502407152591
1102,T. Marukawa,Dewa United,Dewa United,"LWF, LAMF, AMF",LWF,11,28.0,325000,2025-05-31,34,2929,Japan,Japan,right,169,60,no,3.32,2.209692,3.841915,2.486179,3.838472,0.17,0.22,INDO,Testing,2025,0.2509238292397596,0.2535287062533205,0.2500117945508921
1103,K. Botan,Persebaya Surabaya,Persebaya Surabaya,"RW, RWF, CF",RW,10,28.0,0,,26,1066,Indonesia,Indonesia,right,170,0,no,5.83,2.615,4.729647,3.20499,2.362794,0.27,0.11,INDO,Testing,2025,0.3294167115174981,0.3225379814556776,0.3239812813199674
1104,Y. Sayuri,Malut United FC,Malut United FC,"RAMF, RW, LW",RAMF,10,27.0,275000,2026-01-20,28,2380,Indonesia,Indonesia,right,168,63,no,6.39,3.329469,4.536819,3.135548,3.51741,0.35,0.09,INDO,Testing,2025,0.4159783116370815,0.3959483782744256,0.4042041520433955
1105,E. Walian,Persik Kediri,Persik Kediri,"LAMF, LWF, LW",LAMF,10,27.0,275000,2026-01-20,21,1682,Netherlands,"Netherlands, Indonesia",right,177,75,no,4.82,2.192267,6.259216,5.028156,2.622008,0.15,0.18,INDO,Testing,2025,0.4558517612013336,0.4603713650137053,0.4565068030487331
1106,M. Peralta,Borneo FC,Borneo FC,"RW, LWF, LW",RW,10,27.0,400000,,33,3266,Argentina,Argentina,right,180,75,no,4.77,2.314208,6.116488,5.673134999999999,5.01423,0.25,0.33,INDO,Testing,2025,0.5813481389742156,0.5816571008826743,0.5802632727962256
1107,I. Mila,Semen Padang,Semen Padang,"RW, LW, LAMF",RW,10,27.0,75000,,27,1199,Indonesia,Indonesia,,0,0,no,5.93,2.777696,4.203777,3.003706,1.50006,0.11,0.17,INDO,Testing,2025,0.2974322869252903,0.3193360420522088,0.3063359984949938
1108,B. Setiawan,Arema,Arema,"RW, RB, RAMF",RW,10,26.0,0,,24,1432,Indonesia,Indonesia,right,0,0,no,7.86,4.21146,5.842713,3.0144,2.138112,0.05,0.07,INDO,Testing,2025,0.478247624864846,0.4682166267538743,0.4716721441098048
1109,R. Abiyoso,Persik Kediri,Persik Kediri,"RAMF, RW, LAMF",RAMF,10,26.0,100000,,30,1619,Indonesia,Indonesia,left,165,0,no,4.95,3.0,3.721601,2.559555,4.336209999999999,0.25,0.05,INDO,Testing,2025,0.3089385416381425,0.291380005735082,0.2980867503245341
1110,Bruno,Persebaya Surabaya,Persebaya Surabaya,"LW, LAMF, LWF",LW,10,26.0,325000,2026-04-30,31,3056,Brazil,Brazil,both,178,74,no,5.15,2.384673,4.124662999999999,3.649931999999999,5.654758,0.25,0.13,INDO,Testing,2025,0.4126679909488492,0.395286152723838,0.4022119967320972
1111,E. Maulana Vikri,Dewa United,Dewa United,"RAMF, RWF, RW",RAMF,10,24.0,250000,,30,2436,Indonesia,Indonesia,left,170,65,no,3.4,2.105392,6.500852,5.6875,2.806271999999999,0.33,0.21,INDO,Testing,2025,0.4943855955276487,0.4820564970383163,0.4867054530945353
1112,I. Jauhari,Persis Solo,Persis Solo,"LW, RW, CF",LW,10,24.0,0,,21,1064,Indonesia,Indonesia,right,173,0,no,5.5,2.366,4.737876000000001,2.53836,4.48364,0.11,0.03,INDO,Testing,2025,0.2817503632112805,0.2784778990640625,0.2779822456598048
