Unnamed: 0.1,key_0,key_1,Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Passes_TerçoFinal_Certos_Percentil,A,B,C,D,E,F,G,H,I,J,Similar_StScaled_A,Similar_StScaled_B,Similar_StScaled_C,Similar_StScaled_D,Similar_StScaled_E,Similar_StScaled_F,Similar_StScaled_G,Similar_StScaled_H,Similar_StScaled_I,Similar_StScaled_J,A1,B1,C1,D1,E1,F1,G1,H1,I1,J1,ID
531,A. Conte,BUL,47,A. Conte,Botev Plovdiv,Botev Plovdiv,"LCB, CB",LCB,4,32.0,600000,2026-06-30,10,906,France,"France, Guinea",right,179,74,no,6.95,2.28616,1.4875,2.282139,14.700504,4.273284,0.59625,0.1,0.79,2.9775,BUL,Testing,2026,0.0,0.0,0.0,18,9,16,20,69,32,49,40,45,45,6.95,2.28616,1.4875,2.282139,14.700504,4.273284,0.59625,0.1,0.79,2.9775,-0.9287050733434304,-1.312746154070984,-1.035923482205768,-0.6568349967254746,0.4622189682586044,-0.5423325424994838,-0.1709252175885058,-0.4177539257922837,-0.2529013201077838,-0.3034395732726563,0.1765209754098576,0.09463424982646618,0.1501189207747667,0.2556435093783684,0.6780378489634161,0.2937947206277189,0.4321412838384276,0.3380635203136678,0.4001722346644516,0.3807774456370148,EGIJ
588,Wei Zhen,CHN,16,Wei Zhen,Shanghai Port,Shanghai Port,"RCB, CB",RCB,4,29.0,225000,2027-12-31,15,1458,China PR,China PR,right,188,78,no,9.01,4.009628,2.776044,3.087744,14.201646,5.924075,0.6161659999999999,0.1875,0.43,3.457874,CHN,Testing,2026,1.0,1.0,1.0,94,92,69,46,64,71,69,71,41,58,9.01,4.009628,2.776044,3.087744,14.201646,5.924075,0.6161659999999999,0.1875,0.43,3.457874,1.513444112963247,1.663606206770254,0.6050035668221093,0.144193651970474,0.4016513818276486,0.6397544859951262,0.1489108078476091,0.5534098468403615,-0.3813622605226324,0.1262562992942168,0.9349165565174904,0.9519044246350755,0.7274116866270975,0.5573262232221802,0.6560296951365332,0.7388338866993011,0.5591879935628083,0.7100086011118981,0.3514672302982428,0.5502354762614791,BAFC
589,G. Ramos,CHN,13,G. Ramos,Beijing Guoan,Beijing Guoan,"LCB, RCB, CB",LCB,4,28.0,900000,2026-06-30,14,1348,Portugal,Portugal,right,191,86,no,7.74,2.33934,4.54248,2.471859,16.487872,6.011505000000001,1.2001,0.27,1.0,4.476384,CHN,Testing,2026,0.9746461957040901,0.9556840312131709,0.9651651134586305,53,38,97,28,84,76,89,82,88,79,7.74,2.33934,4.54248,2.471859,16.487872,6.011505000000001,1.2001,0.27,1.0,4.476384,0.2638877383163115,-0.3849967636604263,2.424470218533928,-0.5079608706182321,1.040244196953691,0.7009028925308227,1.782335848388223,1.30540542346538,1.40717846762465,0.9442183518592532,0.6040667878711417,0.3501199066509489,0.9923346296466936,0.305740392408057,0.8508867686867418,0.7583181904076399,0.9626527599507559,0.904122583697951,0.9203127625554439,0.827470960481351,CGIH
590,Lucão,CHN,19,Lucão,Chongqing Tongliang Long,Chongqing Tongliang Long,RCB,RCB,4,30.0,400000,,14,1430,Brazil,Brazil,right,187,80,no,7.62,2.832035,2.89255,3.71124,18.191418,7.991451999999999,0.568125,0.065,1.26,4.9075,CHN,Testing,2026,0.9261218161079067,0.9663030994471844,0.9462124577775455,48,56,76,82,94,94,64,30,97,82,7.62,2.832035,2.89255,3.71124,18.191418,7.991451999999999,0.568125,0.065,1.26,4.9075,0.145819419452034,0.2192921018025021,0.7250072248795406,0.8044073870281033,1.516081771995138,2.085674756595,0.01452683230823057,-0.5631896457240593,2.223004062919902,1.290446202595748,0.5579680273696447,0.5867887429859734,0.7657762009493896,0.789419131818532,0.9352506615888846,0.9814959527186828,0.505795163782873,0.2866528764001596,0.9868922369955884,0.9015521104316548,IFEJ
591,S. Memišević,CHN,29,S. Memišević,Qingdao West Coast,Qingdao West Coast,RCB,RCB,4,32.0,2000000,,13,1278,Bosnia and Herzegovina,Bosnia and Herzegovina,right,186,76,no,7.82,2.88591,2.89003,3.311426,11.974336,5.420182,0.915,0.07,0.92,3.589666,CHN,Testing,2026,0.9228727033063052,0.9248105222515473,0.9238416127789262,56,58,74,66,43,61,82,37,82,64,7.82,2.88591,2.89003,3.311426,11.974336,5.420182,0.915,0.07,0.92,3.589666,0.3425999508924965,0.2853696195910231,0.7224115712796854,0.3810483049035492,-0.2204849087483424,0.2873325025284515,0.9848322280165223,-0.5176141562316339,1.156155207533804,0.2320980238051702,0.6340502804910972,0.6123195098430527,0.7649792626023781,0.6484162972982801,0.4127467621414645,0.6130711309969599,0.8376467563122665,0.3023637514244124,0.8761911611635725,0.5917690601252372,IGCD
592,Gao Zhunyi,CHN,22,Gao Zhunyi,Shandong Taishan,Shandong Taishan,LCB,LCB,4,30.0,400000,2026-12-31,11,983,China PR,China PR,right,186,79,no,8.7,2.745762,1.284357,3.298162,17.120403,7.052199999999999,0.4583700000000001,0.180009,0.64,5.584478000000001,CHN,Testing,2026,0.9157312409550468,0.9091879786210142,0.9124596097880304,89,53,17,61,89,92,43,69,64,92,8.7,2.745762,1.284357,3.298162,17.120403,7.052199999999999,0.4583700000000001,0.180009,0.64,5.584478000000001,1.20843428923053,0.1134785390708261,-0.9314657710378799,0.3670031867603625,1.216923909258813,1.428763363074866,-0.2924882846819343,0.4851286484828099,0.2775737972158401,1.834125022068678,0.886559871435635,0.5451744117460887,0.1758063412892669,0.6431916795325627,0.8881834161030867,0.9234638704779035,0.384956657965913,0.6862074543282234,0.6093302256120829,0.9666822810460467,JFEA
593,Lucas Maia,CHN,32,Lucas Maia,Henan,Henan,LCB,LCB,4,33.0,800000,,15,1533,Brazil,Brazil,left,192,85,no,8.28,3.23125,4.345275,3.052882,15.678376,4.757144,0.058,0.06,0.53,2.581216,CHN,Testing,2026,0.8979328283361273,0.8996929157010636,0.8988128720185955,76,71,94,41,74,43,0,24,43,30,8.28,3.23125,4.345275,3.052882,15.678376,4.757144,0.058,0.06,0.53,2.581216,0.7951951732055589,0.7089280417365044,2.221344874026213,0.1072786256806838,0.8141342981627268,-0.176395247358482,-1.412434003686558,-0.6087651352164846,-0.067583185409074,-0.5777848756353954,0.7867500104525281,0.7608154337746571,0.9868361941567233,0.5427160295454513,0.7922159903827242,0.4299917190915487,0.07891110507864174,0.2713400631072569,0.4730587204459496,0.281704683796794,CEAB
594,A. Burcă,CHN,31,A. Burcă,Yunnan Yukun,Yunnan Yukun,LCB,LCB,4,33.0,3000000,2026-12-31,15,1553,Romania,Romania,right,188,78,no,7.94,2.489665,1.7375,3.248145,18.020689,8.522256,0.405,0.113339,0.99,5.214038,CHN,Testing,2026,0.8676321942252164,0.9007223085659373,0.8841772513955768,62,43,33,53,92,97,33,58,84,87,7.94,2.489665,1.7375,3.248145,18.020689,8.522256,0.405,0.113339,0.99,5.214038,0.4606682697567739,-0.2006236246987669,-0.4647188427842388,0.3140406811687029,1.468393436400296,2.456918251765691,-0.4417789483762091,-0.1225749284091896,1.375800560113294,1.536625868646333,0.677481688399869,0.4204964419017886,0.3210664063995929,0.6232549292790532,0.9290013082738069,0.9929932714514504,0.3293245868005931,0.4512218544670693,0.9155583059963341,0.9378075229885313,FJEI
595,E. Sorokin,CHN,21,E. Sorokin,Chengdu Rongcheng,Chengdu Rongcheng,LCB,LCB,4,30.0,800000,2026-12-31,15,1549,Russia,Russia,left,191,85,no,6.86,1.801782,3.545532,3.65874,16.444125,6.852615000000001,0.29,0.0,0.81,5.75041,CHN,Testing,2026,0.8584226242869203,0.8871085981625406,0.8727656112247304,28,17,92,79,82,87,23,8,76,97,6.86,1.801782,3.545532,3.65874,16.444125,6.852615000000001,0.29,0.0,0.81,5.75041,-0.6019466000217225,-1.04430995730055,1.397592573665507,0.7488156573449527,1.028024705143468,1.289173923312465,-0.7634657822686879,-1.155671009125589,0.8109982249088893,1.967384469011978,0.2736048417942702,0.1481710037450866,0.9188822751455152,0.7730158393553358,0.8480308966640716,0.9013311857592801,0.2225928308065767,0.1239078753563402,0.7913166549314727,0.9754305482564991,JCFE
596,Zhang Yingkai,CHN,2,Zhang Yingkai,Chongqing Tongliang Long,Chongqing Tongliang Long,LCB,LCB,4,22.0,0,,15,1476,China PR,China PR,left,185,0,no,7.2,2.927513,1.709069,3.599244000000001,16.4058,6.340999999999999,0.548608,0.18,1.04,4.026868,CHN,Testing,2026,0.8315589282824137,0.8813538480073351,0.8564563881448743,35,61,30,76,79,82,58,66,92,69,7.2,2.927513,1.709069,3.599244000000001,16.4058,6.340999999999999,0.548608,0.18,1.04,4.026868,-0.2674196965729367,0.3363955680375349,-0.4940033775054621,0.6858159325977403,1.01731969625996,0.9313511850102799,-0.04006761931854776,0.4850466126017234,1.532690097670073,0.5832135212529511,0.3945730179080763,0.6317137044259684,0.3106518970898794,0.7535854060197413,0.8454993151227256,0.8241640334777482,0.4840196085508362,0.6861783594198841,0.9373238849133784,0.720125215012631,IEFD
597,Liu Haofan,CHN,3,Liu Haofan,Zhejiang Professional,Zhejiang Professional,"RCB, LCB",RCB,4,22.0,0,,11,1095,China PR,China PR,,0,0,no,7.15,4.029152,1.23,3.945,17.016286,6.002436,1.396899,0.33,0.74,3.612492,CHN,Testing,2026,0.7509455337121419,0.8729430946158201,0.811944314163981,33,94,12,87,87,74,94,92,74,66,7.15,4.029152,1.23,3.945,17.016286,6.002436,1.396899,0.33,0.74,3.612492,-0.3166148294330521,1.687552331267759,-0.9874546371995179,1.051933534280165,1.187841758967251,0.6945600479823578,2.332837128590014,1.852311297374484,0.5913528723293984,0.2504295098110511,0.3757679410090071,0.9542514018364228,0.1617099053746101,0.8535849774530029,0.8825521205767581,0.7563344714606551,0.9901716524108477,0.9680094328142842,0.7228579948275546,0.5988723945114216,GHBE
598,Lucas Possignolo,CHN,28,Lucas Possignolo,Zhejiang Professional,Zhejiang Professional,LCB,LCB,4,32.0,1000000,,11,1082,Brazil,Brazil,right,188,81,no,7.4,2.661918,3.244041,2.162281,15.973776,4.82048,0.413595,0.085,0.58,5.324592,CHN,Testing,2026,0.8101360761747437,0.8017943427024794,0.8059652094386116,43,48,87,23,76,48,38,44,58,89,7.4,2.661918,3.244041,2.162281,15.973776,4.82048,0.413595,0.085,0.58,5.324592,-0.07063916513247427,0.01064413718756404,1.087050431017119,-0.835769946653476,0.8966459648082086,-0.1320981470914706,-0.417736354138767,-0.3808876877543578,0.08930635214770495,1.625411424761909,0.4718424694924019,0.5042463161794158,0.8614927386484161,0.2016421683292289,0.815046068678813,0.4474533307383801,0.3380699446477062,0.3516432944275804,0.5355807770199295,0.9479625384159723,JCEI
599,M. Traoré,CHN,27,M. Traoré,Dalian Young Boy,Dalian Young Boy,"LCB, RCB",LCB,4,31.0,900000,2026-12-31,13,1325,Mali,Mali,right,191,83,no,8.42,2.17368,2.787864,3.057516000000001,13.037559,5.161023,0.272,0.0,0.2,2.51023,CHN,Testing,2026,0.8092459431427651,0.7976477038756595,0.8034468235092123,82,25,71,43,56,53,20,8,10,28,8.42,2.17368,2.787864,3.057516000000001,13.037559,5.161023,0.272,0.0,0.2,2.51023,0.932941545213883,-0.588178231815347,0.6171784182309535,0.112185522354051,0.07649647833970419,0.1060770994701838,-0.8138167649649019,-1.155671009125589,-1.103054133283816,-0.6347935002570305,0.8245749248352963,0.2782063334679493,0.7314414753993232,0.544661845905704,0.5304879421772328,0.5422394097045453,0.2078749646970084,0.1239078753563402,0.1350018287792568,0.2627815514910025,ACDF
600,Umidjan Yusup,CHN,1,Umidjan Yusup,Shanghai Port,Shanghai Port,LCB,LCB,4,22.0,0,2027-12-31,14,1427,China PR,China PR,,0,0,no,8.01,3.654724,1.701609,1.57883,22.95629,6.556191,0.6946800000000001,0.25,0.69,3.215085,CHN,Testing,2026,0.8339686840379118,0.7711571431940021,0.8025629136159569,67,82,28,7,97,84,71,79,66,53,8.01,3.654724,1.701609,1.57883,22.95629,6.556191,0.6946800000000001,0.25,0.69,3.215085,0.5295414557609351,1.228317568752301,-0.5016873361780493,-1.453580428088977,2.847014507514398,1.0818554369927,0.3685361998148624,1.123103465495678,0.4344633347726191,-0.06872675318461237,0.701785052806439,0.8903361108399104,0.3079437369659486,0.07303133319924143,0.9977934324415425,0.8603416155697019,0.643763270991152,0.8693032227560853,0.6680239927595417,0.4726035612929501,EBHF
601,Iago Maidana,CHN,20,Iago Maidana,Henan,Henan,RCB,RCB,4,30.0,1200000,2026-12-31,15,1533,Brazil,Brazil,right,195,91,no,6.16,1.995065,2.935118,3.935472,12.8547,5.751493999999999,0.236,0.06,1.23,4.342974999999999,CHN,Testing,2026,0.8252441255037265,0.7512429631764004,0.7882435443400635,14,20,79,84,53,66,15,24,94,76,6.16,1.995065,2.935118,3.935472,12.8547,5.751493999999999,0.236,0.06,1.23,4.342974999999999,-1.290678460063341,-0.8072489666607605,0.7688531702916976,1.04184442951024,0.02541996902648086,0.5190516019926446,-0.91451873035733,-0.6087651352164846,2.128870340385834,0.8370780199325663,0.09840759839451935,0.2097615297622874,0.779009759827944,0.8512580942066978,0.5101400083630439,0.6981376213863116,0.1802221702419117,0.2713400631072569,0.9833675053607349,0.7987256427591931,IDJC
602,M. Ngadeu-Ngadjui,CHN,38,M. Ngadeu-Ngadjui,Chongqing Tongliang Long,Chongqing Tongliang Long,"CB, LCB",CB,4,35.0,800000,,14,1432,Cameroon,Cameroon,right,190,93,no,7.29,1.508496,2.953315,4.022876,13.950256,5.21495,0.5013019999999999,0.248,0.0,2.324673,CHN,Testing,2026,0.7660795191994553,0.8006412918335402,0.7833604055164978,39,2,82,89,61,56,56,76,1,20,7.29,1.508496,2.953315,4.022876,13.950256,5.21495,0.5013019999999999,0.248,0.0,2.324673,-0.1788684574247288,-1.404024312421184,0.7875964673379532,1.134395658866927,0.3314326686319558,0.1437935597155282,-0.1723955963978314,1.104873269698708,-1.730612283510933,-0.7838137205669049,0.4290204953260121,0.08015580496520386,0.7845336091453421,0.8716856903881618,0.6298411540047393,0.5571682556869193,0.4315632669588336,0.865392746814072,0.04176046968328875,0.2165747108998435,DHCE
603,Han Pengfei,CHN,30,Han Pengfei,Chengdu Rongcheng,Chengdu Rongcheng,RCB,RCB,4,33.0,225000,2027-12-31,15,1267,China PR,China PR,right,187,88,no,6.54,1.636179,2.345414,4.2625,14.417568,5.614984000000001,0.49542,0.07,0.57,5.040092,CHN,Testing,2026,0.7291374763476078,0.7050092297364714,0.7170733530420397,17,7,58,94,66,64,53,37,56,84,6.54,1.636179,2.345414,4.2625,14.417568,5.614984000000001,0.49542,0.07,0.57,5.040092,-0.9167954503264625,-1.247421515135027,0.1614455074151107,1.388131137602074,0.4619631085894144,0.423576719501649,-0.1888491786322272,-0.5176141562316339,0.05792844463634909,1.396930404492345,0.1796249185885585,0.1061214908357167,0.5641287364967225,0.9174514417422327,0.6779461118955137,0.6640627317017579,0.4251055131487759,0.3023637514244124,0.523097187191563,0.9187827497620698,JDEF
604,Bai Yang,CHN,10,Bai Yang,Beijing Guoan,Beijing Guoan,"LCB, LB",LCB,4,28.0,150000,2026-12-31,12,1126,China PR,China PR,left,192,79,no,5.28,2.24,2.239992,2.875125,15.18552,6.87225,0.480024,0.0,0.56,5.673215,CHN,Testing,2026,0.7266828053130622,0.693293710750452,0.7099882580317571,0,30,51,35,71,89,48,8,53,94,5.28,2.24,2.239992,2.875125,15.18552,6.87225,0.480024,0.0,0.56,5.673215,-2.156512798401375,-0.5068369607297839,0.05285860511196295,-0.08094649990574947,0.6764688615472039,1.302906611889937,-0.231916052498389,-1.155671009125589,0.02655053712499358,1.905389416781015,0.01552182275165173,0.3061346101711098,0.5210777167025042,0.4677422498462793,0.7506284952322635,0.9036966768234497,0.4083016081573267,0.1239078753563402,0.5105908875043866,0.9716352650511934,JFEC
605,Aitor Córdoba,CHN,25,Aitor Córdoba,Tianjin Tigers,Tianjin Tigers,CB,CB,4,31.0,1200000,2027-12-31,10,1003,Spain,Spain,right,191,80,no,8.17,2.962861999999999,2.51378,3.31954,9.063756,4.03742,0.179991,0.09,0.27,2.154,CHN,Testing,2026,0.7297856862990141,0.6660237137297502,0.6979047000143821,74,66,61,69,7,25,7,51,17,17,8.17,2.962861999999999,2.51378,3.31954,9.063756,4.03742,0.179991,0.09,0.27,2.154,0.6869658809133051,0.3797510051847529,0.3348660685235305,0.3896401390873412,-1.033473421629202,-0.6797690978159576,-1.071191407570233,-0.3353121982619326,-0.8834087807043256,-0.9208806491168776,0.7539478853586574,0.6479348726612794,0.6311369404073119,0.6515986666600385,0.1506912011682194,0.2483253381860634,0.1420416871481047,0.3686947964804131,0.1885077241443633,0.178556371282294,ADBC
606,Yang Yiming,CHN,24,Yang Yiming,Shenzhen Peng City,Shenzhen Peng City,RCB,RCB,4,31.0,250000,2026-12-31,13,1228,China PR,China PR,right,192,78,no,8.36,4.10292,3.078047,1.7568,8.572684,3.224397,0.953238,0.293304,0.37,1.83348,CHN,Testing,2026,0.7032018164335291,0.6829301541519193,0.6930659852927241,79,97,84,15,5,7,84,89,28,7,8.36,4.10292,3.078047,1.7568,8.572684,3.224397,0.953238,0.293304,0.37,1.83348,0.8739073857817439,1.778028550891399,0.9160730803606266,-1.265129758913543,-1.1706405481117,-1.248396124315682,1.09179449892418,1.517823664891676,-0.5696297055907674,-1.178289213675051,0.8089156539103878,0.9623004170796605,0.8201857170480698,0.1029124083544419,0.1208716457595196,0.1059430138202629,0.8625382812266704,0.9354705711835978,0.2844644381341094,0.1193406632234011,BHGC
607,Wang Xianjun,CHN,7,Wang Xianjun,Tianjin Tigers,Tianjin Tigers,LCB,LCB,4,26.0,100000,2026-12-31,13,1000,China PR,China PR,left,185,75,no,8.01,3.329838,1.26009,3.510044999999999,9.900261,5.220288,0.450036,0.359982,0.54,2.97,CHN,Testing,2026,0.6527307812047197,0.6545425491124535,0.6536366651585865,67,74,15,74,20,58,41,94,46,43,8.01,3.329838,1.26009,3.510044999999999,9.900261,5.220288,0.450036,0.359982,0.54,2.97,0.5295414557609351,0.8298459131747352,-0.9564612971917233,0.5913639955309319,-0.7998193197088272,0.147526948644815,-0.3158007896702817,2.125600162566863,-0.03620527789771814,-0.2655537157602393,0.701785052806439,0.7966870458912687,0.1694196144282261,0.7228617204808702,0.2119077439202323,0.558641944751507,0.3760768593477187,0.983231716963513,0.485559338798239,0.3952914677175668,HBDA
608,Rezende,CHN,26,Rezende,Qingdao West Coast,Qingdao West Coast,"LCB, LCMF, LDMF",LCB,4,31.0,800000,2026-12-31,14,1384,Brazil,Brazil,left,186,84,no,9.95,3.448769,2.017905,1.819896,9.95265,3.773343,1.299961,0.197156,0.26,3.444948,CHN,Testing,2026,0.585503828487211,0.6246128153613109,0.6050583219242609,97,79,41,17,23,15,92,74,15,56,9.95,3.448769,2.017905,1.819896,9.95265,3.773343,1.299961,0.197156,0.26,3.444948,2.438312610733419,0.9757144100305415,-0.1758957286305122,-1.198318029845199,-0.7851859287003976,-0.8644641424542616,2.06167470855637,0.6414252321481333,-0.9147866882156814,0.1158754709356779,0.9926219965003901,0.8353969953737694,0.4301879305468117,0.115396615052467,0.2161722821964366,0.1936664850399151,0.9803806419861522,0.7393767781092604,0.1801518122485275,0.5461243819612794,AGBH
609,Jin Yangyang,CHN,33,Jin Yangyang,Qingdao Hainiu,Qingdao Hainiu,"RCB, LCB",RCB,4,33.0,100000,,13,1300,China PR,China PR,right,192,80,no,8.86,3.67242,2.699641999999999,2.425,10.525044,3.323229,0.14,0.0,0.42,1.80129,CHN,Testing,2026,0.587389064847898,0.595940295937921,0.5916646803929095,92,87,64,25,33,10,2,8,38,5,8.86,3.67242,2.699641999999999,2.425,10.525044,3.323229,0.14,0.0,0.42,1.80129,1.3658587143829,1.250021657008183,0.5263078817680861,-0.5575794013081891,-0.6253037928917525,-1.17927317664628,-1.183057304737138,-1.155671009125589,-0.4127401680339883,-1.204140897479892,0.9140083433508999,0.89435418191234,0.7006628461796931,0.2885658128056371,0.2658858455444184,0.1191447078013288,0.1183932186148033,0.1239078753563402,0.3398984959982554,0.1142675624891235,ABCI
610,Peng Xiao,CHN,0,Peng Xiao,Shandong Taishan,Shandong Taishan,RCB,RCB,4,20.0,0,,13,737,China PR,China PR,,185,0,no,5.86,3.662925,1.342819,4.030812,10.749494,5.860151999999999,0.488,0.12,0.37,4.028222,CHN,Testing,2026,0.5957196937974353,0.5682391868455117,0.5819794403214735,7,84,23,92,35,69,51,61,28,71,5.86,3.662925,1.342819,4.030812,10.749494,5.860151999999999,0.488,0.12,0.37,4.028222,-1.585849257224034,1.238376069418355,-0.8712486675637793,1.142799010614841,-0.5626100096196522,0.5950468388376136,-0.2096049726103334,-0.06185926130738058,-0.5696297055907674,0.5843009142281532,0.05638675442810074,0.8922116751696858,0.1918091959924799,0.8734389751537133,0.2868502372640966,0.72409391884078,0.4169879991380331,0.4753374550506149,0.2844644381341094,0.7204910613983683,BDFJ
611,M. Yamkam,CHN,11,M. Yamkam,Wuhan Three Towns,Wuhan Three Towns,"LCB, RCB, CB",LCB,4,28.0,800000,,13,1312,Cameroon,Cameroon,right,185,79,no,7.55,3.771504000000001,1.510284,3.157108,12.413264,4.731167999999999,0.34375,0.07,0.55,2.676,CHN,Testing,2026,0.5693128811095819,0.5708638222081834,0.5700883516588826,46,89,25,48,48,41,30,37,50,38,7.55,3.771504000000001,1.510284,3.157108,12.413264,4.731167999999999,0.34375,0.07,0.55,2.676,0.07694623344787192,1.371547870883968,-0.698756155619435,0.2176425041179417,-0.09788273942752992,-0.1945628215111903,-0.6131121533841598,-0.5176141562316339,-0.004827370386362279,-0.5016641549843222,0.5306668412139013,0.9148978843218962,0.242352216558428,0.586146167635292,0.4610127030519292,0.4228676054554745,0.2699010923715878,0.3023637514244124,0.4980741653295081,0.3079518914137807,BDAI
612,P. Vagić,CHN,9,P. Vagić,Liaoning Tieren,Liaoning Tieren,LCB,LCB,4,26.0,1000000,2026-12-31,11,976,Sweden,"Sweden, Serbia",right,188,80,no,8.11,2.952582,2.12292,0.922635,13.55904,3.87217,0.555,0.09,0.28,2.031894,CHN,Testing,2026,0.5770638379740255,0.5395994995835529,0.5583316687787891,71,64,43,0,58,17,61,51,20,12,8.11,2.952582,2.12292,0.922635,13.55904,3.87217,0.555,0.09,0.28,2.031894,0.6279317214811659,0.367142617567752,-0.06772804498416606,-2.14841881017345,0.2221575021513236,-0.7953446917771119,-0.02218742590775868,-0.3353121982619326,-0.8520308731929698,-1.018943578681149,0.7349756652549899,0.6432436803106755,0.4730010619475053,0.01584024990651698,0.5879043620893314,0.2132065115526803,0.491149223897511,0.3686947964804131,0.1970984784535015,0.1541148765932532,ABEG
613,F. Benković,CHN,14,F. Benković,Shenzhen Peng City,Shenzhen Peng City,CB,CB,4,28.0,1800000,2026-12-31,9,791,Croatia,Croatia,right,194,91,no,8.65,1.71,3.52625,1.4768,6.031391000000001,2.500848,0.228,0.11,0.23,1.366854,CHN,Testing,2026,0.545722263177758,0.5325263415205239,0.539124302349141,87,10,89,5,2,2,12,56,12,2,8.65,1.71,3.52625,1.4768,6.031391000000001,2.500848,0.228,0.11,0.23,1.366854,1.159239156370415,-1.156880291178342,1.377731703541536,-1.561618983890345,-1.88047914277824,-1.754445173846692,-0.9368969448889808,-0.1530102402922312,-1.008920410749749,-1.553035029366809,0.8768206426000182,0.1236606360014801,0.9158569304187221,0.05918888728617439,0.03002140316604798,0.03967712828020103,0.1744057854372649,0.4391950999003103,0.156506402808183,0.06020738310077893,CAHG
614,Bi Jinhao,CHN,37,Bi Jinhao,Dalian Young Boy,Dalian Young Boy,RCB,RCB,4,35.0,75000,,12,975,China PR,China PR,right,190,75,no,6.83,2.028852,2.217225,2.955544,10.429902,4.339244000000001,0.46,0.09,0.55,3.13824,CHN,Testing,2026,0.560418906114002,0.4955900054447298,0.5280044557793659,23,23,48,38,30,30,46,51,50,51,6.83,2.028852,2.217225,2.955544,10.429902,4.339244000000001,0.46,0.09,0.55,3.13824,-0.631463679737792,-0.7658093175930899,0.02940811086279517,0.004208382177855687,-0.6518790298179012,-0.4686738598629681,-0.2879287234711107,-0.3353121982619326,-0.004827370386362279,-0.1304407215593561,0.2638686950720252,0.2218948846424907,0.5117304479646616,0.5016788966271554,0.2572396069267319,0.3196513871509291,0.3867006496877072,0.3686947964804131,0.4980741653295081,0.4481088753218445,CDIJ
615,N. Andjelkovic,CHN,15,N. Andjelkovic,Qingdao Hainiu,Qingdao Hainiu,"LCB, RCB",LCB,4,29.0,800000,2026-12-31,15,1447,Serbia,Serbia,right,188,82,no,6.84,2.738439,2.299236,2.79774,10.137204,4.16988,0.8733770000000001,0.06,1.0,1.86594,CHN,Testing,2026,0.5478116577991877,0.4511212439587162,0.499466450878952,25,51,56,33,25,28,79,24,88,10,6.84,2.738439,2.299236,2.79774,10.137204,4.16988,0.8733770000000001,0.06,1.0,1.86594,-0.6216246531657692,0.1044969026389869,0.1138811852190345,-0.1628887094587132,-0.733635968896436,-0.5871267790498789,0.8684011750851602,-0.6087651352164846,1.40717846762465,-1.152220693752555,0.2670943532025911,0.54161248691989,0.5453340097274288,0.4353030303235923,0.2315853164578595,0.2785592818345939,0.8074126240995647,0.2713400631072569,0.9203127625554439,0.1246151980833335,IGCB
616,Huang Jiahui,CHN,5,Huang Jiahui,Tianjin Tigers,Tianjin Tigers,"LCB, RCB, RCMF",LCB,4,25.0,100000,2026-12-31,12,986,China PR,China PR,right,183,74,no,7.94,3.378036,0.364,2.008149,12.688131,4.835277,1.18449,0.2775,0.73,2.64693,CHN,Testing,2026,0.4823573983487494,0.455060258722364,0.4687088285355567,62,76,0,20,51,51,87,84,71,35,7.94,3.378036,0.364,2.008149,12.688131,4.835277,1.18449,0.2775,0.73,2.64693,0.4606682697567739,0.8889606083463567,-1.87945305683229,-0.9989787938824921,-0.02110638778283246,-0.121749148217987,1.73867035728334,1.373768657704018,0.5599749648180424,-0.5250101769851527,0.677481688399869,0.8129878747324155,0.03009132878564771,0.1589024820866008,0.491580394658598,0.4515488440398164,0.9589536185050422,0.9152432428636158,0.7122517429477483,0.2997880581284258,GHBI
