Atleta,Código_Posição_Wyscout,Minutos,Liga,Versão_Temporada,Posição
D. Dumić,4,2670,GER2,2023,Zagueiro
D. Ginczek,12,1015,GER2,2023,Atacante
D. Hanslik,9,1244,GER2,2023,Meia
D. Heber,4,1540,GER2,2023,Zagueiro
D. Kinsombi,10,2117,GER2,2023,Extremo
D. Köhn,1,3177,GER2,2023,Lateral
D. Kownacki,12,2737,GER2,2023,Atacante
D. Michalski,4,2009,GER2,2023,Zagueiro
D. Reimann,0,2896,GER2,2023,Goleiro
D. Roßbach,4,2533,GER2,2023,Zagueiro
D. Srbeny,12,1157,GER2,2023,Atacante
D. Stojanović,0,1338,GER2,2023,Goleiro
D. Thomalla,9,2358,GER2,2023,Meia
D. Wiebe,4,1344,GER2,2023,Zagueiro
Daniel Elfadli,4,2029,GER2,2023,Zagueiro
Daniel Heuer Fernandes,0,3216,GER2,2023,Goleiro
E. Durm,1,2110,GER2,2023,Lateral
E. Iyoha,10,1963,GER2,2023,Extremo
E. Karic,1,1667,GER2,2023,Lateral
E. Leopold,8,1005,GER2,2023,Segundo Volante
E. Smith,4,2405,GER2,2023,Zagueiro
E. Valentini,1,1166,GER2,2023,Lateral
E. Wekesser,1,1232,GER2,2023,Lateral
E. Zenga,7,1453,GER2,2023,Primeiro Volante
F. Ananou,1,1405,GER2,2023,Lateral
F. Bartels,9,937,GER2,2023,Meia
F. Benković,4,1703,GER2,2023,Zagueiro
F. Flick,7,1433,GER2,2023,Primeiro Volante
F. Holland,1,2599,GER2,2023,Lateral
F. Hübner,4,1464,GER2,2023,Zagueiro
F. Jäkel,4,1713,GER2,2023,Zagueiro
F. Kastenmeier,0,3281,GER2,2023,Goleiro
F. Kaufmann,12,2029,GER2,2023,Atacante
F. Klaus,10,2241,GER2,2023,Extremo
F. Klos,12,1745,GER2,2023,Atacante
F. Kunze,8,2632,GER2,2023,Segundo Volante
F. Lohkemper,12,981,GER2,2023,Atacante
F. Muslija,9,2264,GER2,2023,Meia
F. Nürnberger,1,1816,GER2,2023,Lateral
F. Pick,10,1243,GER2,2023,Extremo
F. Platte,12,1353,GER2,2023,Atacante
F. Porath,9,1359,GER2,2023,Meia
F. Reese,12,2902,GER2,2023,Atacante
F. Ronstadt,1,1133,GER2,2023,Lateral
F. Schleusener,12,2700,GER2,2023,Atacante
F. Schnellhardt,8,1947,GER2,2023,Segundo Volante
G. Itter,4,1505,GER2,2023,Zagueiro
G. Jung,4,1144,GER2,2023,Zagueiro
G. Ramos,4,1817,GER2,2023,Zagueiro
H. Bockhorn,1,2195,GER2,2023,Lateral
H. Duljević,9,948,GER2,2023,Meia
H. Kuruçay,4,1344,GER2,2023,Zagueiro
H. Nielsen,9,2818,GER2,2023,Meia
H. Wahl,4,2637,GER2,2023,Zagueiro
H. Weydandt,12,965,GER2,2023,Atacante
H. Zuck,1,2204,GER2,2023,Lateral
I. Höhn,4,1035,GER2,2023,Zagueiro
I. Lepinjica,7,1434,GER2,2023,Primeiro Volante
I. Pherai,9,1893,GER2,2023,Meia
J. Arp,12,967,GER2,2023,Atacante
J. Bachmann,9,2554,GER2,2023,Meia
J. Beste,10,2896,GER2,2023,Extremo
J. Börner,4,2386,GER2,2023,Zagueiro
J. Castrop,1,2048,GER2,2023,Lateral
J. Ceka,11,1624,GER2,2023,Extremo
J. Consbruch,8,1370,GER2,2023,Segundo Volante
J. David,4,1761,GER2,2023,Zagueiro
J. de Wijs,4,1062,GER2,2023,Zagueiro
J. Dehm,1,1131,GER2,2023,Lateral
J. Dompé,10,1837,GER2,2023,Extremo
J. Eggestein,12,1051,GER2,2023,Atacante
J. Elvedi,4,3014,GER2,2023,Zagueiro
J. Fejzić,0,2195,GER2,2023,Goleiro
J. Föhrenbach,1,3184,GER2,2023,Lateral
J. Geis,7,1812,GER2,2023,Primeiro Volante
J. Gondorf,8,2982,GER2,2023,Segundo Volante
J. Green,8,1867,GER2,2023,Segundo Volante
J. Gyamerah,1,1865,GER2,2023,Lateral
J. Hendrix,7,1328,GER2,2023,Primeiro Volante
J. Heuer,4,2235,GER2,2023,Zagueiro
J. Huth,0,2908,GER2,2023,Goleiro
J. Irvine,8,3054,GER2,2023,Segundo Volante
J. Justvan,1,2926,GER2,2023,Lateral
J. Lawrence,4,1436,GER2,2023,Zagueiro
J. Lawrence,4,1659,GER2,2023,Zagueiro
J. Marx,1,1619,GER2,2023,Lateral
J. Medić,4,2793,GER2,2023,Zagueiro
J. Mees,10,1305,GER2,2023,Extremo
J. Meffert,7,3012,GER2,2023,Primeiro Volante
J. Müller,4,2175,GER2,2023,Zagueiro
J. Niehues,7,2211,GER2,2023,Primeiro Volante
J. Nikolaou,8,2723,GER2,2023,Segundo Volante
J. Schöppner,7,2327,GER2,2023,Primeiro Volante
J. Serra,12,1635,GER2,2023,Atacante
J. Urbig,0,1675,GER2,2023,Goleiro
J. Verhoek,12,1939,GER2,2023,Atacante
J. Zimmer,1,2677,GER2,2023,Lateral
K. Caliskaner,9,1792,GER2,2023,Meia
K. Duah,12,2570,GER2,2023,Atacante
K. Endo,8,969,GER2,2023,Segundo Volante
K. Faber,1,1836,GER2,2023,Lateral
K. Gjasula,4,1084,GER2,2023,Zagueiro
K. Klefisch,8,1067,GER2,2023,Segundo Volante
K. Kraus,4,2319,GER2,2023,Zagueiro
K. Mets,4,1659,GER2,2023,Zagueiro
K. Müller,0,3289,GER2,2023,Goleiro
K. Peterson,10,1274,GER2,2023,Extremo
K. Pröger,12,2695,GER2,2023,Atacante
K. Redondo,10,1685,GER2,2023,Extremo
K. Schumacher,1,1957,GER2,2023,Lateral
K. Sessa,10,1730,GER2,2023,Extremo
K. Wriedt,12,1355,GER2,2023,Atacante
L. Bell Bell,1,1998,GER2,2023,Lateral
L. Bénes,8,1929,GER2,2023,Segundo Volante
L. Daschner,12,2786,GER2,2023,Atacante
L. Fröde,8,2835,GER2,2023,Segundo Volante
L. Guwara,1,1882,GER2,2023,Lateral
L. Hinterseer,12,1363,GER2,2023,Atacante
L. Holtby,8,1830,GER2,2023,Segundo Volante
L. Jensen,8,910,GER2,2023,Segundo Volante
L. Klünter,1,1911,GER2,2023,Lateral
L. Krajnc,4,1619,GER2,2023,Zagueiro
L. Lauberbach,12,1902,GER2,2023,Atacante
L. Maloney,7,2784,GER2,2023,Primeiro Volante
L. Paqarada,1,3003,GER2,2023,Lateral
L. Reis,8,3056,GER2,2023,Segundo Volante
L. Schaub,9,1489,GER2,2023,Meia
L. Tempelmann,8,2918,GER2,2023,Segundo Volante
M. Bader,1,2453,GER2,2023,Lateral
M. Beier,12,2311,GER2,2023,Atacante
M. Besuschkow,8,2228,GER2,2023,Segundo Volante
M. Busch,1,2827,GER2,2023,Lateral
M. Christiansen,7,2951,GER2,2023,Primeiro Volante
M. El Hankouri,1,2509,GER2,2023,Lateral
M. Fraisl,0,2824,GER2,2023,Goleiro
M. Franke,4,2748,GER2,2023,Zagueiro
M. Gersbeck,0,2993,GER2,2023,Goleiro
M. Hartel,8,3257,GER2,2023,Segundo Volante
M. Heyer,1,2546,GER2,2023,Lateral
M. Hoffmeier,4,2868,GER2,2023,Zagueiro
M. John,1,2227,GER2,2023,Lateral
M. Karbownik,1,1989,GER2,2023,Lateral
M. Kaufmann,12,1722,GER2,2023,Atacante
M. Kirkeskov,1,2012,GER2,2023,Lateral
M. Kolke,0,3287,GER2,2023,Goleiro
M. Kwarteng,12,2271,GER2,2023,Atacante
M. Mehlem,9,2812,GER2,2023,Meia
M. Møller Dæhli,9,2265,GER2,2023,Meia
M. Muheim,1,2977,GER2,2023,Lateral
M. Multhaup,1,1564,GER2,2023,Lateral
M. Okugawa,8,2273,GER2,2023,Segundo Volante
M. Papela,7,1561,GER2,2023,Primeiro Volante
M. Pieringer,12,1624,GER2,2023,Atacante
M. Prietl,7,1517,GER2,2023,Primeiro Volante
M. Ritter,7,2528,GER2,2023,Primeiro Volante
M. Rohr,4,2002,GER2,2023,Zagueiro
M. Rzatkowski,8,1407,GER2,2023,Segundo Volante
M. Saliakas,1,2849,GER2,2023,Lateral
M. Schuhen,0,3057,GER2,2023,Goleiro
M. Schulz,4,1844,GER2,2023,Zagueiro
M. Sobottka,8,2287,GER2,2023,Segundo Volante
M. Thalhammer,7,2468,GER2,2023,Primeiro Volante
M. Thiede,1,1418,GER2,2023,Lateral
M. Vušković,4,1524,GER2,2023,Zagueiro
M. Wanitzek,8,3260,GER2,2023,Segundo Volante
M. Wintzheimer,12,1202,GER2,2023,Atacante
M. Zimmermann,1,2402,GER2,2023,Lateral
N. De Medina,4,1604,GER2,2023,Zagueiro
N. Fröling,11,1025,GER2,2023,Extremo
N. Gavory,1,1225,GER2,2023,Lateral
N. Neidhart,1,2238,GER2,2023,Lateral
N. Shipnoski,10,1074,GER2,2023,Extremo
N. Vasilj,0,2715,GER2,2023,Goleiro
O. Afolayan,11,1273,GER2,2023,Extremo
O. Haddadi,4,2840,GER2,2023,Zagueiro
O. Hüsing,4,1648,GER2,2023,Zagueiro
P. Drewes,0,2923,GER2,2023,Goleiro
P. Erras,4,2607,GER2,2023,Zagueiro
P. Heise,1,2845,GER2,2023,Lateral
P. Hercher,10,1221,GER2,2023,Extremo
P. Klement,9,1758,GER2,2023,Meia
P. Mainka,4,3279,GER2,2023,Zagueiro
P. Nebel,9,2356,GER2,2023,Meia
P. Neumann,4,2648,GER2,2023,Zagueiro
P. Ochs,8,1029,GER2,2023,Segundo Volante
P. Owusu,12,1854,GER2,2023,Atacante
P. Pfeiffer,4,1853,GER2,2023,Zagueiro
P. Sander,8,2481,GER2,2023,Segundo Volante
P. Tietz,12,3073,GER2,2023,Atacante
P. Vindahl Jensen,0,1372,GER2,2023,Goleiro
R. Ache,12,2026,GER2,2023,Atacante
R. Bormuth,4,1746,GER2,2023,Zagueiro
R. Glatzel,12,3239,GER2,2023,Atacante
R. Hack,11,2933,GER2,2023,Extremo
R. Hennings,12,1318,GER2,2023,Atacante
R. Hoffmann,0,1099,GER2,2023,Goleiro
R. Königsdörffer,11,1660,GER2,2023,Extremo
R. Krauße,8,1980,GER2,2023,Segundo Volante
R. Leipertz,12,1946,GER2,2023,Atacante
R. Malone,4,2496,GER2,2023,Zagueiro
R. Obermair,1,2663,GER2,2023,Lateral
R. Schallenberg,8,3179,GER2,2023,Segundo Volante
R. van Drongelen,4,1966,GER2,2023,Zagueiro
R. Zieler,0,3306,GER2,2023,Goleiro
S. Ambrosius,4,1466,GER2,2023,Zagueiro
S. Appelkamp,9,2255,GER2,2023,Meia
S. Asta,1,2330,GER2,2023,Lateral
S. Breitkreuz,4,1845,GER2,2023,Zagueiro
S. Conteh,12,1933,GER2,2023,Atacante
S. Decarli,4,1118,GER2,2023,Zagueiro
S. Gnaka,4,2622,GER2,2023,Zagueiro
S. Griesbeck,4,2150,GER2,2023,Zagueiro
S. Ingelsson,9,1754,GER2,2023,Meia
S. Jung,1,1806,GER2,2023,Lateral
S. Kennedy,4,1312,GER2,2023,Zagueiro
S. Kittel,11,2168,GER2,2023,Extremo
S. Lorenz,4,2071,GER2,2023,Zagueiro
S. Muroya,1,2630,GER2,2023,Lateral
S. Rhein,8,975,GER2,2023,Segundo Volante
S. Schonlau,4,2840,GER2,2023,Zagueiro
S. Singh,10,1083,GER2,2023,Extremo
S. Skrzybski,12,2682,GER2,2023,Atacante
S. Vasiliadis,8,1886,GER2,2023,Segundo Volante
T. Becker,1,2137,GER2,2023,Lateral
T. Boyd,12,2713,GER2,2023,Atacante
T. Breithaupt,7,1877,GER2,2023,Primeiro Volante
T. Dähne,0,1448,GER2,2023,Goleiro
T. Isherwood,4,965,GER2,2023,Zagueiro
T. Ito,11,1354,GER2,2023,Extremo
T. Kempe,8,2043,GER2,2023,Segundo Volante
T. Kleindienst,12,3038,GER2,2023,Atacante
T. Müller,4,1307,GER2,2023,Zagueiro
T. Oberdorf,4,2226,GER2,2023,Zagueiro
T. Raschl,8,1991,GER2,2023,Segundo Volante
T. Schreiber,0,907,GER2,2023,Goleiro
T. Siersleben,4,2442,GER2,2023,Zagueiro
A. Brignoli,0,3381,GRE,2023,Goleiro
A. Camara,9,1260,GRE,2023,Meia
A. Čerin,9,2744,GRE,2023,Meia
A. Diamantis,4,2741,GRE,2023,Zagueiro
A. Dioussé,8,2571,GRE,2023,Segundo Volante
A. Erlingmark,7,1600,GRE,2023,Primeiro Volante
A. Gianniotis,0,2942,GRE,2023,Goleiro
A. Gray,12,1880,GRE,2023,Atacante
A. Kamara,12,1051,GRE,2023,Atacante
A. Kuen,8,1634,GRE,2023,Segundo Volante
A. Liasos,8,1337,GRE,2023,Segundo Volante
A. Mejía,8,2286,GRE,2023,Segundo Volante
A. Mendes Moreira,10,2346,GRE,2023,Extremo
A. Ntoi,4,1801,GRE,2023,Zagueiro
A. Paschalakis,0,2349,GRE,2023,Goleiro
A. Romao,4,2960,GRE,2023,Zagueiro
A. Šporar,12,2007,GRE,2023,Atacante
A. Tzanetopoulos,4,1723,GRE,2023,Zagueiro
A. Živković,10,2845,GRE,2023,Extremo
Adrián Riera,12,1105,GRE,2023,Atacante
Aias Aosman,9,1100,GRE,2023,Meia
Antonio Luna,1,2825,GRE,2023,Lateral
B. Dabo,7,1487,GRE,2023,Primeiro Volante
B. Fadiga,9,2145,GRE,2023,Meia
B. Klaiman,0,2823,GRE,2023,Goleiro
B. Mazikou,1,2110,GRE,2023,Lateral
B. Šaranov,0,1936,GRE,2023,Goleiro
B. Schenkeveld,4,2588,GRE,2023,Zagueiro
B. Verbič,10,1186,GRE,2023,Extremo
Bernard,9,2468,GRE,2023,Meia
Brandon Thomas,12,1254,GRE,2023,Atacante
C. Bakambu,12,2230,GRE,2023,Atacante
C. Bălan,12,2000,GRE,2023,Atacante
C. Doukouré,8,1091,GRE,2023,Segundo Volante
C. Mandas,0,2545,GRE,2023,Goleiro
C. Núñez,10,2160,GRE,2023,Extremo
C. Sielis,4,2426,GRE,2023,Zagueiro
C. Stanko,8,1438,GRE,2023,Segundo Volante
Carles Soria,1,3022,GRE,2023,Lateral
D. Adejo,4,1459,GRE,2023,Zagueiro
D. Bejarano,8,1452,GRE,2023,Segundo Volante
D. Chatziisaias,4,2950,GRE,2023,Zagueiro
D. Chygrynskiy,4,2534,GRE,2023,Zagueiro
D. Cornelius,4,1257,GRE,2023,Zagueiro
D. Flores,8,968,GRE,2023,Segundo Volante
D. Gróf,0,1091,GRE,2023,Goleiro
D. Houhoumis,1,2266,GRE,2023,Lateral
D. Kolovos,8,1886,GRE,2023,Segundo Volante
D. Kotarski,0,3369,GRE,2023,Goleiro
D. Kourbelis,7,2301,GRE,2023,Primeiro Volante
D. Mancini,10,2561,GRE,2023,Extremo
D. Metaxas,8,1234,GRE,2023,Segundo Volante
D. Rienstra,8,1461,GRE,2023,Segundo Volante
D. Rotariu,10,1712,GRE,2023,Extremo
D. Samassékou,8,945,GRE,2023,Segundo Volante
D. Szymański,7,2523,GRE,2023,Primeiro Volante
D. Vida,4,3031,GRE,2023,Zagueiro
David Carmona,1,2081,GRE,2023,Lateral
David Simón,1,2820,GRE,2023,Lateral
Douglas Augusto,7,2546,GRE,2023,Primeiro Volante
E. Gaggi,7,1229,GRE,2023,Primeiro Volante
E. Hajisafi,1,2666,GRE,2023,Lateral
E. Larsson,1,2983,GRE,2023,Lateral
E. Pantelakis,4,2115,GRE,2023,Zagueiro
E. Šakić,8,2324,GRE,2023,Segundo Volante
E. Zukanović,4,1437,GRE,2023,Zagueiro
Eder González,7,2886,GRE,2023,Primeiro Volante
F. Álvarez,1,2499,GRE,2023,Lateral
F. Antunes,4,1126,GRE,2023,Zagueiro
F. Bertoglio,12,977,GRE,2023,Atacante
F. Gino,8,1508,GRE,2023,Segundo Volante
F. Ioannidis,12,1759,GRE,2023,Atacante
F. Sánchez,1,975,GRE,2023,Lateral
Fabiano,4,2997,GRE,2023,Zagueiro
Felipe Pires,9,992,GRE,2023,Meia
Frederico Duarte,10,1529,GRE,2023,Extremo
G. Anestis,0,2064,GRE,2023,Goleiro
G. Athanasiadis,0,2946,GRE,2023,Goleiro
G. Gianniotas,10,1050,GRE,2023,Extremo
G. Konstantelias,9,2325,GRE,2023,Meia
G. Kornezos,4,2027,GRE,2023,Zagueiro
G. Kotsiras,1,2012,GRE,2023,Lateral
G. Liavas,1,1073,GRE,2023,Lateral
G. Manousos,12,1224,GRE,2023,Atacante
G. Masouras,10,1398,GRE,2023,Extremo
G. Migas,1,2810,GRE,2023,Lateral
G. Nikas,12,2253,GRE,2023,Atacante
G. Pamlidis,10,2052,GRE,2023,Extremo
G. Paz,4,1101,GRE,2023,Zagueiro
G. Robail,10,2695,GRE,2023,Extremo
G. THorarinsson,1,1969,GRE,2023,Lateral
G. Tzavellas,4,1005,GRE,2023,Zagueiro
G. Valerianos,1,2359,GRE,2023,Lateral
G. Vrakas,10,2018,GRE,2023,Extremo
H. Magnússon,4,2123,GRE,2023,Zagueiro
H. Moukoudi,4,2532,GRE,2023,Zagueiro
H. Sy,1,953,GRE,2023,Lateral
Hugo Sousa,4,1356,GRE,2023,Zagueiro
Hwang In-Beom,8,2881,GRE,2023,Segundo Volante
I. Chatzitheodoridis,1,1133,GRE,2023,Lateral
I. Goranov,1,1547,GRE,2023,Lateral
Iker Bilbao,8,1381,GRE,2023,Segundo Volante
J. Barrales,12,2017,GRE,2023,Atacante
J. Barrientos,7,1948,GRE,2023,Primeiro Volante
J. Bartolo,12,1306,GRE,2023,Atacante
J. Brabec,4,2156,GRE,2023,Zagueiro
J. Díaz,8,2224,GRE,2023,Segundo Volante
J. Iturbe,10,1663,GRE,2023,Extremo
J. Jønsson,7,2503,GRE,2023,Primeiro Volante
J. Mårtensson,7,1834,GRE,2023,Primeiro Volante
J. Morsay,10,1285,GRE,2023,Extremo
J. Munafo,8,1893,GRE,2023,Segundo Volante
J. Pirinen,4,1569,GRE,2023,Zagueiro
J. Rodríguez,9,1497,GRE,2023,Meia
J. Une-Larsson,4,2969,GRE,2023,Zagueiro
Joan Sastre,1,1834,GRE,2023,Lateral
Joao Escoval,4,2796,GRE,2023,Zagueiro
João Pedro,12,953,GRE,2023,Atacante
Jon Toral,9,1657,GRE,2023,Meia
José Alberto Cañas,7,2200,GRE,2023,Primeiro Volante
Juankar,1,2852,GRE,2023,Lateral
Julián,0,3024,GRE,2023,Goleiro
K. Apostolakis,1,1531,GRE,2023,Lateral
K. Balogiannis,1,1712,GRE,2023,Lateral
K. Doumtsios,12,1552,GRE,2023,Atacante
K. Fortounis,9,1666,GRE,2023,Meia
K. Koulierakis,4,2360,GRE,2023,Zagueiro
K. Narey,10,2257,GRE,2023,Extremo
K. Papadopoulos,4,909,GRE,2023,Zagueiro
K. Rosero,10,1491,GRE,2023,Extremo
L. Abanda,1,1366,GRE,2023,Lateral
L. Choutesiotis,0,3243,GRE,2023,Goleiro
L. De Bock,1,2818,GRE,2023,Lateral
L. García,12,2522,GRE,2023,Atacante
L. Lyratzis,1,1068,GRE,2023,Lateral
L. Palma,12,1798,GRE,2023,Atacante
L. Rota,1,2608,GRE,2023,Lateral
L. Shengelia,10,1934,GRE,2023,Extremo
Léo Tilica,12,1693,GRE,2023,Atacante
Luis Perea,8,1570,GRE,2023,Segundo Volante
M. Bakić,9,1141,GRE,2023,Meia
M. Chirinos,10,1114,GRE,2023,Extremo
M. Deletić,12,2782,GRE,2023,Atacante
M. Gaćinović,10,2148,GRE,2023,Extremo
M. García,9,2482,GRE,2023,Meia
M. Gardawski,1,1106,GRE,2023,Lateral
M. Iglesias,7,1557,GRE,2023,Primeiro Volante
M. Lovera,10,1533,GRE,2023,Extremo
M. Marković,0,1365,GRE,2023,Goleiro
M. Mellado,8,2350,GRE,2023,Segundo Volante
M. Odubajo,1,2038,GRE,2023,Lateral
M. Peersman,1,2291,GRE,2023,Lateral
M. Tzavidas,12,1119,GRE,2023,Atacante
M. Vichos,1,1494,GRE,2023,Lateral
Manu García,9,1217,GRE,2023,Meia
N. Alho,1,3102,GRE,2023,Lateral
N. Amrabat,10,1799,GRE,2023,Extremo
N. Dago,10,922,GRE,2023,Extremo
N. Dicko,12,2349,GRE,2023,Atacante
N. Eliasson,10,1277,GRE,2023,Extremo
N. Karelis,12,2224,GRE,2023,Atacante
N. Mezquida,9,1090,GRE,2023,Meia
N. Nkoulou,4,1225,GRE,2023,Zagueiro
N. Papadopoulos,0,2515,GRE,2023,Goleiro
N. Vergos,12,1200,GRE,2023,Atacante
Nélson Oliveira,12,2146,GRE,2023,Atacante
O. Ba,4,1528,GRE,2023,Zagueiro
O. El Kaddouri,9,962,GRE,2023,Meia
O. Ožegović,12,2037,GRE,2023,Atacante
O. Pineda,9,2684,GRE,2023,Meia
O. Reabciuk,1,2805,GRE,2023,Lateral
P. Bahanack,4,1199,GRE,2023,Zagueiro
P. Etebo,7,2160,GRE,2023,Primeiro Volante
P. Liagas,4,1678,GRE,2023,Zagueiro
P. Mantalos,12,1022,GRE,2023,Atacante
P. Tsintotas,0,1417,GRE,2023,Goleiro
P. Tzimas,10,1576,GRE,2023,Extremo
P. Vouros,4,2788,GRE,2023,Zagueiro
Paolo Fernandes,10,1550,GRE,2023,Extremo
Paulo Vinícius,4,2110,GRE,2023,Zagueiro
Pep Biel,10,2364,GRE,2023,Extremo
Pepe Castaño,4,2882,GRE,2023,Zagueiro
Pichu Atienza,4,2112,GRE,2023,Zagueiro
R. Erramuspe,4,3020,GRE,2023,Zagueiro
Rafa Soares,1,2502,GRE,2023,Lateral
Rodinei,1,1826,GRE,2023,Lateral
Rubén Martínez,10,1149,GRE,2023,Extremo
Rubén Pérez,7,3197,GRE,2023,Primeiro Volante
S. Araújo,12,2575,GRE,2023,Atacante
S. Fridjónsson,9,1323,GRE,2023,Meia
S. Hammond,8,2012,GRE,2023,Segundo Volante
S. Ingason,4,2943,GRE,2023,Zagueiro
S. M'Bakata,1,1693,GRE,2023,Lateral
S. Mladen,7,2699,GRE,2023,Primeiro Volante
S. Palacios,10,2635,GRE,2023,Extremo
S. Panagiotou,1,1408,GRE,2023,Lateral
S. Papastathopoulos,4,2521,GRE,2023,Zagueiro
S. Pilios,1,2249,GRE,2023,Lateral
S. Schwab,7,1707,GRE,2023,Primeiro Volante
S. Stroungis,4,1115,GRE,2023,Zagueiro
S. Tsiloulis,10,1861,GRE,2023,Extremo
S. Zuber,12,1335,GRE,2023,Atacante
Sebá,10,1745,GRE,2023,Extremo
Sito,10,1719,GRE,2023,Extremo
T. De Vincenti,12,1385,GRE,2023,Atacante
T. Garavelis,0,915,GRE,2023,Goleiro
T. Mavrommatis,4,1431,GRE,2023,Zagueiro
T. Pasalidis,4,1832,GRE,2023,Zagueiro
T. Tsapras,1,2544,GRE,2023,Lateral
T. Tsokanis,7,2123,GRE,2023,Primeiro Volante
T. Tzandaris,8,2247,GRE,2023,Segundo Volante
Thierry Moutinho,12,1496,GRE,2023,Atacante
Tiago Dantas,7,2112,GRE,2023,Primeiro Volante
V. Darida,8,1890,GRE,2023,Segundo Volante
V. Kjartansson,12,1721,GRE,2023,Atacante
V. Klonaridis,11,1504,GRE,2023,Extremo
V. Mantzis,12,2747,GRE,2023,Atacante
V. Slivka,8,2183,GRE,2023,Segundo Volante
W. Kechrida,1,2910,GRE,2023,Lateral
Xesc Regis,10,1819,GRE,2023,Extremo
Y. El-Arabi,12,1181,GRE,2023,Atacante
Y. M'Vila,8,2780,GRE,2023,Segundo Volante
Z. Karachalios,7,2005,GRE,2023,Primeiro Volante
Z. Machach,9,1114,GRE,2023,Meia
Z. Šarlija,4,1755,GRE,2023,Zagueiro
A. Auassar,4,2168,HOL,2023,Zagueiro
A. Bangura,1,2646,HOL,2023,Lateral
A. Colassin,10,945,HOL,2023,Extremo
A. El Ghazi,10,1282,HOL,2023,Extremo
A. El Messaoudi,8,1514,HOL,2023,Segundo Volante
A. Ferati,8,1606,HOL,2023,Segundo Volante
A. Jahanbakhsh,10,1335,HOL,2023,Extremo
A. Noppert,0,1930,HOL,2023,Goleiro
A. Obispo,4,1852,HOL,2023,Zagueiro
A. Sarr,12,1755,HOL,2023,Atacante
A. Tahiri,7,2939,HOL,2023,Primeiro Volante
A. Verschueren,8,3070,HOL,2023,Segundo Volante
André Ramalho,4,2007,HOL,2023,Zagueiro
B. Adekanye,10,2259,HOL,2023,Extremo
B. Benamar,4,2216,HOL,2023,Zagueiro
B. Białek,12,1635,HOL,2023,Atacante
B. Brobbey,12,1799,HOL,2023,Atacante
B. Dost,12,1586,HOL,2023,Atacante
B. Johnsen,12,933,HOL,2023,Atacante
B. Kuipers,1,2078,HOL,2023,Lateral
B. Ould-Chikh,10,1023,HOL,2023,Extremo
B. Plat,1,2377,HOL,2023,Lateral
B. van Rooij,1,3234,HOL,2023,Lateral
B. Vriends,4,3075,HOL,2023,Zagueiro
C. Arcus,1,2722,HOL,2023,Lateral
C. Bassey,4,1992,HOL,2023,Zagueiro
C. Bozdogan,8,1950,HOL,2023,Segundo Volante
C. Driouech,10,2472,HOL,2023,Extremo
C. Eiting,8,3289,HOL,2023,Segundo Volante
C. Gakpo,10,1206,HOL,2023,Extremo
C. Twigt,8,1366,HOL,2023,Segundo Volante
C. Verdonk,4,1048,HOL,2023,Zagueiro
D. Abels,1,1626,HOL,2023,Lateral
D. Blind,1,1034,HOL,2023,Lateral
D. de Wit,9,1279,HOL,2023,Meia
D. Erdoğan,7,1848,HOL,2023,Primeiro Volante
D. Hancko,4,2946,HOL,2023,Zagueiro
D. Klaassen,8,2232,HOL,2023,Segundo Volante
D. Mirani,4,2822,HOL,2023,Zagueiro
D. Murkin,1,3107,HOL,2023,Lateral
D. Oroz,4,1107,HOL,2023,Zagueiro
D. Proper,7,2950,HOL,2023,Primeiro Volante
D. Rensch,1,2161,HOL,2023,Lateral
D. Schmidt,1,1797,HOL,2023,Lateral
D. Siovas,4,2060,HOL,2023,Zagueiro
D. Tadić,12,3203,HOL,2023,Atacante
D. Van den Buijs,4,2014,HOL,2023,Zagueiro
D. van Kaam,8,2465,HOL,2023,Segundo Volante
D. van Mieghem,10,2031,HOL,2023,Extremo
Danilo,12,1453,HOL,2023,Atacante
Deroy Duarte,7,1570,HOL,2023,Primeiro Volante
E. Álvarez,7,2812,HOL,2023,Primeiro Volante
E. Cornelisse,4,1471,HOL,2023,Zagueiro
É. Gutiérrez,7,1626,HOL,2023,Primeiro Volante
E. Linthorst,8,1571,HOL,2023,Segundo Volante
E. Llansana,8,1225,HOL,2023,Segundo Volante
E. Tavsan,10,2686,HOL,2023,Extremo
E. Vaessen,0,3155,HOL,2023,Goleiro
F. Antonucci,10,976,HOL,2023,Extremo
F. Jozefzoon,12,1057,HOL,2023,Atacante
F. Krüger,12,1222,HOL,2023,Atacante
F. Smand,4,1879,HOL,2023,Zagueiro
F. Stanković,0,3223,HOL,2023,Goleiro
F. Stokkers,12,1305,HOL,2023,Atacante
G. Cox,1,2322,HOL,2023,Lateral
G. Nauber,4,1250,HOL,2023,Zagueiro
G. Oristanio,12,2067,HOL,2023,Atacante
G. Rulli,0,1853,HOL,2023,Goleiro
G. Smal,1,3616,HOL,2023,Lateral
G. Til,9,1906,HOL,2023,Meia
G. Trauner,4,1734,HOL,2023,Zagueiro
G. Vidović,10,1309,HOL,2023,Extremo
H. ter Avest,1,1040,HOL,2023,Lateral
H. Veerman,12,1483,HOL,2023,Atacante
H. Verhulst,0,1563,HOL,2023,Goleiro
I. Bel Hassani,8,1411,HOL,2023,Segundo Volante
I. Cissoko,10,993,HOL,2023,Extremo
I. Lidberg,12,2966,HOL,2023,Atacante
I. Määttä,1,2902,HOL,2023,Lateral
I. Pandur,0,3046,HOL,2023,Goleiro
I. Sangaré,7,2518,HOL,2023,Primeiro Volante
