Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
978,André Luiz,Olympiacos Piraeus,Rio Ave,"RWF, RW",RWF,11,24,0,2030-06-30,19,1609,Brazil,Brazil,left,185,74,no,5.761800000000001,3.52,3.18942,1.12,1.96,0.31,1.008,17.5,0.11,0.89,0.84,0.45,0.45,POR1,Testing,2026,0.5064611367156227,0.5028744838286213,0.5046678102721219
979,Brenner,Santa Clara,Santa Clara,"RW, RWF, RAMF",RW,10,24,0,2028-06-30,28,1347,Brazil,Brazil,right,171,0,no,5.343999,3.61,3.33961,0.67,2.14,0.15,0.46672,0.0,0.18,1.34,0.87,1.07,0.6,POR1,Testing,2026,0.3698430178352017,0.3738136566387488,0.3718283372369753
980,Cedric Teguia,Moreirense,Moreirense,"RW, RAMF, RB",RW,10,24,500000,2028-06-30,21,956,Cameroon,"Cameroon, Spain",left,180,74,no,3.106125,0.85,1.412613,0.09,1.41,0.04,0.09443499999999999,0.0,0.06,0.94,1.13,0.85,0.38,POR1,Testing,2026,0.1758406640379126,0.1606434923969108,0.1682420782174117
981,Figueiredo,Alverca,Alverca,"RWF, LWF, RW",RWF,11,24,0,2028-06-30,27,1996,Brazil,Brazil,right,178,70,no,5.411359999999999,2.57,2.118088,0.86,1.49,0.23,0.8122400000000001,15.385,0.08,0.95,0.86,0.9,0.45,POR1,Testing,2026,0.4287463080311121,0.4407805044720471,0.4347634062515796
982,Telmo Arcanjo,Vitória Guimarães,Vitória Guimarães,"RAMF, RW",RAMF,10,25,800000,2027-06-30,29,1383,Cape Verde Islands,"Cape Verde Islands, Portugal",left,180,75,no,4.100618,1.37,2.019105,0.39,1.11,0.08,0.5867999999999999,4.0,0.17,1.56,0.39,1.63,0.65,POR1,Testing,2026,0.38595747124604,0.3872815161499372,0.3866194936979885
983,A. Moreira,Gil Vicente,Gil Vicente,"LW, LAMF",LW,10,25,0,2026-12-31,21,1121,Uruguay,Uruguay,right,0,0,yes,4.415068,3.37,2.730882,0.96,1.53,0.14,0.6430929999999999,7.692,0.14,1.04,1.04,0.88,0.56,POR1,Testing,2026,0.3951445517007874,0.390717852992388,0.3929312023465876
984,Miguel Puche,Arouca,Arouca,"LAMF, RWB, RB",LAMF,10,25,400000,2028-06-30,27,921,Spain,Spain,right,179,74,no,2.345597,1.37,0.7817399999999999,0.0,1.66,0.14,0.685,7.143,0.04,0.98,0.2,0.59,0.0,POR1,Testing,2026,0.2789293281182041,0.2538996557004916,0.2664144919093479
985,G. Neiva,AVS ,AVS ,"LW, LAMF, RB",LW,10,25,0,2027-06-30,24,1041,Brazil,Brazil,,0,0,no,3.11328,1.99,1.125509,0.52,1.56,0.17,0.690604,10.526,0.09,0.52,0.61,0.52,0.35,POR1,Testing,2026,0.3073180477682539,0.3004095941947133,0.3038638209814836
986,Sorriso,Famalicão,Famalicão,"LAMF, LW, LWF",LAMF,10,25,2500000,2029-06-30,33,2997,Brazil,Brazil,right,176,67,no,5.014,3.39,2.369994,0.15,1.95,0.23,0.600048,9.259,0.16,1.05,1.05,0.63,0.36,POR1,Testing,2026,0.4036646449257175,0.4049983004283497,0.4043314726770335
987,Borja Sainz,Porto,Porto,"LWF, LW, LAMF",LWF,11,25,0,2030-06-30,30,1761,Spain,Spain,right,174,75,no,2.963037,3.48,1.586029,0.2,1.94,0.29,0.9191999999999999,10.638,0.09,0.66,1.33,0.31,0.2,POR1,Testing,2026,0.3780802871020132,0.3882189292931468,0.38314960819758
988,Geny Catamo,Sporting CP,Sporting CP,"RAMF, RW",RAMF,10,25,0,2028-06-30,29,2082,Mozambique,Mozambique,left,173,69,no,5.230764000000001,3.59,3.328968,0.56,2.81,0.17,0.995128,12.245,0.17,1.3,1.99,0.91,0.69,POR1,Testing,2026,0.5274556829495979,0.5064492323941351,0.5169524576718665
989,M. Aïko,Tondela,Tondela,"LW, LAMF",LW,10,25,0,,18,1160,France,"France, Côte d'Ivoire",right,180,72,no,4.111335,2.48,2.71352,0.54,1.63,0.19,0.6190169999999999,5.263,0.14,0.93,0.54,1.55,0.39,POR1,Testing,2026,0.3947557874058178,0.3994887170163217,0.3971222522110697
990,Chiquinho,Alverca,Alverca,"LWF, LW",LWF,11,26,3000000,2028-06-30,20,1563,Portugal,"Portugal, Cape Verde Islands",right,175,72,no,7.195991999999999,2.02,3.05404,0.52,1.44,0.2,0.345697,9.524,0.25,1.21,0.86,0.46,0.52,POR1,Testing,2026,0.3569591378460008,0.3795388012657998,0.3682489695559003
991,M. Ayomide,Estrela Amadora,Estrela Amadora,"RWF, RAMF, RW",RWF,11,26,1000000,2028-06-30,31,2769,Nigeria,Nigeria,left,178,73,no,4.256928,1.59,1.62609,0.46,1.79,0.17,0.358803,11.905,0.18,1.2,1.5,1.01,0.72,POR1,Testing,2026,0.3976830092361644,0.3984621842867055,0.3980725967614349
992,N. Djouahra,Arouca,Arouca,"LAMF, LW",LAMF,10,26,800000,2027-06-30,34,2922,France,"France, Algeria",right,172,67,no,1.692602,1.05,1.26498,0.18,1.6,0.07,0.55535,12.766,0.08,0.99,0.65,0.77,0.25,POR1,Testing,2026,0.2939012104623736,0.2809823026547305,0.287441756558552
993,Rodrigo Zalazar,Sporting Braga,Sporting Braga,"RWF, CF, AMF",RWF,11,26,0,2028-06-30,28,2134,Spain,"Spain, Uruguay",right,178,73,no,5.861625,2.87,2.784954,0.42,1.77,0.51,1.138196,24.615,0.22,1.31,1.64,1.01,0.63,POR1,Testing,2026,0.7021790208118869,0.6893403957689304,0.6957597082904086
994,A. Trezza,Arouca,Arouca,"RAMF, RW, CF",RAMF,10,26,700000,2027-06-30,32,2518,Uruguay,"Uruguay, Italy",right,166,59,no,1.716141,2.04,0.7894619999999999,0.39,1.72,0.18,0.715484,20.0,0.08,0.79,0.46,0.89,0.46,POR1,Testing,2026,0.4424653250183604,0.4106372005641113,0.4265512627912358
995,Vinícius Lopes,Santa Clara,Santa Clara,"LWF, LW, RAMF",LWF,11,27,450000,2028-06-30,28,1673,Brazil,Brazil,right,180,75,no,4.789280000000001,2.21,2.474775,0.27,1.78,0.21,0.7516210000000001,13.043,0.05,0.65,0.7,0.27,0.16,POR1,Testing,2026,0.3311777808812733,0.3332555320691476,0.3322166564752104
996,D. Špikić,Rio Ave,Rio Ave,"LAMF, LW, LWF",LAMF,10,27,2000000,2028-06-30,30,1883,Croatia,Croatia,right,183,78,no,4.1111,2.34,1.67168,0.67,1.53,0.15,0.431317,6.897,0.11,0.86,0.86,0.29,0.38,POR1,Testing,2026,0.2707724193254101,0.2630260969016197,0.2668992581135149
997,Maranhão,Tondela,Tondela,"RW, RAMF",RW,10,27,175000,2026-06-30,33,2620,Brazil,Brazil,right,172,67,no,3.399760000000001,2.61,0.9943679999999999,0.34,2.2,0.28,0.8605799999999999,9.836,0.11,0.72,0.72,0.76,0.45,POR1,Testing,2026,0.4069556715330843,0.4077883482666013,0.4073720098998427
998,Pedro Gonçalves,Sporting CP,Sporting CP,"LAMF, LW, AMF",LAMF,10,27,0,2030-06-30,27,2107,Portugal,Portugal,right,173,77,no,3.290595,3.59,1.878453,0.13,0.94,0.45,1.409044,17.568,0.21,1.71,1.92,0.51,0.56,POR1,Testing,2026,0.6104293043061051,0.6330091346299102,0.6217192194680076
999,Paulinho Bóia,Nacional,Nacional,"LW, LAMF, LWF",LW,10,27,700000,2026-06-30,33,3070,Brazil,Brazil,right,171,64,no,4.868172,2.17,2.699837,0.7,2.46,0.14,0.7324620000000001,7.018,0.13,1.14,0.91,0.59,0.44,POR1,Testing,2026,0.3578493029082516,0.3611742070548999,0.3595117549815757
1000,J. Livolant,Casa Pia AC,Casa Pia AC,"RWF, RW",RWF,11,28,1500000,2027-06-30,33,3017,France,France,right,175,70,no,3.4316,1.88,1.579648,0.27,2.12,0.15,0.476486,6.522,0.11,0.87,0.57,1.07,0.48,POR1,Testing,2026,0.3339066329295854,0.322412887561621,0.3281597602456032
1001,Pepê,Porto,Porto,"RWF, RW, LWF",RWF,11,29,30000000,2028-06-30,30,2375,Brazil,"Brazil, Italy",right,175,72,no,3.714436,2.24,1.82,0.45,1.82,0.13,0.265,10.714,0.15,1.44,2.12,1.29,0.68,POR1,Testing,2026,0.3971391042901418,0.3967807028001518,0.3969599035451468
1002,Gil Dias,Famalicão,Famalicão,"RW, RAMF, RWF",RW,10,29,900000,2027-06-30,33,2701,Portugal,Portugal,left,185,78,no,4.363631999999999,3.1,2.23344,0.53,2.17,0.12,0.49997,7.843,0.19,1.07,1.47,1.23,0.57,POR1,Testing,2026,0.3944393912356319,0.3997975554593121,0.3971184733474719
1003,Witi,Nacional,Nacional,"RW, RWF, RCMF",RW,10,29,850000,2028-06-30,26,1096,Mozambique,"Mozambique, Portugal",left,177,66,no,3.368120000000001,2.05,1.723053,0.33,1.56,0.18,0.32942,5.882,0.15,0.9,0.57,0.82,0.82,POR1,Testing,2026,0.3270895088770646,0.3418515079276034,0.3344705084023339
1004,I. Cavaleiro,Zürich,Tondela,"LAMF, LWF, LW",LAMF,10,32,2000000,2026-06-30,13,921,Portugal,"Portugal, Angola",right,175,72,no,3.421018,2.15,1.75812,0.0,2.15,0.3,0.39153,10.526,0.17,1.37,0.88,1.07,0.49,POR1,Testing,2026,0.4013925310430521,0.4214642486177916,0.4114283898304217
1005,Ricardo Horta,Sporting Braga,Sporting Braga,"LWF, AMF, CF",LWF,11,31,15000000,2028-06-30,28,2340,Portugal,Portugal,right,173,58,no,1.07695,3.42,0.347166,0.04,0.58,0.39,1.153356,24.138,0.25,1.88,1.31,0.42,0.27,POR1,Testing,2026,0.6431812042573609,0.63302806680041,0.6381046355288854
1006,Murilo,Gil Vicente,Gil Vicente,"RW, RAMF",RW,10,31,1200000,2028-06-30,32,2772,Brazil,Brazil,left,177,71,no,3.63855,2.5,2.177604,0.49,1.79,0.35,0.975078,15.278,0.1,1.1,1.1,1.14,0.23,POR1,Testing,2026,0.4615482744933208,0.4800528728528539,0.4708005736730873
1007,Kiko Bondoso,Moreirense,Moreirense,"LW, LAMF, LWF",LW,10,30,600000,2027-06-30,31,2146,Portugal,Portugal,right,169,66,no,2.854208,1.59,1.302,0.17,2.14,0.04,0.085,0.0,0.08,0.96,0.92,0.5,0.38,POR1,Testing,2026,0.1401544753200345,0.1495903235167811,0.1448723994184078
1008,Victor Sá,Krasnodar,Krasnodar,LAMF,LAMF,10,32,2000000,2026-06-30,22,1723,Brazil,Brazil,right,178,72,no,3.220676999999999,3.44,0.9276869999999999,0.05,1.31,0.31,0.546132,15.385,0.08,1.04,1.37,0.44,0.33,RUS,Testing,2026,0.3425508860003746,0.3790357923200386,0.3607933391602066
1009,M. Ngamaleu,Dinamo Moskva,Dinamo Moskva,"RAMF, LWF, LAMF",RAMF,10,31,4500000,2026-06-30,21,1263,Cameroon,Cameroon,right,181,75,no,4.561438,2.64,2.0643,0.21,2.57,0.21,0.497792,22.222,0.11,0.86,1.21,0.57,0.21,RUS,Testing,2026,0.4259556093964149,0.422463578663536,0.4242095940299754
1010,A. Zinkovskiy,Sochi,Sochi,"LW, LAMF, LWF",LW,10,30,3000000,2027-06-30,28,1841,Russia,Russia,right,175,67,yes,4.485908,1.34,2.939288,0.36,1.65,0.07,0.308592,7.143,0.14,1.08,0.72,1.86,0.46,RUS,Testing,2026,0.3470837585861111,0.3509965790414151,0.3490401688137631
1011,Z. Bakaev,Lokomotiv Moskva,Lokomotiv Moskva,"RAMF, RWF, RW",RAMF,10,29,2000000,2029-06-30,25,1708,Russia,Russia,left,180,77,no,5.32043,4.48,2.742066,0.53,1.32,0.14,0.527544,10.345,0.19,1.21,2.21,1.32,0.74,RUS,Testing,2026,0.4607679543171962,0.4808900146993577,0.4708289845082769
1012,R. Ezhov,Sochi,Sochi,"RW, RAMF, RWF",RW,10,28,0,2028-06-30,18,952,Russia,Russia,left,181,74,no,2.50206,1.54,1.345227,0.29,2.12,0.02,0.1,0.0,0.11,1.15,1.15,1.35,0.38,RUS,Testing,2026,0.2458573669066536,0.2211437890812475,0.2335005779939505
1013,M. Kramarič,Sochi,Sochi,"RW, CF, AMF",RW,10,28,800000,2026-06-30,19,1492,Slovenia,Slovenia,right,178,72,no,2.546123,2.1,1.271044,0.25,1.27,0.26,0.511968,26.667,0.02,0.38,0.57,0.19,0.06,RUS,Testing,2026,0.3686285109975168,0.373427880263859,0.3710281956306879
1014,I. Akhmetov,Krylya Sovetov,Krylya Sovetov,"LWF, LCMF, AMF",LWF,11,28,2500000,2027-06-30,23,1470,Kyrgyzstan,"Kyrgyzstan, Russia",right,173,67,yes,2.202096,1.29,0.797974,0.06,0.8,0.05,0.182709,9.091,0.14,1.35,0.8,0.31,0.43,RUS,Testing,2026,0.2034443832151171,0.2191749924690293,0.2113096878420732
1015,D. Lesovoy,Nizhny Novgorod,Nizhny Novgorod,"LWF, LW, LAMF",LWF,11,28,1500000,2028-06-30,25,1501,Russia,"Russia, Ukraine",right,177,71,no,4.796036,1.92,2.82015,0.24,1.38,0.18,0.840048,13.636,0.07,0.78,0.9,0.9,0.24,RUS,Testing,2026,0.3739760505936916,0.3752753303658914,0.3746256904797914
1016,João Batxi,Krasnodar,Krasnodar,"RAMF, LAMF",RAMF,10,28,0,2029-06-30,30,2218,Portugal,"Portugal, Angola",right,174,69,no,3.06936,2.86,1.367118,0.21,1.41,0.13,0.332949,6.452,0.18,1.24,1.45,0.95,0.79,RUS,Testing,2026,0.3454610706955978,0.3563091479960278,0.3508851093458127
1017,D. Krugovoy,CSKA Moskva,CSKA Moskva,"RAMF, RW, LB",RAMF,10,28,1800000,2028-06-30,30,2690,Russia,Russia,left,175,70,no,2.173598,2.01,1.26984,0.1,1.97,0.13,0.5678690000000001,12.766,0.14,1.04,0.97,1.3,0.54,RUS,Testing,2026,0.3996123110392328,0.4037504530099,0.4016813820245664
1018,I. Oleynikov,Krylya Sovetov,Krylya Sovetov,"LAMF, CF, RWF",LAMF,10,27,1300000,2027-06-30,25,1597,Russia,Russia,right,178,70,no,2.929762,2.99,1.29591,0.85,1.01,0.31,1.071395,10.638,0.08,0.73,1.18,0.51,0.45,RUS,Testing,2026,0.3748472472842405,0.4006034386697481,0.3877253429769942
1019,A. Rudenko,Lokomotiv Moskva,Lokomotiv Moskva,"LAMF, LW, RWF",LAMF,10,27,1000000,2028-06-30,28,2201,Russia,Russia,left,173,71,no,1.63455,3.97,0.652705,0.16,1.92,0.3,0.532048,16.279,0.11,0.82,0.9,0.78,0.45,RUS,Testing,2026,0.4203569745333389,0.4249407933469939,0.4226488839401663
1020,M. Glushenkov,Zenit,Zenit,"RAMF, AMF, RW",RAMF,10,26,0,2028-06-30,27,2090,Russia,Russia,left,181,75,no,4.307078,4.35,1.983068,0.22,1.38,0.24,1.248759,14.516,0.23,1.89,2.11,0.9,0.43,RUS,Testing,2026,0.547370978672976,0.5614476650632899,0.554409321868133
1021,Marquinhos,Spartak Moskva,Spartak Moskva,"LAMF, LWF, LW",LAMF,10,26,0,2029-06-30,26,1975,Brazil,Brazil,right,165,71,no,5.057382,3.69,2.867994,0.23,1.82,0.3,0.818728,9.804,0.13,1.18,1.55,1.09,0.55,RUS,Testing,2026,0.4856244529779042,0.4912880879769115,0.4884562704774078
1022,Bitello,Dinamo Moskva,Dinamo Moskva,"LWF, AMF, LCMF",LWF,11,26,0,2031-06-30,27,2541,Brazil,Brazil,right,179,70,no,3.259375,2.94,0.78,0.11,3.12,0.15,0.9210629999999999,10.169,0.18,2.23,1.35,0.53,0.39,RUS,Testing,2026,0.4019884690938252,0.4236811236464397,0.4128347963701324
1023,L. Sadulaev,Akhmat Grozny,Akhmat Grozny,"LAMF, LW, RAMF",LAMF,10,26,2500000,2028-06-30,28,2214,Russia,Russia,left,179,65,no,5.69016,2.85,2.72288,0.49,1.54,0.14,0.285405,2.564,0.15,1.34,1.18,0.53,0.41,RUS,Testing,2026,0.2659884472511922,0.2966009371791764,0.2812946922151843
1024,N. Titkov,Baltika,Baltika,"RWF, RCMF, LCMF",RWF,11,25,200000,2028-06-30,28,1932,Russia,Russia,right,177,67,no,2.514764,2.19,0.886704,0.19,0.56,0.15,0.233352,7.407,0.12,1.16,0.84,0.56,0.37,RUS,Testing,2026,0.2393175043917414,0.2398224769480858,0.2395699906699136
1025,Luiz Henrique,Zenit,Zenit,"RAMF, LAMF, RW",RAMF,10,25,12000000,2028-12-31,28,2172,Brazil,Brazil,left,182,77,no,5.635928,3.85,2.612984,0.21,1.45,0.31,0.6641800000000001,11.321,0.11,0.91,1.24,0.62,0.33,RUS,Testing,2026,0.4033533656961215,0.4104789640728747,0.406916164884498
1026,M. Petrov,Baltika,Baltika,"RWF, LWF, RW",RWF,11,25,500000,2030-06-30,26,2180,Russia,Russia,right,169,59,no,3.6747,2.19,1.773684,0.21,1.2,0.21,0.6183710000000001,17.073,0.08,0.87,0.91,0.29,0.37,RUS,Testing,2026,0.3538301106330595,0.338436767111529,0.3461334388722942
1027,P. Solari,Spartak Moskva,Spartak Moskva,"RAMF, RWF, RW",RAMF,10,25,0,2029-06-30,28,2039,Argentina,Argentina,right,178,78,no,4.809294,4.5,3.710265,0.22,2.21,0.31,0.97313,15.385,0.23,1.59,1.77,1.81,0.88,RUS,Testing,2026,0.6556438242362499,0.6488394673578651,0.6522416457970575
1028,R. Bezrukov,Rubin Kazan',Rubin Kazan',"RWF, LWF, LB",RWF,11,24,900000,2029-06-30,24,1234,Russia,Russia,right,175,65,no,2.406075,2.26,1.530924,0.15,1.02,0.11,0.363297,6.667,0.05,0.44,0.51,0.44,0.29,RUS,Testing,2026,0.2004256938515362,0.1890539337625909,0.1947398138070635
1029,M. Samorodov,Akhmat Grozny,Akhmat Grozny,"RAMF, LAMF",RAMF,10,23,1200000,2028-06-30,29,2069,Kazakhstan,Kazakhstan,right,178,63,no,4.568993,3.18,2.520804,0.3,1.26,0.19,0.6088720000000001,11.628,0.17,1.39,1.26,0.74,0.52,RUS,Testing,2026,0.4065191656042055,0.4205957117056754,0.4135574386549404
1030,Y. Gladyshev,Dinamo Moskva,Dinamo Moskva,"RAMF, RW, RWF",RAMF,10,23,1800000,2030-06-30,22,1116,Russia,Russia,left,181,74,no,2.98357,2.82,1.773054,0.08,1.69,0.18,0.482665,4.348,0.14,1.21,0.89,0.4,0.32,RUS,Testing,2026,0.2850880942873853,0.2949595506352137,0.2900238224612995
1031,E. Gürlük,Orenburg,Orenburg,"LAMF, LW, CF",LAMF,10,22,600000,2026-06-30,24,1784,Türkiye,Türkiye,right,180,70,no,5.699403,2.88,2.673103999999999,0.25,0.76,0.19,0.808291,10.256,0.09,0.86,0.71,0.96,0.55,RUS,Testing,2026,0.3962401040953905,0.4094810033597299,0.4028605537275601
1032,M. Boldyrev,Akron Togliatti,Akron Togliatti,"LWF, CF, LW",LWF,11,22,0,2030-06-30,24,1753,Russia,Russia,right,187,68,no,2.822712,3.18,1.078916,0.05,1.03,0.21,0.7175,9.375,0.07,0.56,0.56,1.03,0.26,RUS,Testing,2026,0.3560474411342785,0.3445065851667024,0.3502770131504904
1033,J. Thompson,Orenburg,Orenburg,"RAMF, RW, RWF",RAMF,10,21,1000000,2027-06-30,28,2308,Chile,"Chile, Ecuador",left,161,65,no,3.236232,2.61,1.990233,0.31,1.52,0.24,0.585,12.5,0.19,1.56,1.79,1.21,0.51,RUS,Testing,2026,0.4492638224507444,0.4789092337049951,0.4640865280778697
1034,K. Glebov,CSKA Moskva,CSKA Moskva,"LAMF, LW, LWF",LAMF,10,20,0,2028-06-30,22,1695,Russia,Russia,right,174,70,no,3.557655,2.55,1.32652,0.42,2.12,0.23,0.6893250000000001,15.152,0.06,0.58,0.8,0.48,0.37,RUS,Testing,2026,0.3536507642325202,0.3634253261453311,0.3585380451889256
1035,Sabri Dahal,Al Feiha,Al Feiha,"RAMF, RW",RAMF,10,18,0,2027-06-30,24,1643,Saudi Arabia,Saudi Arabia,unknown,0,0,no,2.301908,1.53,1.425918,0.55,1.81,0.13,0.273066,23.077,0.13,0.77,0.66,0.82,0.71,SAUD,Testing,2026,0.4113621563539424,0.4025028838492011,0.4069325201015717
1036,R. Messi, NEOM, NEOM,"RW, LW, RAMF",RW,10,19,0,2030-06-30,13,1143,France,"France, Cameroon",right,175,64,yes,3.305529,4.02,2.12565,0.63,1.57,0.14,0.707743,4.545,0.22,1.42,0.94,0.94,0.55,SAUD,Testing,2026,0.4329361294534095,0.4219595147254881,0.4274478220894488
1037,Roger,Al Ittihad,Al Ittihad,"LAMF, LWF, RAMF",LAMF,10,20,10000000,2029-06-30,15,1232,Guinea-Bissau,"Guinea-Bissau, Portugal",left,166,54,no,3.504886000000001,2.85,1.974375,0.07,3.29,0.13,0.364684,11.765,0.23,1.24,0.73,1.17,0.51,SAUD,Testing,2026,0.4179196775810669,0.4230931058382717,0.4205063917096692
1038,M. Nkota,Al Ettifaq,Al Ettifaq,"RAMF, RW, LB",RAMF,10,21,0,2028-06-30,21,1545,South Africa,South Africa,,0,0,no,1.979208,2.04,1.28324,0.23,3.03,0.08,0.291159,11.765,0.11,0.87,0.7,1.17,0.7,SAUD,Testing,2026,0.3553317850788423,0.3510146874726486,0.3531732362757455
1039,Abdulaziz Al Aliwa,Al Kholood,Al Kholood,"RW, RAMF",RW,10,22,0,,33,2623,Saudi Arabia,Saudi Arabia,right,182,62,no,4.25684,2.71,2.061276,0.27,2.92,0.1,0.44693,12.5,0.1,1.0,1.06,0.79,0.48,SAUD,Testing,2026,0.3560012554156904,0.3637543621790965,0.3598778087973934
1040,H. Alhammami,Al Shabab,Al Shabab,"RW, RAMF, LW",RW,10,22,0,2027-06-30,30,1692,Saudi Arabia,Saudi Arabia,right,164,0,no,6.064455000000001,4.36,3.827698,0.37,2.23,0.12,0.5852,4.0,0.07,0.43,1.01,0.8,0.43,SAUD,Testing,2026,0.3158827953941596,0.3250037538434297,0.3204432746187946
1041,B. İnce,Al Akhdoud,Al Akhdoud,"LW, RW, CF",LW,10,22,500000,2026-06-30,25,1537,Türkiye,Türkiye,left,181,63,no,2.517198,1.46,1.232,0.76,1.46,0.08,0.5271779999999999,4.762,0.05,0.76,0.59,0.23,0.18,SAUD,Testing,2026,0.2013062069667153,0.1898486047123878,0.1955774058395515
1042,Ali Jasim,Al Najma,Al Najma,"LW, LWF",LW,10,22,0,2027-06-30,24,1757,Iraq,Iraq,right,178,70,yes,4.201779999999999,3.07,2.81952,0.26,2.41,0.19,0.8712499999999999,10.0,0.1,0.82,0.67,0.46,0.36,SAUD,Testing,2026,0.3747750705541576,0.398529289356916,0.3866521799555367
1043,Saleh Abu Al Shamat,Al Ahli,Al Ahli,"LAMF, LWF",LAMF,10,23,50000,2028-06-30,28,978,Saudi Arabia,Saudi Arabia,right,171,0,no,3.314311000000001,3.13,2.023209,0.18,1.01,0.22,0.8271979999999999,4.762,0.23,1.47,2.94,0.92,1.01,SAUD,Testing,2026,0.5799000755949759,0.517635262618545,0.5487676691067604
1044,Biel,Al Taawon,Al Taawon,"LWF, LW, RW",LWF,11,25,4000000,2029-06-30,15,990,Brazil,Brazil,right,170,62,yes,2.818706,3.09,1.726692,0.82,1.91,0.1,0.364,10.0,0.06,0.82,0.36,0.64,0.36,SAUD,Testing,2026,0.277809663798421,0.2795482298801882,0.2786789468393046
1045,R. Enad,Al Feiha,Al Feiha,"RW, RB",RW,10,25,0,,23,919,Saudi Arabia,Saudi Arabia,unknown,0,0,no,1.762504,0.59,1.274,0.1,2.15,0.03,0.0,0.0,0.04,0.39,0.1,0.88,0.29,SAUD,Testing,2026,0.1476204212184751,0.1168617299801031,0.1322410755992891
1046,Khalid Al Ghannam,Al Ettifaq,Al Ettifaq,"LAMF, CF, LW",LAMF,10,25,500000,2028-06-30,32,2352,Saudi Arabia,Saudi Arabia,right,173,64,no,4.59192,2.68,2.638076,0.5,1.8,0.22,1.035069,30.952,0.22,1.3,1.38,0.77,0.92,SAUD,Testing,2026,0.640431103674422,0.6199534925648599,0.6301922981196408
1047,M. Hussain Sawan,Al Kholood,Al Kholood,"LW, LCMF, LAMF",LW,10,25,0,,33,2077,Saudi Arabia,Saudi Arabia,unknown,0,0,no,2.861465,2.64,1.60342,0.13,1.52,0.07,0.261146,11.765,0.09,0.56,0.95,0.61,0.52,SAUD,Testing,2026,0.2536691584714419,0.2712329201597355,0.2624510393155887
1048,Iker Kortajarena,Al Kholood,Al Kholood,"LW, CF",LW,10,25,500000,2029-06-30,16,1448,Spain,Spain,left,179,73,no,2.17356,2.3,0.8059999999999999,0.12,1.24,0.23,0.559559,4.348,0.04,0.5,0.87,0.31,0.25,SAUD,Testing,2026,0.2454378537342545,0.246961294796529,0.2461995742653917
1049,Ibrahim Bayesh,Al Dhafra,Al Riyadh,"LW, RW, LWF",LW,10,26,550000,2026-06-30,12,1132,Iraq,Iraq,right,177,67,no,2.702897999999999,1.35,1.115268,0.4,1.83,0.12,0.319968,11.111,0.03,0.48,0.56,0.56,0.24,SAUD,Testing,2026,0.2167471988984583,0.22169823883308,0.2192227188657691
1050,E. Mokwana,Al Hazem,Al Hazem,"RW, RWF, CF",RW,10,26,0,2027-06-30,24,1485,South Africa,South Africa,right,175,70,no,2.243028,2.42,1.334457,0.24,2.3,0.08,0.545,5.556,0.13,0.79,1.15,0.18,0.18,SAUD,Testing,2026,0.2730554420795113,0.2590322619900914,0.2660438520348014
1051,M. Diaby,Al Ittihad,Al Ittihad,"RAMF, RW, RWF",RAMF,10,26,55000000,2029-06-30,31,2648,France,"France, Mali",left,170,67,no,4.45086,4.04,3.435012,0.34,1.97,0.25,0.7812,7.547,0.25,1.94,1.53,1.36,0.99,SAUD,Testing,2026,0.6066647156367067,0.5901722663569775,0.598418490996842
1052,M. Maolida,Al Kholood,Al Kholood,"LW, LAMF, LWF",LW,10,27,900000,2026-06-30,11,960,France,"France, Comoros",right,181,78,no,5.718525000000001,3.94,3.565144,0.75,1.88,0.28,0.844342,14.286,0.18,1.5,1.97,0.66,0.66,SAUD,Testing,2026,0.5560784467651185,0.551056343606277,0.5535673951856976
1053,Abdullah Al Qahtani,Dhamk,Dhamk,"LW, AMF",LW,10,27,0,,26,1632,Saudi Arabia,Saudi Arabia,right,172,68,no,3.803657000000001,1.82,1.98315,0.22,1.27,0.1,0.6070260000000001,7.407,0.04,0.39,0.5,0.5,0.17,SAUD,Testing,2026,0.2432860160045804,0.2335419771782842,0.2384139965914323
1054,B. Boutobba,Al Najma,Al Najma,"RW, RWF, CF",RW,10,27,1800000,2027-06-30,28,2251,France,"France, Algeria",left,172,65,no,5.274984000000001,2.8,3.600168,0.12,2.44,0.12,0.72,6.667,0.08,0.64,0.68,0.68,0.48,SAUD,Testing,2026,0.3544144280905142,0.3433357685156415,0.3488750983030778
1055,Paolo Fernandes,Al Khaleej,Al Khaleej,"RW, LW",RW,10,27,800000,2027-06-30,28,1896,Spain,Spain,left,167,68,yes,5.220384,3.61,2.9882,0.33,2.23,0.19,0.947864,8.696,0.09,0.76,1.23,1.04,0.43,SAUD,Testing,2026,0.4204057947719749,0.4274338797326829,0.4239198372523288
