Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
1056,Nawaf Al Habashi,Al Hazem,Al Hazem,"LW, LWF, LAMF",LW,10,27,150000,,29,1979,Saudi Arabia,Saudi Arabia,right,183,71,no,4.911060000000001,3.59,2.775,0.59,1.96,0.18,0.6844480000000001,12.5,0.1,0.77,1.36,0.5,0.32,SAUD,Testing,2026,0.3633811664181847,0.3746458695496211,0.3690135179839029
1057,T. Okou,Al Riyadh,Al Riyadh,"RW, RAMF, RWF",RW,10,28,500000,2026-06-30,32,2633,France,"France, Côte d'Ivoire",left,166,64,no,5.913477,2.73,3.724112,0.51,1.85,0.12,0.5814,2.0,0.17,1.23,1.06,1.33,0.96,SAUD,Testing,2026,0.4320225513822607,0.4175081054356215,0.424765328408941
1058,Galeno,Al Ahli,Al Ahli,"LW, LAMF, LWF",LW,10,28,25000000,2028-06-30,23,2028,Brazil,"Brazil, Portugal",right,179,62,no,3.504459,3.82,2.266056,0.44,2.53,0.14,0.666208,2.326,0.26,1.24,1.29,0.93,0.62,SAUD,Testing,2026,0.4601949832755514,0.4384989222441628,0.449346952759857
1059,F. Sakala,Al Feiha,Al Feiha,"LW, LAMF, LWF",LW,10,29,6000000,2029-06-30,29,2824,Zambia,Zambia,right,178,74,no,4.620135,4.24,3.537534,0.67,3.92,0.23,0.9582920000000001,19.403,0.13,1.02,1.34,0.73,0.35,SAUD,Testing,2026,0.52845516471136,0.5232571667755631,0.5258561657434615
1060,Malcom,Al Hilal,Al Hilal,"RW, RWF, CF",RW,10,29,28000000,2027-06-30,33,3002,Brazil,"Brazil, Russia",left,171,65,no,2.81988,4.08,1.29003,0.84,2.43,0.19,0.809946,13.208,0.29,2.01,2.73,0.57,0.84,SAUD,Testing,2026,0.5934588097751593,0.5775481855882051,0.5855034976816822
1061,K. Coman,Al Nassr,Al Nassr,"RW, RAMF",RW,10,30,50000000,2028-06-30,30,2795,France,"France, Guadeloupe",right,181,75,no,5.053538,5.64,3.28272,0.39,2.45,0.39,0.9997500000000001,12.5,0.25,1.77,2.09,1.22,0.97,SAUD,Testing,2026,0.7174546109768368,0.6965094708807288,0.7069820409287828
1062,C. Bassogog,Al Akhdoud,Al Akhdoud,"RW, RAMF",RW,10,30,1500000,2026-06-30,29,2384,Cameroon,Cameroon,left,173,72,no,4.379760000000001,2.0,2.643745,0.45,3.06,0.16,0.4151159999999999,12.903,0.12,1.09,1.06,1.02,0.57,SAUD,Testing,2026,0.3863357929518928,0.3914178938506466,0.3888768434012696
1063,S. Benrahma, NEOM, NEOM,"LW, LAMF, CF",LW,10,30,20000000,2027-06-30,27,2229,Algeria,"Algeria, France",right,172,67,no,5.005202000000001,3.39,2.864628,0.16,1.57,0.33,1.291187,12.791,0.34,2.1,2.02,1.45,1.01,SAUD,Testing,2026,0.6820909277087048,0.7140809494806636,0.6980859385946842
1064,Mohammed Al Kuwaykibi,Al Taawon,Al Taawon,"RWF, RW",RWF,11,31,750000,2027-06-30,23,1622,Saudi Arabia,Saudi Arabia,left,169,65,no,3.441147,2.83,2.385454,0.06,3.33,0.19,0.498,13.333,0.2,1.44,1.5,1.28,0.83,SAUD,Testing,2026,0.4898854666740601,0.5186970218744467,0.5042912442742533
1065,Sultan Mandash,Al Hilal,Al Hilal,"RW, RWB, LW",RW,10,31,400000,2028-06-30,28,1491,Saudi Arabia,Saudi Arabia,left,172,71,no,3.20106,2.72,1.75104,0.3,2.78,0.21,0.8464120000000002,27.273,0.26,1.27,0.91,0.66,0.72,SAUD,Testing,2026,0.6041298325358234,0.5793528197504029,0.591741326143113
1066,G. Masouras,Al Khaleej,Al Khaleej,"LW, RW, CF",LW,10,32,4000000,2027-06-30,32,3039,Greece,Greece,right,184,76,yes,1.867002,3.88,1.038274,0.27,2.16,0.3,0.9159149999999999,19.697,0.12,0.95,1.15,0.56,0.38,SAUD,Testing,2026,0.5294671453776514,0.5130385677872086,0.5212528565824299
1067,Saleh Al Amri,Al Khaleej,Al Khaleej,LW,LW,10,32,650000,2028-06-30,24,1207,Saudi Arabia,Saudi Arabia,right,176,66,no,2.311508,2.16,0.597662,0.15,2.16,0.1,0.52,21.429,0.14,0.67,0.89,0.6,0.52,SAUD,Testing,2026,0.4065408630776095,0.3877309540855136,0.3971359085815614
1068,Y. Carrasco,Al Shabab,Al Shabab,"LW, LAMF, CF",LW,10,32,14000000,2027-06-30,29,2810,Belgium,"Belgium, Spain",right,181,72,no,6.118970000000001,4.9,3.650985,0.48,2.24,0.55,1.566873,17.822,0.23,1.89,1.95,0.99,0.77,SAUD,Testing,2026,0.721103725536856,0.7764145596130909,0.7487591425749733
1069,Fábio Martins,Al Hazem,Al Hazem,"LW, LCMF, LWF",LW,10,32,2800000,,33,2504,Portugal,"Portugal, Brazil",right,177,69,no,3.233384,1.47,0.8970660000000001,0.07,1.15,0.24,0.7552940000000001,7.463,0.05,0.4,0.54,0.22,0.25,SAUD,Testing,2026,0.2660016990021986,0.2647265350011842,0.2653641170016914
1070,A. Sayoud,Al Hazem,Al Hazem,"RW, RWF, CF",RW,10,35,650000,2027-06-30,19,1204,Algeria,Algeria,left,174,70,no,5.905889999999999,2.99,3.439703,0.37,1.64,0.26,0.6716279999999999,11.538,0.21,1.35,1.94,0.82,0.75,SAUD,Testing,2026,0.523917989527212,0.5094496852836761,0.516683837405444
1071,R. Mahrez,Al Ahli,Al Ahli,"RAMF, RW, RWF",RAMF,10,35,12000000,2027-06-30,27,2535,France,"France, Algeria",left,179,67,no,3.1266,2.91,1.88178,0.25,1.81,0.14,0.391168,11.111,0.25,2.27,2.34,0.92,0.67,SAUD,Testing,2026,0.493633635317576,0.4831210462750877,0.4883773407963318
1072,Salem Al Dawsari,Al Hilal,Al Hilal,"LW, LWF",LW,10,34,2000000,2027-06-30,26,2070,Saudi Arabia,Saudi Arabia,right,173,71,no,3.82381,5.13,2.089878,0.65,2.09,0.47,0.8706840000000001,15.686,0.23,1.65,2.7,1.17,0.78,SAUD,Testing,2026,0.7260408244978048,0.7105601656175977,0.7183004950577012
1073,Mansour Hamzi,Al Khaleej,Al Khaleej,"RW, RCMF, RB",RW,10,34,150000,2027-06-30,30,1595,Saudi Arabia,Saudi Arabia,right,173,71,no,1.468,1.58,0.282109,0.28,1.24,0.04,0.113322,0.0,0.06,0.34,0.39,0.39,0.17,SAUD,Testing,2026,0.08384904972528524,0.07576984427114195,0.07980944699821359
1074,S. Mané,Al Nassr,Al Nassr,"LW, LAMF, CF",LW,10,34,15000000,2027-06-30,25,2312,Senegal,Senegal,right,174,69,no,4.476075999999999,5.76,2.844082,0.19,1.6,0.38,1.127157,16.129,0.22,1.67,2.57,0.86,1.21,SAUD,Testing,2026,0.7512815725725321,0.7133322826256636,0.7323069275990978
1075,J. Forrest,Celtic,Celtic,"RWF, RAMF",RWF,11,34,1000000,2027-05-31,27,908,Scotland,Scotland,right,175,77,no,6.14574,4.36,3.8663,0.3,0.99,0.18,0.39624,4.762,0.29,1.49,3.17,1.39,1.09,SCT,Testing,2026,0.5821869765888675,0.5584127906811045,0.570299883634986
1076,R. Charles-Cook,Motherwell,Motherwell,"LAMF, RAMF, LW",LAMF,10,29,0,2027-06-30,24,942,England,"England, Grenada",right,174,69,no,4.779152,3.54,1.530571,0.48,1.72,0.14,0.286335,0.0,0.2,0.96,1.15,0.1,0.57,SCT,Testing,2026,0.2230054650418045,0.2867587203584443,0.2548820927001244
1077,Calvin Miller,Falkirk,Falkirk,"LAMF, AMF, RAMF",LAMF,10,28,150000,2027-05-31,38,3034,Scotland,Scotland,left,182,75,no,4.240139999999999,2.91,2.758964,0.53,2.25,0.31,0.6808740000000002,9.333,0.25,1.54,0.98,1.1,0.62,SCT,Testing,2026,0.5233367698647396,0.5262445347077213,0.5247906522862305
1078,J. Karlsson,Utrecht,Aberdeen,"LWF, AMF, LAMF",LWF,11,27,8000000,2028-06-30,18,1375,Sweden,Sweden,right,179,70,yes,4.122195,3.34,2.1615,0.26,1.96,0.37,1.047758,9.804,0.14,1.51,1.57,0.52,0.46,SCT,Testing,2026,0.4594173354735978,0.5071062376755598,0.4832617865745787
1079,Lewis Smith,Livingston,Livingston,"RAMF, AMF, CF",RAMF,10,26,100000,2027-05-31,35,2197,Scotland,Scotland,left,176,64,no,6.594607999999999,2.74,3.64679,0.33,1.52,0.14,0.613888,16.279,0.11,0.9,0.78,0.7,0.53,SCT,Testing,2026,0.4087015016160409,0.4104851408121282,0.4095933212140845
1080,I. Dolček,Dundee United,Dundee United,RWF,RWF,11,26,325000,2027-06-30,28,1157,Croatia,Croatia,left,181,75,yes,3.421286,3.34,2.09931,0.16,1.94,0.27,1.088,17.143,0.12,1.09,1.24,1.01,0.39,SCT,Testing,2026,0.5183997482801278,0.5138924182245864,0.516146083252357
1081,A. Kyziridis,Hearts,Hearts,"LW, RW, LAMF",LW,10,25,200000,2028-05-31,38,2958,Greece,Greece,right,179,72,no,5.508155,3.5,4.047498,0.3,1.8,0.19,0.7609319999999999,5.882,0.22,1.89,1.86,1.34,0.76,SCT,Testing,2026,0.5642758111442194,0.5411015206639168,0.5526886659040681
1082,Ethan Ross,Falkirk,Falkirk,"LAMF, LW",LAMF,10,24,250000,2027-05-31,29,1036,Scotland,Scotland,right,173,70,no,3.47238,2.08,1.563472,0.43,1.39,0.14,0.435662,7.143,0.06,0.61,0.52,0.26,0.17,SCT,Testing,2026,0.2098001552078654,0.2056258185182717,0.2077129868630685
1083,Yang Hyun-Jun,Celtic,Celtic,"RAMF, RWF, RWB",RAMF,10,24,2000000,2028-05-31,31,2182,Korea Republic,Korea Republic,right,179,69,no,4.245892,4.78,2.270188,0.16,1.81,0.27,0.65913,19.048,0.13,0.78,1.9,0.62,0.7,SCT,Testing,2026,0.5275771331589286,0.514603227065127,0.5210901801120278
1084,I. Said,Motherwell,Motherwell,"LAMF, RAMF, CF",LAMF,10,24,1000000,2027-06-30,38,2418,Nigeria,Nigeria,right,173,67,no,4.949879999999999,2.57,1.933288,0.48,1.6,0.17,0.2968149999999999,9.677,0.12,0.89,1.38,0.63,0.56,SCT,Testing,2026,0.3021894949106559,0.3251630857847038,0.3136762903476798
1085,S. Tounekti,Celtic,Celtic,"LWF, LAMF",LWF,11,23,600000,2030-05-31,27,1617,Norway,"Norway, Tunisia",right,182,65,no,6.400201999999999,7.57,4.620992,0.5,2.17,0.1,0.388654,6.897,0.24,2.23,3.06,1.78,1.67,SCT,Testing,2026,0.6450488479276965,0.6083672204512989,0.6267080341894976
1086,T. Maswanhise,Motherwell,Motherwell,"RAMF, CF, LAMF",RAMF,10,23,0,2027-05-31,35,3031,Zimbabwe,"Zimbabwe, England",right,0,0,no,3.650418,4.19,1.424574,0.18,2.11,0.42,1.215369,20.238,0.07,0.45,0.68,0.45,0.39,SCT,Testing,2026,0.5435927042023455,0.5321287735852621,0.5378607388938037
1087,Topi Keskinen,Aberdeen,Aberdeen,"LAMF, LW, AMF",LAMF,10,23,1200000,2028-06-30,34,1698,Finland,Finland,both,180,67,no,4.450758,4.08,2.862,0.64,1.96,0.16,0.634844,9.677,0.13,1.06,1.01,0.9,0.69,SCT,Testing,2026,0.4568244934320732,0.4309364131138185,0.4438804532729458
1088,D. Gassama,Rangers,Rangers,"RAMF, LAMF, LWF",RAMF,10,22,0,2029-06-30,38,2633,Mauritania,"Mauritania, France",right,177,0,no,6.324249999999999,4.61,3.449628,0.51,1.5,0.2,0.614104,4.412,0.18,1.2,1.54,0.89,0.75,SCT,Testing,2026,0.4421431207476172,0.4549396548509368,0.448541387799277
1089,Cameron Congreve,Dundee,Dundee,"RW, RWF, RAMF",RW,10,22,350000,2028-06-30,34,2746,Wales,Wales,right,180,77,yes,5.70354,2.59,3.309152,0.16,1.7,0.13,0.719531,6.25,0.27,1.51,0.59,1.44,0.62,SCT,Testing,2026,0.5093075391139208,0.488939388299976,0.4991234637069483
1090,A. Fatah,Troyes,Dundee United,"LWF, AMF, CF",LWF,11,22,0,2027-06-30,30,1991,Sweden,"Sweden, Somalia",right,180,73,no,4.699548000000001,3.35,2.215616,0.5,1.31,0.33,1.127628,17.021,0.13,0.81,0.81,0.45,0.41,SCT,Testing,2026,0.4954785646868736,0.5080774928784517,0.5017780287826625
1091,Kyrell Wilson,Swansea City U21,Falkirk,RAMF,RAMF,10,21,0,,28,1508,England,England,,0,0,no,3.522441999999999,2.63,1.61135,0.54,2.15,0.26,0.6561889999999999,10.345,0.11,0.6,0.66,0.54,0.36,SCT,Testing,2026,0.3597212786883411,0.3614108346851692,0.3605660566867551
1092,Tony Yogane,Dundee,Dundee,"LW, LWF, LAMF",LW,10,20,0,2027-06-30,36,2251,England,England,left,178,0,no,8.194595,1.12,3.560064,0.44,0.96,0.11,0.120008,7.143,0.14,1.08,0.44,1.72,0.64,SCT,Testing,2026,0.3576626293829236,0.3564576956648322,0.3570601625238779
1093,Ethan Williams,Manchester United U21,Falkirk,"LAMF, RAMF, AMF",LAMF,10,20,0,,23,1167,England,"England, France",right,0,0,no,3.391907999999999,2.54,1.848,0.23,1.85,0.18,0.462,5.0,0.08,1.16,0.85,1.7,0.39,SCT,Testing,2026,0.3398947975150579,0.3501718919566558,0.3450333447358568
1094,Findlay Curtis,Rangers U16,Kilmarnock,"LAMF, RAMF, LW",LAMF,10,20,0,,24,1378,Scotland,Scotland,right,0,0,no,4.963227,3.46,2.352453,0.33,2.22,0.41,1.0448,12.245,0.13,0.91,0.98,0.91,0.72,SCT,Testing,2026,0.5426263522038224,0.5331605897413333,0.5378934709725778
1095,Ben Broggio,Falkirk,Falkirk,"RAMF, AMF",RAMF,10,19,0,2026-06-30,14,982,England,"England, Italy",right,181,0,yes,2.842356,3.67,1.374,0.09,1.47,0.26,0.5491849999999999,38.462,0.17,1.19,1.47,1.01,1.28,SCT,Testing,2026,0.5487751854011145,0.5687702865731911,0.5587727359871527
1096,M. Moore,Rangers,Rangers,"LAMF, LW",LAMF,10,18,0,2030-06-30,33,2317,England,England,right,180,68,yes,4.002,3.73,2.526579,0.54,1.13,0.27,1.047904,11.864,0.12,1.2,1.63,0.74,0.7,SCT,Testing,2026,0.5239394671677818,0.5059179774185848,0.5149287222931833
1097,M. Ivanić,Crvena Zvezda,Crvena Zvezda,"LW, LAMF, AMF",LW,10,32,5000000,2027-06-30,18,1401,Serbia,"Serbia, Montenegro",right,183,71,no,3.661898,5.97,2.181564,0.13,1.86,0.39,1.734128,23.077,0.21,1.48,2.25,1.09,0.51,SER,Testing,2026,0.7011667332284772,0.679215475755052,0.6901911044917646
1098,G. Ariyibi,Radnički Niš,Radnički Niš,"LW, CF, LWF",LW,10,31,150000,2026-06-30,15,1081,United States,"United States, Nigeria",right,183,72,no,5.99394,1.75,2.08173,0.17,1.58,0.17,0.334269,7.143,0.21,1.67,0.58,0.67,1.08,SER,Testing,2026,0.4310361353171532,0.3952351471735189,0.413135641245336
1099,Evandro,Radnički Kragujevac,Radnički Kragujevac,"LAMF, LW, CF",LAMF,10,29,200000,2026-06-30,15,924,Brazil,Brazil,right,174,71,no,3.407556,2.44,1.267578,0.19,1.36,0.12,0.195,0.0,0.09,0.78,1.07,0.29,0.49,SER,Testing,2026,0.1920528906025095,0.2004707425332418,0.1962618165678757
1100,L. Tufegdžić,Čukarički,Čukarički,"RAMF, AMF, CF",RAMF,10,29,800000,2026-06-30,23,1099,Serbia,Serbia,right,185,71,no,2.700724,2.21,1.06362,0.16,2.05,0.16,0.654134,11.765,0.13,1.39,0.9,1.06,0.41,SER,Testing,2026,0.3902302538055105,0.396575203982017,0.3934027288937637
1101,D. Camaj,Novi Pazar,Novi Pazar,"LAMF, LW",LAMF,10,29,400000,2026-06-30,17,1491,Montenegro,Montenegro,right,182,73,no,4.465824,2.29,2.597049,0.18,1.51,0.24,0.844492,22.581,0.16,1.45,1.09,0.54,0.66,SER,Testing,2026,0.5439221915806672,0.5312117566370858,0.5375669741088764
1102,A. Lutovac,Napredak Kruševac,Napredak Kruševac,"RAMF, RW, RWB",RAMF,10,28,400000,,24,2095,Serbia,Serbia,right,175,70,no,3.780672,2.45,1.848384,0.09,1.85,0.11,0.257355,6.452,0.1,0.82,0.82,1.25,0.39,SER,Testing,2026,0.288378385596582,0.2933685425434038,0.2908734640699929
1103,M. Spasić,Radnički Niš,Radnički Niš,"RW, CF, RAMF",RW,10,28,250000,2026-06-30,33,2757,Serbia,Serbia,right,186,76,no,2.448347,2.94,1.079449,0.2,1.96,0.2,0.81459,8.621,0.03,0.39,0.26,0.23,0.16,SER,Testing,2026,0.3265769729498655,0.3110989003534773,0.3188379366516714
1104,L. Randelović,Vojvodina,Vojvodina,"RAMF, RW",RAMF,10,28,1800000,2027-06-30,33,2748,Serbia,Serbia,right,175,68,no,2.455552,5.17,1.507745,0.46,2.26,0.34,0.983412,9.722,0.2,1.21,1.11,1.15,0.75,SER,Testing,2026,0.5600985546515158,0.54413778281447,0.5521181687329928
1105,B. Duronjić,Radnik Surdulica,Radnik Surdulica,"LAMF, LW, RAMF",LAMF,10,28,0,2026-06-30,23,1343,Bosnia and Herzegovina,"Bosnia and Herzegovina, Serbia",right,173,70,no,3.820178,1.47,1.543522,0.2,1.54,0.13,0.735,13.636,0.02,0.6,0.94,0.4,0.2,SER,Testing,2026,0.2980698799773725,0.2876107671861716,0.292840323581772
1106,K. Bevis,Wuhan Three Towns,Radnički Kragujevac,"LW, LAMF, LWF",LW,10,28,750000,2026-06-30,19,1798,France,"France, Guadeloupe",right,173,70,no,6.008288,3.55,3.855186999999999,0.55,1.35,0.32,0.89999,8.696,0.12,1.4,0.9,1.35,0.6,SER,Testing,2026,0.506760396327498,0.5182688886893289,0.5125146425084134
1107,V. Radočaj,IMT Novi Beograd,IMT Novi Beograd,"RW, RAMF, RWF",RW,10,27,1000000,2027-12-31,18,1108,Serbia,Serbia,right,176,73,no,2.925,3.33,2.03138,0.16,3.41,0.08,0.242703,0.0,0.17,1.14,0.73,1.87,0.57,SER,Testing,2026,0.3287684334015329,0.333965486939245,0.331366960170389
1108,M. Malekinusić,Novi Pazar,Novi Pazar,"RAMF, LAMF",RAMF,10,27,400000,2027-06-30,17,1313,Croatia,"Croatia, Bosnia and Herzegovina",right,180,76,no,2.948897,2.19,1.37136,0.07,1.71,0.15,0.47892,10.526,0.14,1.17,0.75,0.55,0.69,SER,Testing,2026,0.3604634886185825,0.3448847807842846,0.3526741347014335
1109,A. Todoroski,Bačka Topola,Bačka Topola,"RW, RAMF, CF",RW,10,27,1500000,2027-06-30,33,2259,North Macedonia,"North Macedonia, Austria",left,174,67,no,6.653636000000001,3.19,3.907496,0.16,1.55,0.33,1.356,10.588,0.24,1.59,1.39,0.64,0.48,SER,Testing,2026,0.5320023449230111,0.5380805362665334,0.5350414405947722
1110,I. Tanko,Javor Ivanjica,Javor Ivanjica,"LAMF, CF",LAMF,10,27,350000,2027-06-30,24,1183,Ghana,Ghana,right,186,81,no,3.119996,2.13,1.520076,0.53,2.21,0.11,0.3820970000000001,7.143,0.04,0.53,0.68,0.53,0.23,SER,Testing,2026,0.2301976304621421,0.2232460275567296,0.2267218290094358
1111,Milson,Al Jazira,Crvena Zvezda,"RW, LAMF, RAMF",RW,10,26,4000000,2028-06-30,14,918,Angola,"Angola, Portugal",right,170,66,yes,7.254919999999999,5.0,4.312,0.39,1.96,0.32,0.8832819999999999,3.125,0.21,1.96,2.16,1.47,0.59,SER,Testing,2026,0.5697227799245205,0.5758035553455042,0.5727631676350122
1112,P. Mboungou,Bačka Topola,Bačka Topola,"LW, LAMF, CF",LW,10,25,0,2027-06-30,24,1108,Congo,Congo,right,175,67,no,4.303999,3.09,1.950492,0.08,1.87,0.12,0.406626,0.0,0.05,0.81,0.97,0.32,0.32,SER,Testing,2026,0.2328723987421374,0.2201987837936117,0.2265355912678746
1113,R. Bosić,Bačka Topola,Bačka Topola,"LAMF, LW, CF",LAMF,10,25,400000,2026-06-30,33,2695,Serbia,Serbia,right,183,73,no,5.977408,3.94,3.607156,0.47,1.4,0.33,1.001187,11.236,0.19,1.37,1.0,1.07,0.87,SER,Testing,2026,0.5754074526044799,0.5823520690067829,0.5788797608056313
1114,D. Seck,Partizan,Partizan,"RW, RAMF",RW,10,25,2000000,2027-06-30,35,2990,Senegal,Senegal,left,190,76,yes,7.493869999999999,3.61,4.062108,0.42,2.23,0.22,0.8443679999999999,9.231,0.15,0.93,1.81,0.78,0.69,SER,Testing,2026,0.5165179826289965,0.4877843057456271,0.5021511441873118
1115,D. Savić,Bačka Topola,Bačka Topola,"LW, LAMF, RW",LW,10,25,325000,2027-06-30,35,2062,Serbia,Serbia,right,173,69,no,4.014597999999999,2.71,2.575038,0.57,2.18,0.17,0.5669270000000001,16.667,0.13,1.09,1.13,0.92,0.74,SER,Testing,2026,0.4727425029507351,0.4540831651253879,0.4634128340380614
1116,M. Cissé,Radnički Kragujevac,Radnički Kragujevac,"LAMF, LW, RAMF",LAMF,10,25,0,2028-06-30,13,995,France,"France, Senegal",,171,65,no,8.502293,2.71,5.158121,0.36,1.27,0.09,0.723564,0.0,0.11,0.9,1.09,1.45,0.54,SER,Testing,2026,0.3954642255214182,0.3785036651533514,0.3869839453373848
1117,D. Jovanović,Radnik Surdulica,Radnik Surdulica,"LAMF, LW",LAMF,10,24,0,2026-12-31,27,1490,Serbia,Serbia,right,175,79,no,3.021192,2.96,1.028192,0.0,1.63,0.27,0.8441580000000001,12.121,0.08,0.66,0.36,0.79,0.3,SER,Testing,2026,0.3812608759098253,0.3893521140170852,0.3853064949634553
1118,S. Jasper,Železničar Pancevo,Železničar Pancevo,"LW, LAMF, LWF",LW,10,24,600000,2027-06-30,32,2599,England,"England, Bulgaria",right,180,65,no,6.788168000000001,2.6,4.083558,0.45,1.94,0.25,0.9017099999999999,11.29,0.11,1.11,0.97,1.39,0.48,SER,Testing,2026,0.4687409546079893,0.4816029860539839,0.4751719703309865
1119,S. Tomović,Spartak Subotica,Spartak Subotica,"LW, AMF, LCMF",LW,10,24,800000,2027-06-30,31,2840,Serbia,Serbia,both,184,75,no,3.074136,2.44,1.396668,0.35,1.96,0.25,0.635364,13.725,0.21,1.77,1.87,0.38,0.6,SER,Testing,2026,0.4509629135058775,0.4591053445870369,0.4550341290464571
1120,V. Lučić,Crvena Zvezda,Crvena Zvezda,"RAMF, LW, RWB",RAMF,10,23,0,2027-06-30,22,1158,Serbia,Serbia,right,185,76,no,3.963791999999999,5.13,1.787416,0.08,2.8,0.23,0.853248,6.061,0.24,2.1,2.72,0.78,0.93,SER,Testing,2026,0.6248322318733719,0.5953540091487148,0.6100931205110434
1121,I. Bah,Radnički Kragujevac,Radnički Kragujevac,"RAMF, LAMF, CF",RAMF,10,23,0,2027-06-30,19,1179,Portugal,"Portugal, Guinea",right,181,75,no,6.64134,3.13,3.433837,0.38,2.52,0.08,0.07625,6.25,0.05,0.53,1.07,0.46,0.31,SER,Testing,2026,0.1967834657644128,0.2202204715964059,0.2085019686804093
1122,Diogo Bezerra,Rio Ave,OFK Beograd,"LAMF, RW, RAMF",LAMF,10,23,0,2030-06-30,20,1854,Brazil,Brazil,right,0,0,no,5.048164,2.28,2.62,0.87,1.99,0.15,0.583275,5.556,0.31,1.94,1.65,1.46,0.97,SER,Testing,2026,0.5458121270722855,0.5384208870505836,0.5421165070614344
1123,E. Prutsev,OFK Beograd,OFK Beograd,"LW, LCMF, LAMF",LW,10,23,1000000,2027-06-30,18,1061,Russia,Russia,both,181,0,yes,5.599251000000001,4.16,2.630291999999999,1.02,1.02,0.2,0.51,5.0,0.23,1.44,0.85,0.85,0.42,SER,Testing,2026,0.4133582857296805,0.4156041406864642,0.4144812132080723
1124,K. Saliman,Javor Ivanjica,Javor Ivanjica,"RAMF, LAMF, LW",RAMF,10,23,0,2028-06-30,31,1615,Nigeria,Nigeria,right,0,0,no,3.232944,2.62,1.6697,1.06,1.67,0.17,0.6669809999999999,2.941,0.13,0.95,0.95,0.78,0.28,SER,Testing,2026,0.3330065462178101,0.3255440037050065,0.3292752749614082
1125,L. Micic,Javor Ivanjica,Javor Ivanjica,"RW, RAMF",RW,10,23,0,2027-12-31,26,1614,Serbia,Serbia,left,170,0,no,4.070220000000001,2.12,2.618655,1.17,1.17,0.14,0.612389,6.667,0.12,0.61,0.39,0.67,0.33,SER,Testing,2026,0.3250825099225892,0.3118025816999914,0.3184425458112903
1126,D. Sadi,Novi Pazar,Novi Pazar,"RAMF, RCMF, RW",RAMF,10,22,0,2028-06-30,22,1756,England,England,,0,0,no,2.153027,2.26,0.5657040000000001,0.1,0.67,0.16,0.359964,23.81,0.1,0.72,0.87,0.15,0.21,SER,Testing,2026,0.3200875742058079,0.3169484158840535,0.3185179950449306
1127,N. Jovanovic,Železničar Pancevo,Železničar Pancevo,"RW, RAMF, RWF",RW,10,22,0,,27,1213,Serbia,Serbia,unknown,0,0,no,3.785298,2.0,1.63,0.07,1.41,0.26,0.816585,15.152,0.09,0.52,0.74,0.3,0.15,SER,Testing,2026,0.3335490869147922,0.3472682398685625,0.3404086633916773
1128,U. Kabić,OFK Beograd,OFK Beograd,"RW, RAMF, CF",RW,10,22,1000000,,26,1238,Serbia,Serbia,left,183,76,yes,4.434416,2.47,2.690574,0.51,1.45,0.12,0.5824,8.0,0.18,1.38,0.58,1.02,0.65,SER,Testing,2026,0.4178191067645207,0.3945896873924774,0.406204397078499
1129,A. Kuljanin,Železničar Pancevo,Železničar Pancevo,"RW, RAMF, CF",RW,10,22,0,,25,1571,Serbia,Serbia,,0,0,no,5.95826,2.98,3.95025,0.29,1.95,0.13,0.28576,3.571,0.17,0.86,1.6,0.52,0.46,SER,Testing,2026,0.2752577752224315,0.3042451122440814,0.2897514437332564
1130,A. Cisse,Čukarički,Čukarički,"RAMF, RWF",RAMF,10,22,0,2028-06-30,18,1036,Senegal,Senegal,,181,75,no,3.477236,3.74,1.7375,0.26,2.35,0.33,0.695402,15.385,0.1,0.61,0.43,1.04,0.43,SER,Testing,2026,0.4379070054301504,0.4490010360782943,0.4434540207542222
1131,M. Kolarevic,Vojvodina,Vojvodina,"LAMF, LW",LAMF,10,22,0,2029-06-30,27,1800,Serbia,Serbia,unknown,0,0,no,4.49996,2.75,2.85012,0.2,1.3,0.22,0.65008,17.647,0.11,0.65,0.95,0.85,0.7,SER,Testing,2026,0.4841837113994402,0.4543974078535785,0.4692905596265092
1132,M. Petković,Novi Pazar,Novi Pazar,"LAMF, LW, LWF",LAMF,10,22,0,2027-06-30,28,1566,Serbia,Serbia,right,182,79,no,3.504231,2.07,1.781328,0.17,1.09,0.11,0.688,3.333,0.06,0.57,0.92,0.69,0.4,SER,Testing,2026,0.2699782652083995,0.2577644231428429,0.2638713441756212
1133,U. Miladinović,Čukarički,Čukarički,"LAMF, LW",LAMF,10,22,0,2027-06-30,35,2602,Serbia,Serbia,right,0,0,no,4.772773000000001,3.46,2.31842,0.31,1.25,0.27,0.8628480000000001,9.677,0.08,0.66,0.83,0.35,0.21,SER,Testing,2026,0.3569215883722748,0.3683399301557069,0.3626307592639908
